data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70
1.62214780258005,-0.191384063635232,-0.198805373270975,0.288851814635605,0.0780128349035033,0.20496103585337,-0.121086232780459,-0.190515069508577,-0.0850539964700761,-0.0258736811433718,-0.0163057118261352,0.145921890726775,-0.00160792983489464,-0.0305478886513967,-0.0224997838175943,0.036462165093337,0.055826352211647,-0.151070898373779,-0.00175512192441609,0.104007546133627,0.0453127629713313,0.0272524619295225,-0.0822433551320205,0.0222771636864608,-0.0215409910513841,-0.0421360845569526,-0.0105060915646407,-0.0084930412609839,0.0375540167652598,0.0257273760209886,-0.0373242363623946,0.00758016259468914,-0.0231885076345532,-0.0258578772607536,0.00256730669137786,-0.0126156646360696,0.00274998936498138,0.0491062752456606,0.0321280447047342,0.0213116223852845,0.0132823522879143,0.00110351168632539,-0.0267759405525125,-0.00525591716871581,0.0255289585519737,-0.0294522186975862,0.0244702960495493,-0.000364303758523026,0.00978193892380771,0.0460713154735918,0.022765070259084,-0.00408835789198264,0.00715252192609181,0.021932492699492,0.000657141654266441,0.00188595707951931,0.00101592666914647,0.0141273718169721,0.00864598938514044,0.0200010311384634,0.0132967628069948,0.0012309987622515,0.00955970657563433,-0.0215324071792362,0.0016637187353042,0.00228383191697054,-0.000742597506879743,0.00187767820344516,0.0081290004979002,0.507389162561576
0.774618240502145,0.422781407018581,-0.134381663288486,0.146166562448217,0.129275532676589,-0.266670211465798,0.0759585137084546,0.083474619645921,0.0154880940730857,0.715221526188537,0.0250583097248311,-0.384752152123495,0.133113840914253,-0.15203723532403,0.170650695761412,0.00314573061018351,-0.0411032098397466,-0.0438736083706683,0.0869436670204033,0.00765591088409245,-0.0144389855220487,0.0256117313849429,-0.00448027856670038,0.0149496682018851,-0.0122281070320495,0.0657773607744918,0.0627873445319618,-0.0613721668629496,-0.00401959224762221,-0.106241477776527,0.0649195588141184,0.108429066236558,0.0371836225798236,0.0118105978384315,-0.0167683571899553,0.0282303412802047,-0.00207038823751295,-0.0249480341726845,-0.0156699425225888,0.0220774931775718,-0.0183155804080356,-0.0279300714766411,0.0394882337024265,-0.000553802070524805,0.0435250251845134,-0.00981821031297041,-0.00914125773505065,-0.00489683696329456,0.0185223223120121,0.0169246302658634,-0.013275498761298,-0.00429850150439943,-0.00313039228616005,0.00919682763743464,0.00403631698477391,0.0134638439989004,-0.0200702739760894,-0.0231724461320197,0.00894782389303359,0.00805219411855863,-0.0212048404760234,0.0120985885080656,0.0115109518820531,-0.00446961629757022,-0.00640443835981311,-0.0127218696763379,0.0180767780737043,-0.00205562812178531,-0.00492146706470329,0
0.696616319729097,0.346189183133723,-0.111240100109021,0.257018370953721,0.00194824749618749,-0.096663296223747,-0.327879423342838,-0.196139982350501,-0.0843723759882299,0.280204583241144,0.0453468907369653,-0.206981422356941,0.353776558347409,-0.148519717349559,0.0304897251836509,-0.0450703721594634,-0.083289344807487,0.0393984347508482,0.0501429285719241,-0.00541722670033394,0.0132696339387684,0.0845900020727175,0.0635785147698117,0.00541937058677944,-0.0556912551386917,0.00562255147493845,0.0336891279710645,-0.0599564833716347,0.0284333533181528,-0.0628720926687118,0.0129933089843092,0.0438117154570937,0.00651789507371413,0.00131014498398589,-0.00247057737013037,0.0207480285363026,-0.0165040057026245,0.0397981735527148,-0.00876432460555496,-0.0155342853147732,-0.0261985278121662,0.00661850883809448,0.019475131027974,-0.00794988243607853,0.0553926078573923,-0.0140519692990845,-0.00790163709643251,-0.0211181236695996,0.0106145981298386,0.0105338142478673,0.00151301577580651,-0.0199158487127366,-0.00839456225482742,0.00909194019956801,0.0286916293790002,0.0243086900437842,0.00173667097361508,0.00668192642063243,0.0128277692768012,-0.014835137807423,0.00145805104864995,0.00505205155037186,0.00114135976441803,0.00168199726711858,0.00740980436713395,0.00513015068644455,-0.0159795727279081,0.00604668213991691,-0.00500735980126577,0.616282084521649
0.773112409830519,0.488868817938986,-0.125141282879782,0.206109673252242,-0.0496338017894261,-0.233862590149401,-0.35106122273956,-0.207960400035856,0.162845694252317,0.0567073179369592,0.290589306691641,0.140273722133297,0.0745155213403986,-0.182305340036249,-0.109740381135702,0.0991090629089712,-0.046684769221139,-0.120682345345013,0.0325823039684821,-0.030079903992365,0.0606329575580703,0.0519249078723117,-0.0142099954108669,0.0184826360680738,-0.010863192342848,0.0316492501375638,-0.0601605935626481,-0.0274519462002099,-0.0567710085288997,-0.0423703760012719,0.0123192715198883,0.00258863833543381,0.0275970820385294,-0.0246802414352426,0.00375704605289025,-0.0303084942155757,-0.0434923235274725,-0.0304219602933699,0.0100270834596564,0.021694459493803,-0.026351893696849,0.00989449887868359,-0.0372529078322343,-0.0545194113734119,0.0255789352432725,-0.00295593812531096,0.0263824552293814,-0.0122316165890441,0.00150191296566591,0.00741709828503634,0.00114901914152934,-4.98589723838585e-05,-0.0169808169763775,0.0103336357045555,0.0036626578439527,-0.000807200724076726,0.00970761350372169,-0.0141807293582765,0.000238803056004413,-0.00230160647341739,0.000360263270547814,0.011949534082477,0.00408922416586304,0.00936704576451307,-0.0050119460511204,-0.000267965269484647,-0.0031463726909403,-0.0121715366739666,-0.00235271974429256,0.14519056261343
0.843988622639015,0.422478672992755,-0.17487833993828,0.217036996702069,0.00941007378699861,-0.238744481365858,-0.365063611221283,-0.286204084149731,0.0851550822267427,0.164195017718259,0.1845553004086,0.0124535661778118,0.233847448404242,-0.135562451307256,-0.0824286498055298,0.044472751991238,-0.0812283383456043,0.00902290377216625,0.0563224177528377,-0.0394624998049109,0.0571097964297903,0.0657655440229869,0.0429707237761201,-0.000551825769322051,-0.0464221165550917,0.0260547860864864,-0.00297949247540329,-0.0434801668935994,-0.0306554861080334,-0.0617416775829381,0.0282344597451787,0.0264163749802117,0.0313596617392276,-0.00691945608766302,0.00219935264484625,-0.00686583716895579,-0.0278208076060509,-0.00884297175479228,0.00847336125174361,0.00953827273160462,-0.0438992845522004,0.0199459587149836,-0.0122259635931548,-0.01790656899985,0.0220681833566694,-0.00046508676546774,0.00763209983414819,-0.00579017551302073,-0.00708843386552693,0.0118641579038402,0.00556194097562087,-0.00384872194799796,-0.0205122150284794,0.0140322851570222,-0.0064208280698727,0.0106638131783594,0.0109725814578122,-0.011135144669609,0.0104397364759081,-0.00904586577437674,0.0128746216443006,0.0151646013262798,-0.0107336156242745,0.0103234177892355,-0.00120073372953758,-0.00359160686904385,-0.00843161696291653,-0.0093120240868471,-0.0133298900489212,0.36738397718434
-0.0651220363728638,0.133960869507625,-0.246890763304848,-0.756790023825967,-0.174977552566568,0.470018095175628,-0.0476999881611907,-0.157730879716513,-0.172701302311283,-0.18967335481947,-0.135585117434636,0.00583428976215363,-0.013602786973435,0.0801184539006259,-0.161506038059773,0.0632747787094476,-0.0777312161339275,-0.114963774213222,0.034904615754442,-0.0924303127531408,-0.0438828007852607,-0.019558365293803,0.00240619880293498,0.088561379393316,0.0269591213947605,0.0322035827337673,-0.0517969348137373,0.0299981894685538,-0.0428105455013381,0.0138095367091536,-0.0515971534030799,0.0226991321001747,-0.0359220104675239,-0.0413701924111163,-0.0452412641433329,-0.00750603500090866,0.0200054988731058,0.0244129075765649,0.0555901710482796,-0.00929325826232672,0.0384635086949566,0.0172561704402072,-0.0881265663152965,-0.0078318593919219,-0.10317758865219,0.014312091438913,-0.0341654900029617,0.00134115871764176,0.0506962933473184,0.00803689249401316,0.0385519438239875,0.039185775103278,0.0408138066026169,-0.00926258453946063,0.0184941016754242,-0.0318343250489727,-0.00814962152856476,-0.00550583360622607,-0.0100418178039549,0.00536600992931033,-0.0376220920889211,-0.00520368139854731,0.00713791550830848,0.0136558843796909,0.0165033798788582,-0.0022857225793288,0.0100649755700007,0.0139855287877482,-0.0445115496901979,0.310344827586207
-0.920708177676681,0.485195037338076,0.0657755874661023,-0.779068426009068,0.0586817924739164,-0.0641474816071552,-0.289812889739025,-0.133207910140614,-0.242585836020876,0.0469906727026959,0.124653609402588,0.195050198439213,-0.120933065912046,0.0918536530890808,0.217333690962034,-0.339690888488667,-0.189135156779658,0.0593453044064595,0.00213352615533391,0.105925458882541,-0.119805551237121,0.116583710755228,0.119500369385841,-0.0450289340389682,0.056677173879997,0.0288556941920327,-0.0745948192684748,0.00969906622694354,-0.0363647958454121,-0.0436403814621126,-0.07218590193797,-0.0990025391627679,-0.034034188627816,-0.0624888828793292,0.0946618712701296,0.0322845351193024,0.0177843518956001,0.130902463859019,0.0284754539064066,-0.0221937818193252,0.0617588363455366,0.0410015420956677,-0.00678783343979131,0.0227814106379832,-0.0100953710989908,0.0412629108559688,-0.032242136187674,0.00927622791882514,0.0325400822773069,0.0225034340409869,-0.00778058110927832,0.0259124693004693,0.00956403316767798,0.0286084803136637,-0.00962154536582586,-0.0346538683753218,0.0354082045516753,-0.0341100849531016,0.00178147665972335,-0.00197764148866106,-0.0334601821362605,-0.00338246220707287,0.000387398364226553,-0.0213490162409997,0.00441029905235172,-0.00863070111606474,0.00389626533591847,0.00447216094326656,0.0211933670306167,0.450350012963443
1.50393964130289,-0.158458476206419,-0.0492964362579366,0.266979142294549,0.0727739495976395,-0.0778443008965684,-0.280038562494589,-0.170746432269081,0.272617884868095,0.0721246380238661,0.0833367363947688,0.0763070587708331,-0.100322503500664,0.0433503700219226,0.0785432369409624,-0.0729749353111575,-0.033751248576254,0.0799500597683816,0.00249789796827823,0.012709439459824,0.00259583828699132,0.0488392834948101,-0.0127470138722251,-0.0442755255485555,0.0252540160761975,0.0267263418639543,0.000609293717809386,0.0033707391367849,-0.0270777336727638,-0.000641632955060857,0.0108593437600503,-0.0126891037495938,0.0116867687194854,-0.0292036309147638,0.0173980315849527,0.0130561011210726,5.35025691291626e-05,-0.00207364240974526,0.0148478255602562,0.0278026083215538,-0.00657793969064049,-0.00822645846809186,-0.0229645640554828,0.0247320323614102,-0.0116560912939089,-0.00921818066287818,0.0156027068523076,0.0145394179549892,-0.0199324622446741,0.0135527492296784,0.0247668594387514,-0.0123673186471538,0.0173943849913254,0.00467258484326997,-0.0258239728015831,0.0163079369401184,0.00800713462161737,-0.00199955936185588,-0.000513204242326608,0.0181149088811343,-0.00311726277206819,0.00236273533772958,-0.00390784037521854,-0.00143247249177054,-0.0108627916804288,-0.00673993344991316,0.00372311058885218,-0.000513414898580326,-0.00331832754575143,0.382940108892922
-0.326135821305858,-0.372103491131083,-0.107713937312559,-0.423234505500879,-0.100739083029363,0.584086806622722,-0.165001115250475,0.422827170757696,0.578532743306189,0.325543572473576,0.00428369441087536,0.322763848832254,0.0107404425870859,0.152939716679412,-0.151968843881955,0.104496908726719,-0.0415590958077225,0.155470497326181,-0.150821574044695,0.00775733293933484,0.114698159982991,-0.0766436122812065,0.0941569092809039,0.0150434015715584,-0.00866791467852616,-0.0475544373935297,-0.0283971993533127,-0.0779977060089757,0.104884094028858,-0.108719783517433,0.0502356446125777,0.0288563314766311,0.0624177334048426,0.0101815935185014,0.0212130109879485,-0.0340133700601766,0.0277214966691433,0.0410188002662811,-0.0251478936401026,-0.0333359644391837,-0.0211039046276654,0.0177528031511661,0.0224551367740805,0.00192471460334106,-0.0315703876255951,0.0310318031626521,-0.0191307757701167,-0.0366292251591928,-0.0496872320550563,0.00765845726640365,0.0325061505621731,-0.0128459026714145,-0.0547211664225425,-0.00205004198428866,0.00884162643747838,0.0230601808477775,-0.00794106287360785,-0.0137288849980987,0.00987713000090804,0.0285224108331407,-0.0302472197879541,-0.00940851736419335,-0.0208922032417104,0.00370634085845565,0.0105159147918628,0.000253510099476905,0.00131536397571111,-0.00426483309800794,0.00410058671842651,0.39331086336531
0.849873546656245,0.0476995170770221,0.365784350960824,-0.0784064365512251,-0.392427150046813,-0.571916743639824,0.209029368527797,0.141412321822785,0.272689422504722,0.0493808208626194,0.177986837787763,-0.105369749734397,0.280493244090747,0.434578396449303,-0.124659686046701,-0.037156784817829,-0.0282223464297687,0.0972648144123722,-0.0134211456937949,0.241883272446813,0.18895403084043,-0.000390971427545078,-0.0651110185747477,-0.0253282368528544,0.00835064315125819,-0.00602934547744738,-0.00810770088577495,0.0226394330668361,-0.0257058148252465,-0.0125690922256357,0.0797092165525786,0.0293029076187116,-0.0305321627083996,0.0715675934987997,0.076165269515193,-0.0395186697907062,-0.073319373008299,0.00388520974438702,0.0290951872880631,0.0471481447262338,-0.0208367065914239,-0.0467597642911197,0.0108986323837088,0.0200240335117061,-0.000567546344320527,0.0555379489428086,0.00430960171070958,0.00948542460283587,0.0527602545371317,0.0146122967863788,0.0282184445653686,-0.00620842779037363,0.0267422025795592,-0.00766482376773475,-0.0423267081081815,-0.0510082598613079,-0.0100051221363481,-0.0185112604425911,-0.0157415117885389,0.0119163366798152,-0.0293611030511205,0.0117358289581004,0.000440378394284849,0.0113295132204749,-0.0137444974873084,0.00547476194425431,-0.0202735917020177,-0.00298099537431436,-0.0100208009190968,0.569613689395904
