PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,Label
0.244885706391755,0.0029336685752457,-0.525176857802345,0.454383278096001,-0.434771532932039,-0.348306089065904,0.0955159304555113,0.0158148713318135,-0.0936647636137493,0.102510664952982,0.0201937633324924,-0.0485921335272341,-0.128779725436041,-0.0457764435081307,-0.134921977027898,0.0721629014981515,-0.0253934827588867,0.0735878280022369,-0.0261109907237304,-0.00576317194601866,-0.10657117547905,-0.0619307490586475,-0.0278200855395549,0.0279968799593118,0.0647633102694335,0.00753365374601894,-0.0648928303001354,0.000140273489588048,0.0488309011964912,-0.0412559843833505,-0.0329795081741446,-0.00378770467820028,-0.0192259423273874,0.0243121390930544,0.0696843600998281,0.0340993060371836,0.0155728449539303,0.0140170982258866,0.00275926526602282,-0.0378913953747126,-0.0309195947245771,-0.0388607755926473,-0.011488844518089,0.00543445614109773,-0.0108373532663756,0.0105865072864471,0.00123662011812787,2
0.841219112213296,0.0948063957225893,-0.451299530059574,0.322345876179752,-0.167531008013255,-0.237567280336437,-0.142347209093116,-0.0391575461784645,-0.00818933590746949,-0.103288450532029,0.224849029503334,-0.0543381484497514,-0.171939442120597,-0.0834861940100345,0.0338158350057105,-0.0613080534680125,0.0590397165178173,0.0329970486522943,-0.0933725394953883,-0.112191513842028,0.0901988211815355,-0.108751297249361,0.0409847754256468,0.0303469395956954,0.0650570601325246,-0.150862512521944,-0.0204224335663823,0.0349631775466464,-0.0415362821639586,-0.0548281359613391,-0.040372807714231,-0.0250705568091276,0.0170166043406976,0.0415886631595121,0.0398011707806961,0.0481800147877442,-0.00584764785812528,0.00343449729291232,0.0225960905540799,0.0383600202250536,-0.00859199222488914,-0.01548929630546,0.0101829328665569,-0.0272863043224658,0.0181307050339803,0.00549342758185696,0.0020179423678801,2
-0.763849358099949,0.105322201467663,0.13205118670198,0.282669567492249,0.049752495077029,0.496295403663928,-0.226762680204814,0.289414466650236,-0.12398576730613,-0.135575389599168,-0.0996428615271141,-0.0284192978737451,-0.14740229730557,0.151477141444863,0.165821979034899,-0.204844154811448,0.091870641088531,-0.0984214409166341,0.152346147266042,0.0340101749638288,0.146289027406533,0.0829076413603362,0.0454847771139694,0.00181956416572902,-0.0376920577330055,0.00483460418917665,-0.0689353073091065,0.0221766255627279,-0.0336952448712891,-0.0585710209890195,-0.0224029152496438,-0.0110077792162186,0.0262509400723455,-0.043246033296326,-0.00358598231344997,-0.0184658339171657,-0.046769212666387,-0.00740225296579193,-0.000773750067163146,-0.00676815563997504,-0.0191975633623892,-0.00820915401062232,-0.013051920268365,-0.00993099651024398,0.00747725148215847,0.000626843967200734,0.00373452241250866,2
-0.179248868660295,0.513888845839899,0.419731785204215,-0.0336495240675048,-0.281916451716347,-0.0230186789751434,-0.259338902137462,-0.0717895819063568,-0.0149483145703719,-0.0094047187756127,-0.346868189289193,0.0692165918854777,-0.0700419689988662,0.0857995578253903,0.00877493893763383,-0.0802642524460066,0.118116909746513,0.0465206568139647,-0.0683481316199209,0.0158289209818682,0.0123304442077427,0.0891104881074305,-0.0601686375018295,0.00168095106240727,0.0614270148798548,0.00912458026314337,0.0247958020803838,-0.00562922107121823,-0.0382844784278861,0.00534756074385247,-0.0308534154790687,-0.0404625868401779,-0.00255535810301202,0.00462176555171046,0.000149172247826791,0.0459905866912028,-0.019107042582431,0.01975876591672,0.0137108054986427,-0.0105120800561053,0.0141509656219614,-0.00272727402431389,-0.00171532300148443,-0.000148279565468949,0.00326853602680097,-0.00211835422708637,-0.00141248734039624,2
0.021214704913335,0.285076303705769,0.598752943606059,0.208094246944867,-0.307834313684325,0.1745330941719,-0.232763644470187,0.0326885770899803,-0.132566512833254,-0.122908592285057,-0.156444603421561,-0.127437195791432,0.214433794311754,-0.0879727814710985,0.0739588466702449,-0.13567961011928,-0.0488578615692977,0.0132748404040092,0.0698913543585907,-0.00226985117785905,0.0721000306482931,-0.109677081604525,0.102721836793471,-0.0746194144917109,0.027251361424113,-0.0564362962850045,-0.00831818539565077,-0.0112687970221902,0.0115779310296383,0.0787041298851685,0.0160424791185985,-0.081756212574864,-0.0160035521406664,0.0446025379142324,0.00556047156574969,-0.00363270199387674,0.0236337029697787,-0.0380874492204449,-0.0283785843423912,-0.0257451619975729,0.000664029169789159,0.0273640189347991,0.00435857791877485,0.0100354375784533,-0.0155255032060415,0.0113215942072893,-0.00349253523804703,2
-0.45336719216111,-1.2791581080823,-0.313081037891105,0.0129285061623787,0.0747203880816356,0.145441990546207,0.0671430018096769,-0.3738127554652,-0.577319822469534,0.188652215406221,0.134488734627244,-0.0374522228452177,0.167367670725234,-0.0462422723368818,0.0529456429235253,-0.0737063579247447,-0.0414570034109673,0.0703183809216423,-0.0191361889569256,0.267692952368772,-0.036941753876247,0.032192469137675,0.0733147467481696,0.0287882357856904,0.0267879481887678,0.00898205542903413,0.0150181139143963,0.0820048753163223,0.0421414697572448,-0.0302200247611287,-0.0239907271593355,-0.0504365226442501,0.0116664068272152,-0.0608008858187913,0.0473105833373392,0.00299038200443757,-0.0319220673544449,-0.00573459288618924,0.0249470845465373,0.0297310771118713,-0.00338801838901103,-0.00681557773561144,-0.00233075503497429,0.0145997477198732,0.0149626896808211,0.000471876058176173,-0.00475740169321042,2
1.06002194072983,0.371235559845559,-0.29718344302344,0.617896405198899,0.950237319229629,-0.255688992590191,0.572440045798442,0.107880603709747,-0.0855438110315226,0.0647633906737776,0.484475288516986,-0.149461086161175,0.126777483536963,-0.0964944223387119,-0.0409487922345741,-0.0827203730339541,0.345271594255602,0.201905447413777,0.329899803430837,-0.119919090383266,0.0674581474465193,0.109072640363141,-0.0056352023385796,-0.0146304173650186,0.101630199881422,-0.079505466944817,0.0382616345247026,0.100608844519457,0.0308042070801878,0.0254875268790549,-0.00422780087077152,0.0138687396730138,-0.0262463028094051,0.0196776939341951,-0.0395208036361548,-0.028116447549395,-0.053203947702536,-0.0388761355288949,-0.0286131279718625,0.00317435222697665,-0.0139584118200885,-0.00375524118390574,-0.00551954659134424,0.00829168713678522,-0.00752748689665106,0.00170912875533831,0.00169387944308266,2
-1.04202235035119,-0.0722408576185557,0.804012772044535,0.394981744391484,-0.832169453949487,0.200540759037352,0.423576093972057,0.461061117601129,-0.270586434134489,-0.248275220650208,0.615832163147096,1.57390446988784,0.165146719181778,-0.0251684554126899,0.237183560207968,0.0811148819727739,-0.0442074396298711,0.154560974547939,-0.0713836797372271,-0.119234874894936,-0.0705002369831748,0.0147582339343851,-0.012705497241019,0.010184027490182,0.0311598470433311,-0.0102071772290172,0.0017845013198677,0.0117943751491256,-0.00432758515772611,0.00336888100574652,0.0189313844950269,-0.00961031121817889,-0.00275663824813949,0.00136508170835631,0.00423680452377583,-0.0235881828083362,-0.00713145414655339,-0.00538348112691183,-0.00276066244060159,0.000748922247056005,-0.00191243227356645,-0.000463806968631751,-0.000781694449060444,0.000191632460552811,-5.62735207028323e-05,7.9464885318616e-05,-1.80735924523756e-06,2
-0.248723019117423,0.676588193776235,-0.126793176673453,-0.17321599668817,0.266165315390468,0.423254321300234,0.161063701567033,-0.0318932574415541,0.188519082645137,-0.171711134059081,0.0614417929683453,-0.0527646971603656,-0.00148506458156592,-0.185639361768414,0.00606880361637417,0.130950927055957,-0.16754722105237,0.0895167084815716,-0.0203427397624937,0.132377747775715,-0.0781122424764621,-0.0858139824639891,-0.00815501872933255,-0.0161088189712541,0.0503675106132793,-0.0070923052828008,0.0814874472150728,0.021663364030138,-0.0377314600664251,-0.0505239963130793,0.0244295221486718,0.00367676234969716,0.0508146868582273,0.0137536246821553,-0.00207886295175386,-0.00322015358329945,0.0537378203422303,-0.0204955486811232,-0.00990290989649043,-0.00473944235514768,-0.0102241005601189,-0.00667556080130859,0.00932628194786008,-0.00445759005126608,0.00444265980398204,-0.00139843205725376,0.00227418667327703,2
0.829929760417939,-0.813022407616609,-0.18084499187907,-0.389625511954968,-0.382473352094767,-0.411195317752752,-0.0399805534325545,0.0256139211668238,0.147853330335176,-0.184645228514373,-0.000309681401542165,0.0264152574785037,0.0584002252180002,-0.0384512679282285,-0.245393505029825,0.148215201979663,0.320048118927341,-0.0797971229578372,0.0246481691526317,0.0109737071411801,-0.103753326093803,-0.148467439230752,-0.140654831762722,-0.191420926236619,-0.0917845285462609,-0.175806497241659,0.0110497973450239,0.102189070842854,-0.0308899887981559,0.0275591375792348,0.16051656531034,-0.0295091635599987,0.00311573089835489,-0.0452210729560424,-0.00760633589543778,0.0308046468392049,-0.0468522165978598,-0.0230928539447193,-0.0244331834712908,0.00645111443861863,0.00390435840006815,0.0142618528900812,-0.00472198472438721,-0.00845176664889104,0.0129824457168397,0.00145627506713574,0.00497727026701689,2
