data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51
-0.8061600250371,-0.763720863390074,-0.979599893428505,-0.225268814618328,-0.892463364983178,0.319276146269815,0.0344800108241835,-0.300559988036604,-0.0760308936401786,0.125861250821064,0.17193002903017,-0.321805713555885,0.304659494696529,0.0160894224130598,-0.0566332284554398,-0.116766892914614,-0.192252866030943,-0.0529285551850328,0.011095499772394,0.13006522974392,0.296209945186827,0.0765974964445777,0.125683075769926,0.01950132746543,0.121724140602782,0.0610651885493025,0.0973882687360423,0.00346887973822989,0.120519348319606,0.0776528322479706,-0.0146881734185379,-0.032283018886233,0.00382681360471364,-0.00731733971900441,-0.0216038242807149,0.045957534903061,-0.017755709003366,-0.0132823841825435,-0.0145017541165304,0.0052305608201519,-0.0635621833867808,0.0495350749576367,-0.0196483006566897,-0.0213853540486736,-0.0140241954862938,0.0287481180447645,-0.0222895680459551,-0.024308575605834,-0.00479069069720236,0.0102201483001643,0.507389162561576
0.0365253965104751,-0.41838533941153,-0.282353245604898,-0.56651302564497,0.0496446984882672,0.0105440028524259,-0.406906693309322,-0.0644586513444459,0.218408952880042,0.11359533885059,0.0377493693415899,-0.205562961377154,-0.00208137650172237,-0.107568611982399,0.121902107590243,0.232515908019502,-0.023979474367717,-0.137652482486116,-0.0254833521562441,0.170972996701901,-0.00731134617955788,-0.0342683402671759,0.103720515951017,0.0174320378883208,0.0259537011368952,0.028557502230641,-0.0446374747395927,0.0433683650615904,-0.08030942586707,-0.0735244568986023,0.00972098749900287,0.0612271971187056,-0.0186671215554825,-0.0574854146549525,0.0481521595576868,-0.0550948759749765,-0.0607399310093424,-0.0668779113815518,0.0509636373170979,0.0118139438476562,0.00499297200017541,0.0276733712216895,-0.00630714707579344,0.000760798059148901,0.0295977846805539,0.00481241877295031,0.00493412114537648,0.00150852924336776,-0.0228697296973119,-0.0122578731328731,0
-0.447672525211993,-0.772292828603115,-0.538489213287853,-0.386709317631706,0.418971366078702,0.172601113022252,-0.0727999049370357,-0.0881403493813416,0.104874951521557,-0.269747127452994,0.174504189411394,-0.171752522230635,-0.16424033044741,-0.392640908949525,0.0659398759694838,0.174641761436631,0.0105336576899169,0.0289110371565136,-0.188311193914908,-0.0296901283249173,0.00861214176976745,-0.0332924332417184,0.0285357252635874,-0.0169236374794729,-0.120375037140291,-0.0235644801777511,-0.0260403276461168,0.013230814006236,0.0219638174704069,-0.0573175869733996,-0.0911729364429035,-0.104093318327723,-0.0322763916150464,0.0122672512001122,0.0150098695057493,-0.0882400522659918,-0.0553292950594527,0.079904706842405,-0.00636001973306012,0.0900917410438609,-0.0141413032392395,-0.000333675382979738,-0.0152457328020545,-0.0435724321060313,0.0176936365263011,0.00447234080241042,0.00967655736715245,0.0279105975393997,0.0172198973294276,-0.0311006187579044,0.616282084521649
-0.126391223867235,-0.115910503917738,-1.17234188372379,-0.236144173177037,0.174182664739859,-0.134420575232814,0.148937368079482,0.307273683096601,-0.10549319682831,-0.353005099496633,0.139357940334209,-0.157366476832113,-0.0834251923721965,-0.0687913705218824,-0.174194162906007,0.256997911352865,-0.0453343059493216,0.121512466142926,0.00529752869417285,0.0857485091374728,0.00885375980621482,0.0618926779030399,-0.232958387592831,-0.243902675282021,-0.00630707870434138,0.0459770178150141,0.0236891082295478,0.0153228852617549,0.0926937093049685,-0.014849442620271,-0.0852351731713189,0.0163186009914732,-0.127772354356382,0.00927568868067,0.0222983116626326,0.00702735999588455,0.0120808639316561,-0.0332283906768891,-0.00841046935998831,-0.00256034529755978,0.0208873139077425,0.0322032785710649,0.00834586645003599,0.0588852972345857,0.0123395233969528,0.0136066687080804,-0.0163969614590395,-0.00845840061731227,0.0118956398272885,0.00967100085348209,0.14519056261343
0.194042395604163,-0.604490570837868,-0.335792839552834,-0.00918645333141612,0.31777002836155,0.31811479078141,-0.491377609408386,0.145325943012771,0.513081432895659,0.0925173593990934,-0.204627724955728,-0.112776398745956,-0.182492411286171,0.0079775019519745,-0.246415362679908,0.0373363632186028,0.0588832995290892,0.0619444639536659,0.13258851433153,0.183204043249206,0.00222687922415523,-0.0866760728920826,0.0639409095759787,-0.0455894259636701,0.10386884667643,-0.015671021882391,-0.0122998472475136,-0.0113504836814485,0.0393819927197365,-0.0463611188444449,0.0940562640622576,0.0178328116371083,0.0785558300299484,-0.0293257932692996,0.00968860260718929,0.00453175145680061,-0.0553563584496609,0.00292578830534103,0.019747477321681,-0.0485033999592726,-0.0517667908664899,0.0126119568516932,0.084358930047422,-0.0360178281245064,-0.021962700180419,-0.0171815675487575,0.0173513635310775,0.00289798319864391,0.0176324685141471,0.0072862048431011,0.36738397718434
-0.406989182001548,-1.01030553100385,0.746826912781288,0.630818958770057,0.119691259541664,-0.0814993038895601,0.129467926225701,0.209587679764342,-0.175456206092889,-0.29668432762854,0.120823261336077,-0.0242496041287449,-0.00563652205259884,-0.00763289954907292,0.0665460188248905,0.244297732803022,0.0499473638917082,0.0797403207441165,-0.0692325468027921,-0.0977714097788455,-0.151174258743583,-0.0108436013275131,0.012299608234535,0.0612939589260665,0.0696432659304399,-0.00275016663864313,0.0286707266153387,-0.0211812313126846,0.0879393118200116,0.110453543457955,-0.00731969599873819,-0.0383807222034206,-0.085168313763823,-0.0458170076972212,-0.0459493377384954,-0.000834044907917079,0.0553723363863529,-0.0242460813918911,0.028639012812164,-0.0395642191303566,-0.016775191345456,0.00828121944166275,0.0236879774894145,-0.0436800190523108,0.0305217670152155,0.0328258322402721,-0.0269551082350792,-0.00221387068274619,-0.00606215981970271,0.0295966017233851,0.310344827586207
0.80201080019965,-0.596787373198143,0.759496436313369,0.1039489447737,-0.284401589343888,0.125996256252996,-0.18388667071888,-0.25381030086486,0.265660445862768,-0.0807677360155856,0.154052395859775,-0.0594682388887965,-0.008776194342757,0.000218354325114178,-0.102895764124276,0.127825723418889,-0.0658530732880495,-0.0118827713380447,0.0496398860203399,0.0113297229704966,0.0512468594267378,0.00914744894660468,-0.0933247423387819,-0.060438651816612,0.10217209727019,0.0417529143674973,0.0715587079242969,-0.121644973400639,0.0602296286738449,0.0581282039670474,0.054560453514582,0.0525364625386775,-0.0633191758231825,0.0968781004115581,0.0181599760367068,0.0397270198692178,0.0342737979168475,-0.0012427257425795,-0.00860053040690506,-0.0406419988844321,0.0124100381481954,0.0154820334727668,-0.0473172750833116,-0.0284358681056049,-0.0216995550239767,-0.037996936340162,0.017634793800071,-0.0417450331301586,-0.0275453189847548,0.00840541304525971,0.450350012963443
0.376854035891127,-0.544066831602869,-0.916575951048415,0.317440014199941,0.095452932194022,0.304198892217302,-0.344148249199224,-0.247237313038491,0.0654095560935402,0.284199619873115,-0.299540897151816,-0.000471949830688354,-0.21871047061396,0.213830004462648,0.034324764658587,-0.13091968145901,-0.110124633896221,0.0614062185522719,-0.0869536044880784,0.147848718612519,-0.00577172380540565,0.207308831236855,0.0249981341123813,-0.068860200410478,-0.0544842626224436,-0.103364679904754,0.0668241195743572,-0.123963922022315,0.0294548616453532,-0.0428159950722712,-0.038200252073615,0.0470949057694993,-0.0194314092178827,0.0355340397519147,-0.00362919638673758,0.114788439518418,0.0511074727587138,0.0203784721282558,-0.0281186742759739,0.0145726385162033,-0.0166704713752645,0.0287134744954561,0.0318723446287756,0.0225553625281478,0.03742568304968,0.0158627138741678,0.00452281133867441,0.0404189633845724,-0.00904910237872557,-0.00036803799424689,0.382940108892922
0.638490930559963,-0.15102624501117,0.356100933625481,-0.47771541877901,-0.0447259083693758,-0.314046656921682,0.0456333457896708,0.100045935557318,0.0531266003182658,0.207654473453994,0.211612617728237,0.235715918761128,-0.069436287341906,-0.0214202814471508,0.080932277837275,0.0990445291058903,0.159632293578688,0.125234790349622,-0.0509759559672799,0.130579153786751,0.0310617553511568,-0.0183334515970824,0.081258383846769,-0.0541162228125622,0.0607496509605096,0.0275720187872283,-0.0803605660977571,0.0158571596071625,0.0859928820745501,0.0672172100506212,-0.0502495643392119,-0.114808172793205,-0.0371372409771466,0.0713675649704502,-0.0884305990717384,0.0335656840667282,-0.00890724678817219,-0.0533230588758827,-0.0158869115718221,-0.027961202100208,0.0525379033850544,0.0406642428949475,-0.00791745271632503,-0.00463492377289847,-0.00945178912913796,-0.00796379745622704,0.00516561730053426,0.00300182812720261,-0.00173159023450533,-0.00162497644005327,0.39331086336531
1.82698508167367,-0.576375523030037,-0.781781998634618,0.431565442565871,-0.0211192711716841,0.0191800675965876,0.0304571590203879,0.174626411481219,0.354606385923718,-0.2771463577072,-0.0755479039885254,-0.194922994439403,0.190357729641073,0.0614498017732494,-0.122037599835787,-0.0944566695911401,-0.023364238355944,0.171442359357212,0.11765285234692,-0.287025612601692,-0.0661853238484491,0.144026856834163,0.0298373832820776,0.197602098963846,0.0149465490475157,0.205271553502687,0.0782070665566547,0.0261735392787371,-0.0353311796713465,-0.0318173325397717,0.134976550112343,0.0149918572569936,-0.0161860484688519,0.0427846149526913,-0.0465794925264046,-0.0165956434910107,0.0457813262782352,-0.00888872148825046,-0.0850722948770622,0.0896292652025753,-0.0132986811725543,0.00353403714394852,-0.00252488310280204,-0.0174474728146359,0.002135771115007,0.0420518374392389,-0.00708994728741809,-0.0259540606258052,0.0258766642929033,-0.00733307016819095,0.569613689395904
