data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70,data_pca71,data_pca72,data_pca73,data_pca74,data_pca75,data_pca76,data_pca77,data_pca78,data_pca79,data_pca80,data_pca81,data_pca82,data_pca83,data_pca84,data_pca85,data_pca86,data_pca87,data_pca88,data_pca89,data_pca90,data_pca91,data_pca92,data_pca93,data_pca94,data_pca95,data_pca96,data_pca97,data_pca98,data_pca99,data_pca100,data_pca101,data_pca102,data_pca103,data_pca104,data_pca105,data_pca106,data_pca107,data_pca108,data_pca109,data_pca110,data_pca111,data_pca112,data_pca113,data_pca114,data_pca115,data_pca116,data_pca117,data_pca118,data_pca119,data_pca120,data_pca121,data_pca122,data_pca123,data_pca124,data_pca125,data_pca126
-0.153652581265539,0.26439356677584,-0.277014419637325,-0.0964729003119035,-0.022132979923388,-0.0565196925652981,-0.100747091677529,-0.063479898406022,0.0778980927827835,0.00853895185378001,0.0251555711141023,0.0513137184193001,-0.267231343691076,0.0168694338827515,0.0617730658714388,-0.0176820108527676,-0.0775722036209989,0.100019207760138,0.170261521980656,0.0975450285264703,0.0935214658351092,-0.162382056259703,0.14264965023907,0.0706956932621342,-0.153675187534185,0.00593289133493868,-0.0572842845686999,-0.0857794363609006,0.0535149282641112,-0.198823543700718,-0.0941428767590379,0.00182081753398848,-0.0555274513664806,-0.181218828342518,0.0830388349495681,-0.101264141323352,-0.0710783691496761,-0.0213755458028961,0.104981207965504,0.157101636918048,0.0754285427480829,-0.0990413884722639,-0.0600595947570503,-0.0995233876706021,0.0128634637515665,-0.0627043496368037,0.0910517078652051,0.0227274466759833,0.022810159979187,0.0295869804390837,-0.0648224753782279,-0.0630123137728424,-0.0590802300812017,0.0474609795714109,0.125253502059479,0.0446993366155387,-0.0975341848052884,-0.0560207115097374,0.0720857188613222,0.144878122640014,-0.0974392101853128,-0.0631504984542961,-0.0314435291195222,-0.0693606023646721,0.0665188480282386,-0.0322530797086897,0.143572871202817,0.0618740610441929,0.0394586310887937,0.107453967997341,-0.152679867946903,-0.185579599321375,0.0587440724728532,-0.0454290114245424,0.07832865191518,-0.248843765098718,-0.242747270947731,-0.195276915721071,-0.00358072727771813,-0.129851969089193,0.00823029908065426,0.368744379036685,0.187339899015284,0.101729308244589,0.298457762794218,0.219343061172349,0.0824199583471381,-0.0983762853819258,-0.0781770059300603,-0.0213771957607549,-0.102506398405251,-0.0242366418115308,0.0494990190575703,0.073637666673266,-0.0760930140534994,-0.0700399697124325,-0.0676170749146532,0.0406036088085653,0.0140593940536908,0.00772769933185789,-0.0142468039311913,-0.00353598520720818,0.0210527160293329,-0.0174934695190136,0.0266737278703415,-0.0154834416099585,0.00894648276295049,-0.00979385565654114,-0.00850439718319654,-0.00714322331128474,0.00207687286034005,0.0135570323012803,0.00563744069404969,-0.00273299364712263,-0.022684903296746,-0.00850418743722348,0.00328638741014437,0.00814568205308377,-0.00513527742130995,0.00862590322330699,-0.000189968050745698,-9.68874326895651e-05,0.00390674384801834,0.0215733711200909,0.00393475367922962,0.507389162561576
-0.405346537267509,0.34524828066406,0.222123678483084,-0.330943369058049,-0.0568808981771178,-0.141341359256194,-0.0951181604132414,-0.0293598488976394,0.136844932422492,0.123708512489676,0.245935098594772,0.119925030061474,-0.0950867692384772,0.0714943038485093,0.343119404457104,0.144723692417855,-0.0186719123760772,-0.044572736385002,0.2112317788266,0.0296401109509253,0.138133730432193,0.0936876389497649,-0.0171897474004194,0.0915374421784112,-0.0806376996927763,0.180622685586866,-0.179697054883011,-0.00632511163948882,0.0318271869022584,-0.207148980532914,-0.112051475776777,0.000618689708841142,-0.0834767684629254,0.0778943834873915,0.0104202465416652,0.0186216758256964,-0.0604402810953528,-0.0220437948729231,0.0822593110998406,-0.0129655236998198,-0.0500578871408556,0.0543844632999261,-0.100606101553126,-0.134238398308465,-0.0196205509922294,-0.0845456007888068,0.3034963151156,-0.064017629505113,0.256196469865541,-0.17181344306564,-0.0287875951608967,-0.189853425033455,-0.0555805141988966,-0.0427397937736467,0.238194864659903,0.142685600592419,0.0504322973381623,-0.071281652864424,0.210339072137511,-0.0469613199384895,0.0465014446387998,-0.0527247055465365,0.118338624951424,-0.133216444690783,0.0644103217706868,0.110924561036958,0.0375030091406544,0.00318914556966897,-0.0966644600675509,-0.05966856657141,-0.160932566791592,-0.0258564751667534,0.0231296551994107,0.0019682295706688,-0.0256925212945821,0.0651197632322924,0.0839060143101283,0.0810140160105896,0.0475322808095,0.0527131155553188,-0.021008144980676,-0.132643640600347,-0.0785326684252537,-0.0487166507100601,-0.114516487535149,-0.124753421737642,-0.0273274560234347,-0.000967964977252024,0.0274570123914525,0.0108499610859725,0.0935999449453057,0.0440976995591669,-0.0213900871970522,-0.0745769425925762,0.0352886523949004,0.0534112686507995,0.0694827032358143,-0.0628490980227852,-0.0267956442231551,-0.00184511787486625,0.00186373587771923,0.00420634087526903,-0.0398954981269921,0.00527349978301525,0.0195725404588555,0.0345611016956632,-0.0299251622731926,0.0159206436367432,0.0263020492144851,0.00925365341209837,0.0272410142855485,0.000819442995780413,0.0413368532887282,-0.0180479362598965,0.0183884978690742,0.0203614251959905,0.0314779635773838,-0.0193300745279514,0.00220241360995383,-0.0329584968483424,-0.00744140396507952,-0.00542266750977052,0.00886097179995834,0.012507893538946,9.01852105400206e-05,0
-0.347831754383083,0.432159287288785,0.214831725940022,-0.300334316357448,-0.00442545665336336,-0.175843742556789,-0.0251161471604289,-0.0465910512669941,0.149066342780157,0.204301167347776,0.192960727439065,0.130756032330756,-0.0886846091058447,0.0604709816928451,0.359825097464417,0.139792370306453,-0.0636746226078299,-0.0119852860082575,0.232377126352069,0.0523895275319497,0.150686154458771,0.0679741060918232,0.0120454544177656,0.105359451452611,-0.117931302651941,0.166078750651681,-0.196546102407315,-0.0205328089598452,0.0211766920195623,-0.257359358142413,-0.126402256251872,-0.0194513503601778,-0.0505202106494608,0.0570918969848827,0.0258858016521912,-0.0424144293795053,-0.0520893252774875,-0.0569001940023082,0.122942269032817,0.0474568443155463,-0.0344076698268994,0.0442308657953016,-0.11862785987408,-0.171982054947819,-0.0403159594483601,-0.114338585884689,0.373965921947572,-0.0703571258988466,0.293350534144867,-0.183894274062451,-0.0189856467728715,-0.218709592778216,-0.0612179924695717,-0.0267268855423423,0.308004624720009,0.188829590134479,0.00688945067809875,-0.101395976768499,0.203295894681549,0.00687188003663656,0.0442155380747161,-0.0749398303893333,0.145624384434868,-0.186501007649146,0.110104310959623,0.110635066176187,0.0838703301676258,0.0303390976995307,-0.086837525304756,-0.0406645216591008,-0.277348472804428,-0.134516452760165,0.0535167505186083,-0.0245488417574025,0.0330729617969724,-0.0762633996111392,-0.058125915111616,-0.0177739978838965,0.0347598531218809,-0.00362651219821877,-0.0324537744462492,0.113164138812489,0.0274321058033575,0.0203093809250288,0.0977264501209839,0.0284470816483965,0.0437160144668754,-0.0518873074583963,-0.0234260676276102,-0.0242133323114136,0.00897405454385582,0.032447594073411,0.0213803958286729,0.0132541555908846,-0.0386942785548562,0.0494834420659503,0.0384891307147068,-0.0209252824214958,0.0143495983027548,0.00459667074662254,0.0252878237639049,-0.0396150354306705,0.0370009425850127,-0.0113339582161571,-0.0438571496576108,0.00551677433410011,-0.0317802919728242,0.0158383622037569,-0.0283132134675705,0.00730690902009222,-0.0077264078581925,-0.0026273880247283,-0.0146966991021185,0.00199466765479723,0.0500649865456298,0.00312122600967883,-0.0115209472591089,-0.0152430209140348,0.00851917901578774,-0.011116684024913,0.000291840685639085,-0.00334953403836673,-0.00797739788029611,-0.0367159105263225,-0.00617553236597147,0.616282084521649
-0.371038412111502,0.244033142325692,0.135159006368482,0.0223749154115782,0.0194498110050191,0.0348057387058393,-0.0248477490968224,0.0381055361624134,0.141186507270904,-0.121903671977034,-0.00586582920034261,0.114906380135543,-0.202976710105891,0.242921677841963,0.196144117824366,0.186949307832608,-0.178257469388934,-0.141588456757836,0.165533294110869,0.0383946993051498,0.157280687295658,0.0275370892411733,-0.119070371746523,0.0936168023499166,-0.0679603596581819,-0.0265342217600644,-0.0708577239503809,0.00657853756788375,-0.188678893626704,-0.165961492586554,-0.0802283714599075,0.221912879014728,0.121887070033982,-0.076187603549268,-0.104367603142295,-0.0494390112911897,-0.0252078990256718,-0.160587601067257,0.128740753504035,-0.00195962552159344,-0.0135559259409645,0.0580258909816342,-0.116672691164316,-0.0237447072791948,0.124803638334901,-0.0285404593780803,0.036756508815112,0.0101890674000842,-0.132090425824828,-0.0364971701966211,0.255221844169731,0.0442524777863321,0.0851661004305971,-0.0389008192377173,-0.194507546648774,-0.0767836959961319,-0.0995286088064228,0.0557454207698515,-0.080603496500078,-0.0869957106624922,-0.0300220044121538,-0.0706294308318132,0.0881887174143791,0.119963925677218,-0.233494170913993,-0.177746776454316,-0.0227146049947251,-0.0970403957114424,0.157208522972888,0.178494771809536,0.311788208311797,0.0428783570690922,-0.131032266029562,0.226603498718796,-0.106417274153324,-0.119854390180998,-0.109175403008967,-0.00588451370719105,0.0353600751555615,-0.0288716552574079,-0.12028303275773,0.0315442340894311,0.0553163609396746,-0.0108676600970987,0.0685562662837893,-0.02074971988199,0.0334940458653932,0.106322540711264,-0.0610719984561299,-0.051873267774901,-0.0824051996318382,0.0370234966216148,-0.211384785978307,-0.0317829423009201,-0.0444442779256773,-0.0890430561872306,0.0189456137342544,-0.00159911574059397,-0.0351041466945987,0.137239345613405,0.00691352067450982,-0.0648359593319966,-0.0491082077426152,0.0728753529025577,-0.0780408960818521,-0.0561648360553085,-0.0512473031404466,-0.00189026938791569,-0.056771351787711,0.0117852432290373,-0.0158817116609655,0.000963883833029154,0.0197009413698014,-0.0168255113061843,0.0361919603994721,-0.00754217953372236,0.000163861748889775,-0.0113530689132197,-0.00405683521657576,0.0103307612226748,-0.0197305262434616,0.00273777410483649,-0.00670058813413159,-0.015317243756004,-0.00745423073639091,0.14519056261343
-0.468244201102198,0.389631845802991,0.222807966187902,-0.208351723550636,0.0426512147784998,-0.151387804798363,-0.0861728609751885,-0.0351991288211031,0.24545106525551,0.0499034497132844,0.154149532867521,0.130564150618695,-0.0535719010437386,0.0513203966475997,0.285904706821718,0.106395874206986,-0.0825222182320204,-0.077863076160275,0.193189566443164,0.0430939704292665,0.137095893159184,0.00867494197557057,-0.035261952048424,0.116008617944572,-0.0942992431013815,0.0692726829979947,-0.171178575281851,0.0598358387151267,-0.0456713797909026,-0.182589616646136,-0.140714294811772,0.162769951264136,-0.0176302899369165,-0.00223314682269253,-0.0180564883452634,-0.0536276255350594,0.00886468171137899,-0.0525306019876493,0.131042727025479,0.0260163912245307,0.0290868897816995,-0.0310097968834511,-0.0871665650570184,-0.117681765662283,0.0328303598921266,-0.0385508606531906,0.116834818924043,0.0100940821953456,0.0495224028503654,-0.10860823566179,0.0596289084434836,-0.0342287872254893,0.0465400445170587,-0.0742696896237976,0.0445189449016241,0.00940486080847724,-0.067927723968828,-0.00855626594072538,0.0355335424764472,-0.0515687132207349,0.0223707755232281,-0.00987388005742912,0.0962592872959961,0.00184833767677772,-0.0815634701891789,-0.0503991713689874,-0.0409826587532232,-0.0245834265466113,0.0705414811936745,0.0816449846960752,0.0800561137013876,-0.0332588270001101,-0.0302994837267865,0.117705130220453,-0.06550669944247,-0.0641663668638071,0.0299703590579079,0.0159306542245568,-0.011310387166041,0.033931616613486,-0.078230978759777,-0.0157353199150037,-0.018359386904884,-0.0106957983070599,-0.0485167447864436,-0.0525743882334772,0.0323469651254974,0.0818211810249173,-0.0213418800101448,-0.008160887558994,0.000352359315471638,0.0483881294200962,-0.120229788452223,-0.0203155621882668,-0.00363735097414061,-0.0422324004191544,0.0918952758602243,-0.0522676024877194,0.00135733695294951,0.0628997884590918,0.00604736505096725,-0.0466408789980317,-0.0786057959172204,0.0681059018378661,-0.0116625930654557,-0.0435179926157199,-0.0290143751248492,-0.0334409124682502,0.0272650409325976,0.0163055606117875,-0.0189852396165848,-0.025564279343861,-0.0152301509442362,0.0101699644471762,-0.024928742446314,0.0119168987905451,-0.0145098324607177,-0.0287686127323317,0.00873233407567331,-0.0418378109013246,0.0179233186787277,0.0112732494539658,0.0241008305380315,0.0264809542040532,0.0111835157145817,0.36738397718434
-0.133043777348962,0.0315299977599579,0.0569268654806666,0.19657490470386,-0.0520803317655144,0.20051037444933,-0.0982522945184965,-0.114916430397116,-0.193038536345122,-0.414028650806879,0.0120482863095151,0.0998903382656687,-0.265918621404674,0.0506444035879764,-0.0417245546386211,0.114118193256458,0.270201618010136,-0.146977838248636,-0.233627018334285,0.18493683774453,-0.131738485036322,-0.0693505476112236,-0.0977602193818038,-0.0265780626410521,0.187681825888696,0.182677726996268,0.0436600162282743,-0.288799893410921,0.141150431194222,0.107874465103536,0.0673456501031989,-0.0130381555281797,-0.143720574245466,0.0571202579076986,-0.015359342529196,0.0947764929594662,0.0883843141172729,-0.184265075637372,0.12103541771297,0.0265062428644423,-0.24100922683308,-0.00724409705004281,-0.298375930624543,0.0880040917118882,-0.170991691187919,0.0672115088364141,0.20234950724168,0.0573403134495012,0.011342365799057,0.123061455065063,-0.190108788565074,0.478301615420018,-0.0388981060779825,0.0333135044733988,0.175059047813604,-0.0157491066947616,0.291660343924182,0.00750277226927859,-0.297392244738333,-0.321084644151904,-0.265176701742061,0.0353562466939225,0.351179070579714,-0.139435720141792,-0.056144296589971,0.194348238961182,-0.0310222031254372,-0.0883115168742647,0.211582130620879,-0.0324414781941439,-0.0255841614141359,0.11696796707881,-0.227380614494493,-0.141352685784287,-0.0109409481486025,-0.0651097841958743,-0.166848057620983,-0.220671025463167,-0.0901163275198499,-0.0533325414522966,-0.186973346972698,0.135802324899234,-0.0229107692994855,-0.211725570649816,-0.117249213274653,-0.0336386512173307,0.152890080710967,0.0739603698574346,0.0163481059396669,0.00436034653601489,0.151362448832565,-0.0382885203447271,0.0132619467213225,0.0670744838862795,0.019736470632253,0.0746130326215966,-0.0594824417735084,0.00338722963524942,-0.0591512227097218,-0.0523484254497818,0.0114629543422208,-0.00471968515056637,0.0026575180552501,-0.0327740374810264,-0.00698855722500801,-0.0285167527579449,-0.0133645124185508,0.00727313434914058,0.0105521408609968,0.0153852650303988,-0.00630499076199143,-0.00390856446926378,-0.00535359454221035,-0.0056850847327619,-0.00522380491069967,0.00355238745288735,0.0028604374413082,-0.00559001660419569,-0.00224028835898665,-0.00328470666360884,-0.000620199232633076,-0.00140159882987392,0.000875697590416863,0.00377073528203606,0.00101910036438599,0.310344827586207
-0.230715465771481,0.291934261616386,0.417041120996061,-0.507903088883828,-0.623914166648953,-0.48122291700624,-0.157188440554517,0.00565161867626682,0.0267761994708883,-0.0516299077217151,-0.26701918918038,-0.496641571199035,0.10383333699373,-0.0564217672247062,-0.33280049022288,0.084541766982205,-0.236535005140489,-0.701702025002491,0.0948487886227307,-0.690593820099482,-0.469565398883119,0.225098608978625,0.0649809710502653,-0.369649107108534,0.192087919668527,0.55762335727402,-0.0915002238485413,-0.144239457669589,0.568785494083016,0.0189125721911385,-0.167122903376986,-0.253288045612474,0.614954458802606,-0.539239755964438,0.266628425084818,0.0311343766785014,0.271618491979964,0.284486096968349,0.200501047311584,-0.116827473984753,-0.274285606622058,0.324602177691336,0.300013484713179,-0.15689128643047,0.096305062055566,0.186331512393404,-0.0490755415160416,-0.0875618515736311,-0.0674795981704499,0.0362182437665802,-0.10060661566036,0.164864313171713,0.156932220347814,0.134417284217649,0.206744286323326,-0.0316816199031392,-0.0291153812332613,-0.191333784193585,-0.0550462775757681,0.0273440775903747,0.0560196969316972,-0.0177009618043781,0.0859924722900046,0.0565981807474444,0.0421208744908214,-0.188547398565709,0.162231405459248,0.102968241474295,-0.124005603873749,0.107104018362344,0.0409046885793995,-0.00287192852947498,-0.148263818643114,0.0643350926323597,0.0312834283940403,0.063781769687471,-0.0719439655716995,0.0121079235948954,0.0593736139044293,0.0896709372127539,-0.0430693446933644,0.060707366916199,0.0574331461684831,0.0817847960866233,-0.0622749247954196,-0.0253745142644582,-0.0709083449023547,0.0267255771272332,-0.0530622702022815,0.0319589465017526,0.00758921081106458,-0.00388602592427024,0.0441520464009345,0.068944225634067,0.00341175980606928,0.0246893959980908,0.0104591731874239,-0.0735614668058469,0.0224504687695842,0.0683197564954488,-0.042287042398013,0.0361178319880631,0.00724917288432763,-0.0156874281572417,-0.000836458019054807,0.00474402471275698,-0.0148802684658227,-0.00764106001918774,0.0141357951088182,0.0143415371232051,0.00445040384078348,-0.00694002102138715,-0.00273132823755433,-0.0122879543856152,0.00474219513228552,0.000794105521717504,-0.00159714937875792,-0.00379165730073201,-0.00380555749366191,0.0014529024634505,-0.00118754820879637,0.000842421899332484,-0.000853622026039829,-0.000628659726033262,0.000693822846519762,0.450350012963443
-0.220728046852675,0.093153914613023,-0.229419269130945,-0.136198861335005,-0.0346375141926478,-0.00421142212639513,-0.146888660188859,-0.0985555368610537,-0.12279141927434,-0.0198341034683758,0.133611127418618,0.0129986409687012,-0.142297860285779,0.0115341156223975,0.0937517657815847,-0.00592542346939605,-0.0182518126072702,-0.00752903545452263,0.123519059394304,0.0625960743962487,-0.00293799755926391,-0.0265788067074203,-0.129988369044239,0.0956300968389823,-0.162096245406762,-0.000120608393746243,-0.0526678307455493,-0.0572661973056194,0.170397743854245,-0.0629836680627084,0.0631490627269676,-0.0654377601920866,-0.115100779234946,0.0476555454586976,0.00636450975639007,0.0295015586697849,0.0344590627478268,0.0233063229470757,-0.0577297409243793,-0.0115040400932658,0.0899037658560439,0.0493789596526536,0.046939468991579,0.0610947685151777,0.078617680636098,0.0178289949384725,-0.0742537016483917,-0.0892735976854418,-0.0675586894303824,-0.00654335585792056,-0.0735981908486512,0.0124686542163149,-0.0360354384792501,0.0199559876204185,0.0137276242555709,-0.0541273295546673,-0.0354618660174728,0.0114848659633057,0.0530856918538046,0.00644139819395307,0.0232737427312738,-0.0162502724725432,-0.0569661034843525,0.0087796045018165,0.02093056492476,-0.03643731676769,0.0320739134707531,-0.0166986317723802,0.0538995651584996,0.0470107575005202,-0.0382267111101931,0.0355378790870517,0.0673017846315671,-0.0074300434992135,0.0168798521132831,0.0787449384313013,0.0105133418178673,-0.00613558828346978,0.0516684580827656,0.0673448842882906,-0.00618053955295922,0.0182637301571587,0.0453133242896799,-0.0798750949786572,0.0224491202431952,-0.0383199319051901,0.0335890634950443,0.0116011537892546,0.01776589631333,-0.0280223770371932,0.0134026016637228,0.0727664478435548,0.00705493283245036,-0.0685252807974817,0.035068028432881,-0.0615154762833485,-0.0730650298604228,-0.0412131715347264,0.034221735487701,-0.0292695145995207,0.0130895608911205,0.00925518450844625,0.00561447609691761,0.0164989206431304,0.0565666342751777,-0.0597003427274466,0.0544896842568842,-0.0639980627214844,0.0710106675886755,0.0432692954989866,-0.0224013794290109,-0.0488571845398238,-0.0447379100081987,-0.01838573451712,-0.00370855960004967,-0.0236955130565919,0.0333437639667442,0.038970189370647,-0.0470167404541684,0.015797300367686,-0.0584238040525506,-0.0231650370005,-0.0260314131370429,0.0231759966515186,0.000343037127560152,0.382940108892922
-0.0303829991617397,-0.0287420239534237,-0.125931014313926,-0.0674378511706253,0.0719386321800475,-0.0614986837751381,-0.214163449932922,-0.0871191813238268,-0.277122002342303,0.0394732732365871,0.103772983660109,0.0773652281939397,-0.0960981544169797,0.36345962272999,0.0535777391720118,0.0247853895754426,0.500127120350278,0.287942649704052,-0.0185172453504662,-0.160887706634484,-0.0417222764259534,0.0542321919432533,-0.222973406857146,-0.391384984715786,0.416217058378533,0.0793606659557505,0.127438446517777,0.202058814358651,-0.0457208784915271,-0.107325493768916,0.0517059254836726,-0.0660526453508265,-0.13368362580456,-0.0276076635702337,-0.12728002095492,0.0428956137425154,0.298628978707092,0.0271632715170374,-0.154448721236979,-0.137876657559632,0.200647805621401,-0.0356698201386753,0.0663458226949218,0.0811578849549316,-0.0421869768581491,0.0404797051035581,-0.230866182327756,0.00805428018937081,-0.0135759483740073,0.0815802002406866,0.0976454142726529,-0.139683770861572,-0.0104940579750888,-0.0890217941468283,0.173696848506656,-0.10723252292352,-0.00609173700396502,0.159316309031666,0.147728498488664,0.0829067028589719,0.222152813529356,-0.0465962396678215,-0.0270893953155999,-0.0238787736988912,0.00356991025177493,-0.00780392523360356,0.141028499147177,-0.0796411832043465,0.00658365122041894,-0.116037748507777,0.0605885991044276,0.0262900423697207,0.0336825241529505,-0.119491949601052,0.0828015670416314,0.24352168560395,-0.0968446068540928,-0.0690237928151404,0.133339164687194,-0.0106282223471534,-0.115358797578876,0.140032431535349,-0.0191175296560841,-0.0254154465694567,0.00826923684595999,0.0776013357004444,-0.00124102054812052,0.0765732594602866,0.0228154993224091,-0.0265031997256237,-0.0221627897435048,-0.00439716273329901,-0.0224398231211303,-0.0376352391951767,0.0958769504208224,0.0452562613770585,-0.0432393122407176,-0.0286109463621477,-0.0172164245860681,0.0137802179874196,-0.0524530318294285,-0.0338962759194888,0.0635050926760128,0.0911186505748645,0.0993981284077273,-0.117870770678521,-0.0653579963458161,0.00528511622482653,0.0216661288255084,-0.0305836003641021,-0.0442149121658437,0.000107898504901665,0.0279340034198624,-0.00263311810971509,-0.0179912270555003,-0.027823923076047,-0.0386782640747749,-0.0168505891294855,0.0824682917922124,-0.0294653383331846,-0.0224072904772154,-0.0039759411124764,-0.0199075623815802,-0.00510079988884747,0.00542940187615062,0.39331086336531
-0.0476584015545021,0.0713956880215967,-0.421207914004597,0.105782582553142,0.0367236586997202,0.358976742069378,0.257294364508655,0.000634531240108595,-0.20724754519319,-0.1977241918471,-0.192158037550349,0.108126432702684,-0.0360165936610699,-0.152825140625358,-0.126469513420335,0.308969995313931,-0.0172078631729081,-0.140097516414238,-0.106595620660821,0.0695249130822512,0.000891246470120322,0.114220113580315,-0.217158580941277,0.0487758888561986,-0.0553805041248414,0.0357425380635488,0.157489658099106,0.0337177039128167,-0.191696374746972,0.0144653250283237,0.0288383925487121,-0.0703463521481121,-0.170878402347571,-0.0871604831001314,0.039048456434054,0.131773239724514,-0.0896075824059427,-0.0936733142357645,-0.0161558172557154,-0.149891940872562,-0.141349755367699,0.0588647617975788,-0.00380463710849387,-0.224818306044974,0.115027543370592,-0.0228767729820311,0.0559721868291118,0.156776467900147,-0.0822326107774937,0.0334779792646212,0.197274973107,0.138701775305976,-0.0648560600615111,0.0352809289341983,0.203701485091303,-0.0276166990197733,-0.205812101211123,-0.17823254168841,-0.038189392584286,0.0813597067064894,0.263548055957268,0.108655126785882,-0.125428386596275,0.101780701389556,-0.255395998264257,-0.00629804781084281,-0.177073635985417,0.151850257122954,-0.076721372515773,0.0984732504814406,-0.126332669740726,-0.198182502436019,0.0983071808420164,-0.161878290659311,-0.127410053350825,0.0703426324578329,-0.0932700712760669,0.00414273755794889,-0.13619156390837,-0.0353887312525395,0.0127678469484452,-0.0489932036293719,0.0355131412924027,0.0509654445851447,-0.0434946320750265,-0.00780530174180533,-0.0345314642908637,0.0375990932774417,-0.00748092484367599,-0.0369337408058603,0.161315220223296,0.0465493689447812,-0.0315109124004186,-0.0534103329979939,0.000804267376273495,-0.0732494138306647,-0.0536623642104403,0.0701779249109735,0.0967752818428005,-0.0284129413120712,-0.0897175935654563,-0.0842429185897044,-0.0523773281703706,-0.0645393149076168,0.0308202596128254,-0.0787715802218829,-0.0979307300516725,0.115625827768527,0.0340108430138819,-0.023800780714693,0.082453512455664,0.00980360254347613,-0.0560951895107555,-0.0566559410032412,-0.0300726690020442,0.00755286889905846,0.00990597714371928,-0.0289922895258227,-0.0141834339347858,-0.00551108680603823,0.00280222508794092,0.00325169967708981,-0.00239665185630893,0.00434900837580008,0.00207460388508599,0.569613689395904
