data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70,data_pca71,data_pca72,data_pca73,data_pca74,data_pca75,data_pca76,data_pca77,data_pca78,data_pca79,data_pca80,data_pca81,data_pca82,data_pca83,data_pca84,data_pca85,data_pca86,data_pca87,data_pca88,data_pca89,data_pca90,data_pca91,data_pca92,data_pca93,data_pca94,data_pca95,data_pca96,data_pca97,data_pca98,data_pca99,data_pca100,data_pca101,data_pca102,data_pca103,data_pca104,data_pca105,data_pca106,data_pca107,data_pca108,data_pca109,data_pca110,data_pca111,data_pca112,data_pca113,data_pca114,data_pca115,data_pca116,data_pca117,data_pca118,data_pca119,data_pca120,data_pca121,data_pca122,data_pca123,data_pca124,data_pca125,data_pca126,data_pca127
-0.145490510958676,0.256573893375898,-0.28082776616586,-0.0858827014338856,0.0211782532011518,-0.11604281622399,-0.0501978615190416,-0.0596956030732097,0.0329915588954673,0.0355556379147182,-0.0271081996841727,0.0655607238256364,-0.264802131337917,0.0321129986360312,0.0157219089843431,-0.0614722037757754,-0.0619163206799845,-0.19503668457296,-0.101480244153887,-0.00765291881660198,-0.00371665398085798,-0.18645605391696,0.164428403549688,0.0690297035862256,-0.08198680669529,-0.116397410798744,-0.100098617440755,-0.0248573030181535,-0.152762824665206,0.117891811422087,0.0663566236346514,0.0280410065934562,-0.00977269602500973,-0.100999609621441,-0.0978241453673321,-0.0727108635054718,-0.0507021444824329,-0.0159534239589819,-0.18710844630024,-0.0351949345317269,-0.121207110404132,-0.0590663571473211,0.0130727409861126,-0.109539856139267,0.0161954634378919,-0.0518156238841519,0.0610666207827716,-0.023473169685335,0.0172638564599819,-0.00792254744919501,-0.000636994769430995,-0.0586835240560418,-0.0284467289083235,0.047790699878442,-0.0802756413909279,0.0454584851551959,-0.00373176091585868,0.0254404635426259,0.120116427121746,-0.105748974539414,-0.115702939409194,0.113921685776396,-0.0540725101919182,0.0326832173738161,-0.0777251624477098,-0.0140965442738754,-0.0685063506082527,0.112391626010107,-0.151223214624442,0.0183781110402262,-0.08481928542473,-0.0777384183484905,0.0574950163091601,0.116770779026293,0.0282282394774673,-0.0989393417346805,0.123076146816829,-0.216957473400748,0.0143381152193068,0.260627912595375,0.044472609149291,-0.029835839419933,-0.146681606205512,-0.246349370165961,-0.0461618068981283,0.0238636002415428,0.455597982292006,-0.158516691584325,-0.179093852583013,0.167814261296263,0.158931188661771,0.00298548028554716,-0.027815713522422,0.0526643870091531,0.0322729997683566,-0.0954547619199187,-0.0107880595966169,-0.0543971877793798,0.00744136640573428,0.107556545331477,0.0266278963827901,0.00771954327970295,-0.0124453032746245,-0.00162075124968586,-0.0166414570136501,0.00958885603471907,-0.0435495679412553,0.0156737976243379,0.020732597778767,0.00744254717420432,0.014835877854196,-0.0130522378509257,0.00525010197275952,-0.00221212169473693,0.00718171156334907,-0.00306977555411093,0.0126237598811698,-0.000772350172306717,-0.00835403896248359,0.0128262989525592,0.00404561752071147,0.00463644463501723,-0.010046715825609,0.00232354270280445,0.0172000484671309,0.00741170626653197,0.507389162561576
-0.389941618401649,0.331870410316976,0.23571793155963,-0.28904556561364,0.0923221823452505,-0.219534802282042,0.0275218726694198,-0.0356304297150646,0.0774396136180976,0.165339743879493,-0.255397456168808,0.158826469310475,-0.0655203898921543,0.28651293127354,0.124873142913264,-0.0552537663157699,0.0382991661545483,-0.123697491475913,-0.207106907144413,-0.106020542421759,0.0534289293897444,0.0900010993147064,0.0370188436286644,0.115539701438338,0.00646770957315928,-0.232610303362647,0.0539917633822495,0.0338972622974572,-0.206421034117101,0.182624965031883,0.0554357541063621,0.0781625734585153,0.0191384520818492,0.0807796188271873,-0.00273436711339429,0.00651698159716414,0.00601409239261887,-0.0291562087993133,-0.0589078130389494,0.0227548160162006,0.000600221396735951,-0.00597043202153352,0.0701656721363811,-0.116670550248447,-0.104876192373269,0.00501798499894648,0.192598518447126,-0.242344518347438,0.0363132372909287,-0.00283550857472156,0.197562515301116,-0.123358224646469,-0.106261866794455,-0.0785169199886123,0.0620833216503809,0.121479791169407,0.132093249723351,0.0755383536462955,0.349309112461044,-0.171882420120673,0.0615911068485849,-0.085777083801664,-0.122189835415376,-0.161838255190854,0.000284661558041772,0.127746788515377,0.0397574253775576,0.0497508990241471,-0.200613342943473,0.0243933610983088,0.0868716383412975,-0.059062992065156,0.0714556425167065,0.0849216094663031,0.0313240520283981,-0.00729174677934683,-0.0489139523470142,0.0678464803687146,-0.00839227690088397,-0.0255272206892428,-0.056936588238213,0.0259544805717211,0.0427901089780579,0.0781856540257827,0.0333963156812851,-0.0336232620484404,-0.196687214314246,0.093648796675102,0.0356522140562559,-0.0284363225123564,-0.0574575506097865,-0.00665928816693631,0.0122596885551049,-0.0136480627550591,-0.0274763406135731,0.0516670677202004,0.0380473350047388,0.0769653475158504,-0.00796523425965096,-0.084397029028285,-0.0624477585904449,-0.0150861206309148,-0.00146833775584078,0.01204077732708,0.011472348800424,-0.0111997381424467,0.037820746992798,0.0283551730745288,-0.0477103317522634,-0.022544204481609,-0.0162322874170877,-0.0112973671351442,-0.00994323025009689,0.0055885807173737,0.0331115994391746,0.0330345221987318,-0.0362019254087942,0.00519779022673331,0.00448366160095483,-0.00896818285677415,-0.0305328909228319,0.00623145727329465,0.00136331889717056,0.00855037671339594,-0.0068836517145088,0.0068123135077757,0
-0.332390140036191,0.402063804121311,0.23060857140238,-0.249344767705815,0.137621512897431,-0.182776490133506,0.102414730396242,-0.0637309057536963,0.0630046175584135,0.243578785676642,-0.200910389414514,0.14188222712806,-0.0647695332493272,0.268156603923904,0.124623900698192,-0.0768670758776968,-0.00328460793567798,-0.15941639538466,-0.212402874699697,-0.0815565830151003,0.0536136126746504,0.0583536757079483,0.0738513246069203,0.130080707673662,0.00791715979111833,-0.24500382701227,0.0152906453417398,0.0337766441100126,-0.226609634890914,0.166888075845501,0.0846393573100607,0.0720159165636519,0.0677888206378538,0.0711569884874411,-0.0405010059411777,-0.0504639570158978,-0.0178528807267833,-0.0575601317168722,-0.111162414160896,0.0216517755626471,-0.0398699235344199,-0.0299249855766126,0.0789628233167575,-0.136683745025061,-0.152596709329524,-0.0203661546772038,0.2349943174065,-0.271512077767104,0.0288631587560321,0.00583135572061117,0.195924675542807,-0.130125120522069,-0.135790610956186,-0.0427595398679806,0.0620367183591724,0.14086572073163,0.0927798255568678,0.0936169279198818,0.396703570547872,-0.196984614589731,0.0308115059049104,-0.0591731004990788,-0.123039678407359,-0.180190222392658,0.00813247916959137,0.116487070109386,0.0205612284591592,0.081802320193928,-0.265778469263101,0.0525723310292178,0.0662503169672542,-0.128203016823439,0.112799132433458,0.137036701494823,0.0243536517115116,-0.0565411574854858,0.0270515865949579,-0.0310654696620349,-0.00242315596528846,0.123551565235947,-0.0296248223937822,0.036977829399468,-0.0466919074857745,-0.0736373280301199,0.0230178643984556,-0.0172569194385081,0.0861538471576577,0.00242612644765518,-0.0381341414895199,0.0903679186079863,0.0598145824013182,-0.00989088785986096,-0.0352292458123051,0.0287301234754785,0.0146190177459456,-0.0156354097937302,0.0508885262454075,0.0374705547310054,-0.049848772508821,-0.0115133166835799,-0.032298053746956,0.0293704722349688,-0.0173681927598883,-0.0324351194344432,0.00611349564102163,-0.0244845359094079,-0.0315235865393222,-0.0468898745080285,-0.0209407718898366,0.03157052605759,-0.0189980575188049,0.00599524864402354,-0.0179792864448405,-0.0209482047956304,-0.00864341729552016,0.0176124514304511,-0.00470348753851431,-0.00804400581920864,0.0208157315087775,-0.0230608770720792,-0.0037594365096301,-0.0104350294066614,0.0138685584612591,-0.00383334970700556,-0.0326671548635333,-0.0152533687806843,0.616282084521649
-0.362900018291415,0.241664829469867,0.145280198547624,0.0208281945169596,0.0169730108202468,-0.0206817925908214,-0.0530441088352309,0.0645495818000138,0.164282029226693,-0.0207657546059502,-0.00674616499373302,0.159587864440862,-0.204477746090611,0.338063862680048,-0.051647085297779,0.0690299212765024,-0.141549977218263,-0.00835330832262232,-0.200648969269704,-0.126211191564936,0.0965108434247516,0.0379513111192369,-0.05630255068558,0.107286178910526,-0.0513188022560048,-0.0973873687330465,-0.0970587104217289,0.00559045265656589,-0.197936188803964,-0.0478726953814862,-0.0466224301990929,0.174043288052984,0.177262603228923,-0.146578882476354,0.118220382354671,-0.0903257102317318,-0.0185816861158487,-0.0853908029590188,-0.0864359533149533,0.130757120974414,-0.0257801262218291,0.0699744080893551,0.0338587320788476,-0.0446241802212676,0.0386249794663049,-0.0280154072300277,0.0728275960620888,-0.139910557605668,0.111235760879845,-0.0705801788836299,0.0571835245842428,0.158321512659954,-0.0448296394324499,0.0262868772337164,0.128034823213669,-0.137998065833345,-0.0800899563029344,-0.0925014162436281,-0.133524968364171,0.0690316610888211,-0.125114642754098,-0.0475442958844404,0.174820090987089,0.075711737786153,0.100498677109477,-0.130621153779189,-0.0449012563444747,0.141100583074597,0.250712292322782,-0.0116347490949979,-0.0991060243434309,0.361633366371331,-0.2081339165925,-0.22417635862189,-0.00886595132370565,0.0979682227382027,0.0414436269747815,-0.111353320343213,-0.089370901885137,0.146814963760277,-0.00323740807772688,-0.126599340075109,0.0289699078650963,-0.0919316729730688,-0.0176413192658946,-0.0574116582678698,0.0256282530328648,-0.105156632962604,0.0766632045611896,-0.0294430849293658,-0.001190289725377,-0.0301153613804708,-0.0861170583233127,-0.187189622355394,-0.107022590273227,-0.0766004342519594,-0.0666967394747134,0.017705404560054,0.0143458375588955,0.0177940723069144,0.0324847922631781,-0.0412127958394819,-0.0967578609186311,-0.10613580675989,-0.0981711857873488,-0.0586634619748191,0.0464932495966951,-0.0788083107820493,0.0160476362667257,0.0273790039558788,-0.0543510845706269,0.0148333384961469,-0.0361792157042027,-0.0196322245666346,0.0214284065048667,0.0361485443020223,-0.0133780163144937,-0.0147295456550352,0.00649555191836227,0.00258998525889454,0.00471449847684888,-0.019496236641851,0.0143458940438349,0.00170711902362675,-0.0156376118792052,-0.00439144461531516,0.14519056261343
-0.447555804546357,0.371366356570764,0.235342937324956,-0.148900824935202,0.127376985667199,-0.191369194217749,0.0259679271114564,-0.0355867832201136,0.218555425214708,0.13646481942774,-0.149453783617518,0.164450810509475,-0.02800876377747,0.255330951625369,0.127556533959132,-0.0769317247453632,-0.027523116171964,-0.0516778208013915,-0.206795529994678,-0.113971056361682,0.0591649093324981,0.0177224975482765,0.0082196011590074,0.152362682572154,-0.0148523001630605,-0.207693913342413,-0.0177432634204023,0.039599978899294,-0.180696604737172,0.112412162000741,-0.0665114594516148,0.184665724757395,0.0812850975755863,-0.0123874591952016,0.00732537236139695,-0.093838202823952,-0.0359715594134872,-0.0115026099073305,-0.0983832883178142,0.0331761954059411,-0.0201798014891499,-0.0497331097491731,0.0436144234582686,-0.1333538114205,-0.0492885602752122,-0.0128100358840028,0.093116164971413,-0.0996572012994195,0.0283590048436212,-0.0298843133708143,0.117571754631297,-0.00339049514953412,0.00138143954549592,-0.0731434132335517,0.136130422429184,0.00559367404420618,0.00758142663109351,0.00326278787907411,0.103823363798912,-0.0911908763655247,-0.00099641997011892,-0.0391341324450361,0.0548962805047318,-0.0360023163070864,0.0653419146222345,-0.0332282464073516,0.0213140525521125,0.0738065950033985,0.0326275530013058,0.062469853983672,-0.0235444534600533,0.152495003319038,-0.089299776662796,-0.00814503113164153,0.0328150088638492,0.0354458580704077,0.069419806575118,-0.0145324444730906,-0.0357475215214172,0.0373278103140917,-0.0469327706324584,-0.0559401232021386,0.0175275062443767,0.018049533329718,0.0107390686355029,0.00451027011821857,-0.0738943966633283,-0.011744594854124,0.0819604166531147,-0.0284424752379743,-0.0133766939124916,-0.058185528161682,-0.0211027026901876,-0.0849927800576256,-0.0588458984332358,-0.0475584285490461,-0.0721486412066922,0.0511273518684772,-0.0526267910745971,-0.0642535225830441,-0.0399866571432999,0.0133279920280176,-0.0848155622824233,-0.0262185552546173,-0.0873858250799988,-0.0209197475743915,0.0402466915457588,0.00149457706609252,0.0155457508440826,-0.0392409738892402,-0.0161785213922417,0.0671530101306856,0.0312077021332538,-0.0121410282149167,-0.0282578531702044,-0.016064428640032,-0.00422377526541404,0.00553387256763657,0.0104381872119658,-0.00973835735948202,-0.024360024416607,0.0575391444330546,0.0105908053729762,0.00280143966106851,0.0348290469197744,0.00358027477607992,0.36738397718434
-0.147905270126444,0.0688371432858388,0.0415280096487879,0.118112273751823,-0.118326385067291,0.0954457315188526,-0.236700099393312,-0.0637116644714931,-0.0494991934352617,-0.356521588417868,0.00279921887547201,0.175256987419341,-0.225833686825164,0.106514756382399,0.000385172419197631,0.180586787151707,0.240957171355731,0.105353039790983,0.0374191759186248,0.211159856411131,-0.0584028248239058,-0.0465960865112955,-0.177378162884613,-0.0182874659864933,-0.0513476955869902,0.158760712273357,0.239091832116463,-0.247673603149779,0.0463891915832189,0.0554078009444174,0.131387317002338,0.0242462654536845,-0.198054844508151,0.146516438916619,0.0623769979619193,0.0428317801837668,-0.146069619592412,-0.0142557043014024,-0.061467864733739,0.233593671462681,-0.0466030950552366,0.198396986227288,-0.120521141585263,-0.0952818007962433,-0.101700922732731,0.178708154035453,0.224254378961778,0.0633772462933726,-0.184512482270962,-0.0275678375080856,-0.0259174213985868,0.0997383979495172,0.204663816870033,-0.0910964688484904,-0.253420726273912,0.026495880785201,0.0705613432763852,0.405815861950429,-0.138889532399096,0.162094294284146,-0.150720814794696,-0.0836770720325099,-0.0807514823435865,-0.428842461111389,0.19311555435063,0.0015712773175064,0.181161966067929,0.0847878581723823,0.260285113211402,0.1556636487994,-0.0683075339493694,-0.209654543802424,0.0303398897909097,-0.190144342013676,0.121368978657689,-0.0892417019059923,-0.0521063430424808,-0.349441127587734,-0.125343946448031,0.0686963149765353,-0.011430653670016,-0.173832116517274,-0.174895762919891,0.104449762865904,0.134248167666881,-0.119923195408842,-0.0532811992975325,-0.00717699438218399,0.143696694358997,0.00484241345839218,0.117907961688462,-0.141855700838859,0.000839163173440907,0.0611611672597504,0.0931183756178551,-0.000873936147924956,0.0898981937015503,-0.0197006889615967,0.060045827686342,-0.0764711370231842,0.0353093510381757,-0.0123868668451128,0.0567608615142322,0.0365346823844094,-0.0155291211714449,0.0149098525080656,-0.0323939423369296,-0.0163755567575942,-0.013519395676623,-0.00261900683441228,-0.0134162689964239,0.0189236716255034,-0.00232261093901227,-0.0106730028715067,0.00191380845438946,-0.00370659535649219,-0.00301519582218199,0.00384080018349398,-0.00439703851810541,-0.000443748204334672,-0.000555980086429398,0.00354394933293619,-0.000958217184030439,0.00330216699215044,0.00380895780184174,0.000242729174899086,0.310344827586207
-0.213353360395598,0.260615669472077,0.372346764117359,-0.523456553214095,-0.399120569534041,-0.628933811362922,0.219039789920585,-0.112236127199756,-0.0523708679629346,-0.0922971272249781,0.192276986658682,-0.468246704381083,0.0775991076806485,-0.0400681630316427,-0.00775461587760898,0.241509880542584,-0.290880880806522,0.624291871376427,-0.0802177212302205,-0.386430674664697,-0.480658442636299,0.294384801980177,0.0520228419284554,-0.522071348103388,0.144085361891813,-0.0702914972422168,0.603166431824978,-0.198858628265943,0.253960204469936,0.563467434158877,0.361523495941324,-0.332890128782071,0.411480188467078,-0.447312305708825,-0.297203383604426,0.205660097414582,-0.255482130640356,0.523762822564392,-0.103130223386132,0.0199132932772393,0.2200123921676,0.0690450297865039,0.497023055075066,0.171457779262526,-0.0652933513410476,0.06871995686232,-0.102347206299192,-0.0422806761233269,-0.082064025546677,0.162526005420414,-0.11949761534535,0.177414348067632,0.0893073536507014,0.0879963754608834,-0.0141284642494253,0.168834643459397,-0.135221188014768,0.208325181116792,-0.139473418844312,-0.146997187907288,-0.0585707387473603,-0.0269090434663973,-0.0640758252769322,0.0772868966516066,0.169435546320709,0.00342168242596196,-0.196207903184576,0.034563364378506,-0.186656870085488,-0.0406597417496403,-0.00580971251948315,0.13285321429579,0.0322716409040253,-0.123248610418467,-0.0381856672479746,-0.0291758025727167,-0.0330665074697782,-0.0699984729618031,-0.0981540825068249,-0.027632043246319,0.0274697650184334,0.00176462222542013,0.000579424684859674,-0.0586417359250321,-0.0346671686789348,0.108781150996317,-0.0282748617317943,0.0152996032955053,0.0401633316848702,0.0723516307816807,-0.0320317224582413,-0.0457757281216176,0.0362793149472713,0.00206064277863868,0.0394922965436411,0.0201144897221381,0.00949301707345936,-0.0623072695862539,-0.0482285390178716,0.018736667197668,-0.0691647150301249,-0.0485932530708231,-0.0595169056111736,-0.0148277969007137,0.0199773678676582,0.00470893600592978,-0.0109210844757624,0.0058504395395941,-0.0278982359001393,-0.023781866312437,-0.0152611145197167,0.00543718879415725,-0.0061470743907847,-0.00761073756108037,0.00559067872522489,-0.00213140515264126,0.000469816786732246,0.00256311005500197,0.000252584159034658,-0.00117178708180252,0.000488360481213239,9.27316880364479e-05,-0.000806588527699011,-0.00126764651747813,0.00192160625530415,-0.00161143404823842,0.450350012963443
-0.228975541544473,0.10814531070015,-0.227502818838036,-0.128786115342828,0.0345006092847985,-0.121609676389359,-0.121870210792412,-0.107705154332253,-0.111411092773188,-0.0503432872797631,-0.142544756628652,0.0571533671244797,-0.103677960640302,0.0659870828827743,0.0320269869966674,-0.0682932767618203,-0.0297678394973494,-0.0515685920662272,-0.122180811386602,-0.0125538263993124,-0.0358277463885942,-0.0142398546526894,-0.107535444876002,0.0920496663368257,-0.0861834569717474,-0.151764607972908,-0.114556846959021,0.000261540244701856,0.00941902165194213,0.0911995322573572,0.13544226268716,-0.0132913447176316,-0.135636618662983,0.0702016476134309,0.0152216544872128,0.00989045655102706,-0.00412914999061997,-0.0100168038522623,0.0595693373042708,-0.117459507047547,0.0800076974062794,-0.00691278486218468,-0.0202936590888858,0.0567681822883247,0.0427826645167568,0.00121824205584422,-0.107597905492203,-0.0489628122877721,-0.0270132149237281,0.0756821838034914,-0.0967289999016245,-0.00975440565985982,0.0312129956166767,-0.0387045795469705,-0.0382741004821101,0.0156125912473313,0.00193320053726941,-0.03814281321291,0.00499371934505382,-0.0176608865879235,-0.000981243332699522,-0.00947995353820021,0.0144880717636934,0.0748328992101139,-0.0636589285713847,-0.0273050556510259,-0.00606034391655505,0.0525399628400182,-0.0521930634144416,0.0227003184422692,-0.0365547403158548,-0.000261836427211086,-0.0355806515408629,0.0444683633677942,-0.0521714077813275,-0.0147459745903613,-0.0729918008035692,-0.0144404931181885,-0.0288497004938326,-0.0737844430939868,-0.0160399374172793,0.0344991773229108,-0.0379162851017933,0.00964178550827095,0.0225989689510207,-0.0537062908630902,0.0157819588053232,0.0255445641412828,0.0469255827789007,0.0223293383476831,0.0112834866098054,0.0316757190475192,-0.0368773252767924,0.0111104328817772,-0.0922824621102516,0.00849605144449117,0.0210729117495569,-0.0107924897485196,0.0906077053137102,0.0243420277925037,-0.0380835970427246,0.0286238798627471,0.0204010058782665,0.00506225881324308,0.0127466963991557,0.0649085440918779,-0.0030979792024082,0.0311460827680368,0.0614773405618046,-0.114930756087413,-0.0278603678741011,0.0376590049495223,-0.0743501923750541,-0.0335375756278641,-0.0107152328453067,-0.042733760594132,-0.00692064134837713,-0.0179438751168813,-0.0693815437959579,0.0607710651794162,-0.011297263952645,-0.0443090314413461,-0.0180777272328757,0.00421823955594672,0.0124744755451876,0.035799582859605,0.382940108892922
-0.038866598374358,-0.0265331408986197,-0.127418623231415,-0.0122181874085728,0.103758154977755,-0.130264991795578,-0.133892213337071,-0.109378956595719,-0.26014283258858,-0.0849139388115738,-0.156002106726222,0.0611465639482346,-0.0867877564015551,0.136613221572161,-0.29414018793132,-0.0149475178862684,0.370080880774755,-0.248313342786386,0.21692236446818,-0.175199754492823,0.0603310974387916,0.0798825448731108,-0.300910074703843,-0.255893906519239,0.250049034157451,0.317472219498005,0.188461119446077,0.158218946728358,-0.0891994375795784,0.00732485912668201,-0.0354245725913862,0.035378725645051,-0.144172885932607,-0.0593943998130522,0.165896448484571,-0.106569689741036,-0.160980216312857,0.0842885108090032,0.228886191828909,-0.0904588265022622,0.253490114388966,-0.1107346212954,-0.157372052298292,0.0529042384729849,-0.00968322853253696,-0.0337113657797674,-0.20648961328953,0.179221284501693,0.00754478482050659,-0.025391096838618,-0.1471800010222,-0.0466659209627906,-0.13417183974169,-0.0121419212032407,0.164818734038615,0.0511127770854892,0.102204115605176,-0.01617550630952,0.202334345667606,0.0412023444140819,0.14227933007478,-0.0291703985871402,0.115484791978318,0.100228795655195,-0.030667974608108,0.0276521133213006,-0.0816400698693162,0.0509805357691605,-0.028337989331667,-0.120976866719919,-0.103237229948218,-0.0904350209036564,0.160271424075092,-0.0324127079593642,-0.252776971464607,0.0443281368357077,-0.155936798270047,-0.0972307369163337,-0.0673562916192814,-0.0852128105837314,-0.0967507567595402,-0.0165349063946335,-0.0477354994056,-0.0312995201556946,0.112820691150418,0.0470710680792832,0.0452303317226354,-0.0667934258180916,0.0858303038086321,0.0983118620377479,-0.00147319637866522,0.0327284318957339,-0.0363954280339608,0.000283271491256422,-0.0164966662110473,0.0770249618155922,-0.00169821777624826,-0.0341070478448357,0.0287738249780696,-0.0479113662610312,0.00233570002396502,-0.0448019281895885,0.0356419300619827,-0.113258275443012,-0.129372231836123,0.117956160233544,-0.0359916443245549,0.0503366144664005,0.0148731657018583,0.0222791109273432,0.0484073099285434,0.0832767307266639,0.0368920563091637,0.00835959049162367,0.00853931424853751,-0.00841443154637698,0.00349491652654156,-0.0292589163707529,0.0790722979250931,0.0292912403959275,-0.0261046044461795,-0.0246968864981554,0.0244265649993829,0.0257148259208807,-0.000991317111396297,-0.0183953450131685,0.39331086336531
-0.055868073822614,0.10378829827186,-0.408061324064304,0.0120326107643221,-0.000656227275931502,0.419711329555978,-0.0666167834510706,0.0787606190840417,-0.132542252086984,-0.156867288930758,0.268649657789631,0.151027712324525,-0.00815164402304946,-0.0184830596544906,0.167487238856089,0.355474856891071,-0.053221201702457,0.117832774489024,0.0150717270100266,0.0653919625959171,0.0234720217630872,0.10448869091563,-0.21252916402601,-0.0291724429933998,-0.201969967572581,0.0104979932767827,-0.00855172423388473,0.0686312588064684,-0.142684440212993,-0.117301837499748,-0.111396929014006,-0.10791442213632,-0.170489407814782,-0.0290152749401704,0.0350530957747016,0.0930861409511015,-0.056652792498392,-0.0873487146212484,0.0576969745910986,0.0896948463374259,0.0165342355368083,0.0905942432376479,0.24810290926665,-0.177942936048538,0.14018207011802,-0.036378071395823,0.132038961609097,0.0670972221818058,0.0404644170232703,-0.0272984582473797,-0.0280680057756983,0.124424475832826,-0.201945957392357,-0.0734957412843652,0.0149658787828947,0.0421422896153385,-0.118195816407589,0.177084932268752,-0.00900993500595715,-0.250234907403772,0.0273840628382865,-0.00140199406066287,0.389785021723059,0.180514723802698,0.086298220587784,-0.105486991941692,-0.00401081518930246,-0.204658408235259,-0.0824553555027926,-0.0588111954754349,0.0408562824686658,-0.0348944890009372,0.0485674190773577,0.273690321136916,0.17328979077848,0.105614468348608,-0.0206894537683989,-0.037917330036014,-0.0275055974866283,0.0131148818334377,0.157909927331399,-0.0150645904812131,-0.0169447929287242,0.0274598224615714,-0.0354534686903807,0.0358293594600529,-0.0301165903858602,0.05385431312879,0.00883288112446809,0.00125671554255334,-0.0797032668104133,-0.128541091570881,-0.0828040476070712,0.0542470045051418,-0.0534195540979905,0.0129434481219226,0.0168648260223822,0.056950066299754,0.0827232303718847,0.0929586929147087,0.0245485453839873,0.0603936122290215,0.0188470194601829,0.0506360270435547,-0.162820969887383,0.100954672154001,0.0140016551322458,-0.00397114011484858,-0.156737062032761,0.0118646712406381,-0.0185444806428444,-0.0308304724033107,0.0321115068235466,-0.0750604631198675,0.0599392936537951,-0.0478850466285324,-0.0141971279019198,0.0116962805371557,-0.0122203606716504,-0.00968347234675316,0.000104502542039652,0.00777925722404785,-0.00593184128287195,-0.00282785910727411,0.00830442886404026,0.00452315482231723,0.569613689395904
