data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70,data_pca71,data_pca72,data_pca73,data_pca74,data_pca75,data_pca76,data_pca77,data_pca78,data_pca79,data_pca80,data_pca81,data_pca82,data_pca83,data_pca84,data_pca85,data_pca86,data_pca87,data_pca88,data_pca89,data_pca90,data_pca91,data_pca92,data_pca93,data_pca94,data_pca95,data_pca96,data_pca97,data_pca98,data_pca99,data_pca100,data_pca101,data_pca102,data_pca103,data_pca104,data_pca105,data_pca106,data_pca107,data_pca108,data_pca109,data_pca110,data_pca111,data_pca112,data_pca113,data_pca114,data_pca115,data_pca116,data_pca117,data_pca118,data_pca119,data_pca120,data_pca121,data_pca122,data_pca123,data_pca124,data_pca125,data_pca126,data_pca127,data_pca128
-0.496521686812431,0.188543909305713,-0.172970266848095,-0.515410668800577,-0.270188950138313,0.393037336338988,-0.343589541516287,0.214861429450191,-0.353697096482083,0.00156555178885182,0.189834003916654,-0.175401560826492,0.0324160125624292,-0.0610372423430572,-0.0566335965121834,0.0233651329540875,-0.145689920270344,-0.0100259017229503,-0.116650516918366,0.0129543361152136,-0.087022859598736,0.00673388096265558,-0.0163291767578185,-0.164876433325511,-0.103593842566856,-0.0383837241886037,0.144250370294884,0.114322001703751,0.0267337856853194,-0.00160132936530392,-0.0136005717070115,0.0316777247094912,0.00840009918070284,0.0996568460213812,0.177962762834714,-0.0842768229037782,0.0921125167832188,0.00480590700320985,-0.0467781121995386,-0.0201833740771441,0.000653931570296036,0.0835951536150105,-0.099204540197817,-0.0202872613012053,-0.0519942247599917,0.0402033107551924,-0.00704954882504391,0.013260880918397,-0.0233452694958128,0.0531237767945496,-0.0300909477325029,-0.0584018327112211,-0.0513336991668919,-0.0510016872079137,-0.0383471034048239,-0.0194970666841299,0.0143160069171036,0.0132711049408985,-0.017659754785208,-0.0307307668892202,-0.0269212091641453,0.00478172513806988,-0.0418520718507794,0.110265226060476,0.115554909037373,-0.00791314239248854,-0.044870678292346,0.0570773659274337,0.0556261172337064,0.0586188545205098,0.0476892109730759,0.00867864550790338,-0.0335575230678303,0.0308813991791911,0.00437599481990055,-0.00794164466306329,-0.00519114322022783,-0.110134702749032,-0.10406082157837,0.00883334032948758,-0.0193098449951456,-0.0497330215192797,-0.0972016654765904,-0.0821630544273526,0.0133381048029131,-0.0830040372072545,-0.0250762890855003,0.102404313676973,-0.00818382290040382,-0.180556047545205,-0.16676142886596,0.0772706038225635,-0.0677285345981202,0.135956642995724,-0.0503536363491553,0.121652598659445,0.100741374778963,0.273878062300441,0.0480945900470395,0.0692712114141683,-0.10426163361561,0.199467478708039,0.0800140777193314,-0.0173859394531486,0.178728469638522,0.0571418657688303,-0.0418722020441253,0.103282036010155,-0.0298835601671992,0.128069868145173,-0.0656175362727922,0.00713606015105916,-0.00689661823758481,-0.0348097479703977,0.0470142879449873,-0.00909511877046635,0.0168054392155821,0.00847210669481375,-0.0326024663641272,-0.019827661716934,0.0326541499428459,-0.0250281552401244,-0.00505930835152199,-0.00087258339323135,-0.00158317379285159,-0.000621912666156552,-0.0111852120223937,0.507389162561576
-0.56010050395375,-0.135017141185183,0.291921259996201,-0.149675776783874,-0.378158863411038,-0.135889022209038,-0.435273764342633,0.228325367608165,-0.167765298392444,-0.0319254946046317,-0.239240170571607,-0.130753116492388,-0.114507176707794,0.0761087291265933,0.087794479816608,0.228620148897002,-0.030660967246298,-0.038743616391433,0.065828538855124,0.0565286744356284,-0.0330564991150937,-0.0416139759392158,-0.0165081882172638,-0.199371365850538,0.0782281995588265,0.0930007657440485,0.052164777548045,-0.226993770345077,-0.142826872231015,-0.255401422818537,-0.0434177616556319,0.0823503234360503,-0.0546154621885722,0.0704976005309058,-0.0831656707938286,-0.00798488590603052,0.115455844390762,-0.08215985426412,-0.0918647539905756,-0.0864589897243058,-0.0259854555634612,-0.00658193161378928,0.031726601460847,-0.07575384842959,-0.0580024276887732,0.0717187288814626,0.00308248074000845,0.0584855291689465,0.0880842418833527,0.0754310465339423,-0.0323149002579155,0.0331463857989256,0.058770168037794,-0.137240427059378,-0.0723337415134574,-0.0738160100404555,-0.0698673413027017,0.032707910459693,-0.233462405122932,-0.0405628376563244,0.0633545361285786,0.0344543432453114,-0.0620343446517616,-0.0283247361257662,0.115754468008823,-0.160226227044238,-0.0274879320214744,-0.0265575349727841,-0.0773490932888685,-0.0499331901408634,-0.0642851645882334,0.0450477163985667,0.0145832781805204,-0.00368471303467988,-0.151024407761174,-0.045047343013429,-0.0286158343262758,0.0647190181124309,-0.038661236311152,0.103838192788215,-0.131289799020509,0.0503096705287361,-0.0815261669462405,0.0767673853539978,0.135517833612866,0.0494772052254143,-0.0310804154629789,-0.0290676241547979,-0.118844644832289,-0.116478598136766,0.0452921835807303,0.0537149103235823,0.0187084362202028,0.0842100130033259,-0.0502382075440632,-0.0632252999448558,-0.0177121832222909,-0.0927293573862877,0.0217481412227506,0.0157552997615097,0.0136360732536398,-0.0147019049330858,-0.0996972186297138,0.00734798185569665,-0.113232737889784,0.00804285713258283,-0.0262395838532796,-0.0518540344414492,0.0299149629231719,-0.0613924604256438,0.0123166879751774,0.00785561263429756,0.0261291202994752,-0.018847989632336,-0.00437027970016727,-0.000397139287261798,-0.0205536089210037,-0.0204481026172146,0.0262509142232292,0.0416394952931585,-0.00153354102852735,0.0460288109350705,-0.00120450785950765,-0.0153691347456144,0.0408677152827286,0.0285676343601787,-0.0287882370138102,0
-0.513012580947111,-0.0811111417664622,0.262733609333051,-0.102888405756881,-0.133378848462976,0.100356820825182,-0.400325178643392,0.220909362237222,-0.177984409555918,-0.0481619807665553,-0.168375385191665,-0.164563925578061,-0.147230623878689,0.0241806586185405,0.0334113218743605,0.188177126305701,-0.0530040538233786,-0.00902231308420683,-0.012976226025156,0.0711064775552621,-0.0932120626446732,-0.0641126342442594,0.00666322966155529,-0.228269721029695,0.0117002707404007,0.135735514955579,0.0372681883784686,-0.146711719658798,-0.0993506053440217,-0.265337993144653,-0.0396530952590882,0.0235179283991535,0.0225039342466868,0.10598378224357,0.0141017839059518,-0.0913977925426204,0.133782300260792,-0.0491936998614527,-0.235508267782106,-0.0349007611131718,-0.0169668296176541,0.0398807600259057,-0.0743391294754423,-0.0958813896897189,-0.115791388395936,0.0615027186755073,-0.00625630332453312,0.0787071847056748,0.0587022882675356,0.121304327730367,-0.0301746394187932,-0.0486311696788205,0.0171355634679481,-0.082293545722636,-0.100972632096127,-0.112837800008559,-0.105847538540876,-0.00325472182976316,-0.292210577606322,-0.0262614254287156,0.0335836636411342,0.0662576452431303,-0.066885337184724,-0.0474601738361209,0.169469607129302,-0.108473360866871,0.0530678521497599,0.0331034689502852,0.0152575096372644,0.00845102626164645,0.000601421383796317,0.0689021923114253,-0.0468417251759326,-0.0143556592317784,-0.135189300270868,0.0868945749166425,-0.0344258884818352,0.0133443513714475,-0.11608107565641,0.105796624697086,-0.113119084527028,0.101660527526963,-0.109338740885606,0.0346183702566586,0.12879684694417,0.0236833826090316,-0.0165097873724567,0.00957538510741601,-0.143957743372555,-0.182047581198782,-0.0312913326340355,0.104569165196661,-0.0677069918931166,0.168792803736688,-0.0376511209142649,0.0281907142900565,0.0538322334995402,0.0762276810029035,0.0369408437122603,0.116367545482941,-0.0394335112452079,0.0667236973403097,0.0119076304507069,-0.0549661517213091,-0.0243660626503636,0.0206692017989524,-0.0424772884445213,0.016156360319194,-0.0308100287045207,0.0218281468702827,0.0226315190769911,-0.0673245901569114,-0.00434526753289946,-0.000355032135190485,0.0345276495752206,0.0123569906066981,-0.00703569468046571,-0.0398391613740267,0.018691343664363,0.00380405330700245,-0.0260086172146735,0.0537380609860086,0.0199095546017125,-0.00769279992154081,0.00208306911687201,-0.0107850773070847,0.02133440782868,0.616282084521649
-0.713174796481231,-0.217040674201898,-0.312650085263175,0.367693139542632,-0.314577387607902,-0.0747132486465241,-0.578996428250581,0.228392651677372,-0.168843140977926,0.069774762411751,-0.300499173369866,0.0473817111830742,-0.0201810385200036,0.0556181210019869,0.163434854897991,0.117052598965955,-0.0789151216342878,-0.155936664473342,-0.105346089539277,-0.0715825997634496,0.0187719774607598,0.10053417164315,-0.00791665248770163,-0.0953611542689743,-0.010786836635469,0.125824248157741,0.0167952383782854,-0.133510707556837,-0.145367726653483,-0.0966642730545746,0.0194987787086506,0.0219626311310777,0.0561243937399188,-0.0964501942501504,-0.0577221575096223,0.0149724804129582,-0.0563036697110792,0.125413142924295,0.0698892944608592,0.032984108778825,-0.300580888722549,0.234160156570975,-0.0144457021150457,0.100717988618075,-0.0812265877993309,0.00825324270450191,-0.149531986216398,-0.0177614267464403,0.0780019349030084,0.0244277470873457,-0.00814368726938268,0.00613725230158714,0.0173427509673589,-0.11423294811723,-0.289154732403953,-0.0343598331567734,0.031508700194669,0.180855091208164,-0.260545942493491,0.0221831528116072,-0.0441294280295306,0.0905682792317293,-0.0356397363710293,0.0122215773150484,0.0377084348908368,-0.0165990331041458,-0.0846879592892798,0.00803907870022595,-0.156238587822989,0.022906732076655,-0.158045563793276,-0.0834002278134598,-0.0206147248704054,-0.125026435858448,-0.110882487029104,-0.0667831902011368,0.039434680055863,-0.102181981995808,0.170952538276692,-0.128544927745342,0.094511941844238,-0.110034591747542,0.00583108165409332,-0.0712993646112734,-0.197568176538577,-0.206833233687818,-0.0467082068536629,0.0431808227303474,0.00253514767523975,0.156578633980327,0.00915657059658714,-0.229274512750384,0.0592367361495234,-0.10489184560539,-0.0219552062133863,0.10626154738198,0.131957370970797,-0.00592949755298513,-0.140500274051392,0.012572858358122,0.0661556546560275,0.0800322238535892,0.229058207324515,-0.0416466697373958,-0.0434538179895421,-0.132201392093696,-0.0519405822863408,0.0223336075220983,-0.068467862589495,-0.0150609263490199,-0.0466790650502363,0.00938950160879302,-0.0695206710058051,0.0424338210004594,0.00803981434503596,0.00845676192333336,-0.0422466635159057,0.0105836555912774,-0.012858218889856,-0.00690047372389775,-0.0359195449278009,-0.0133722733107637,0.0229274634062977,-0.0126046302421677,0.00402872999221144,-0.0132585582565161,-0.00107210946822328,0.14519056261343
-0.812920895676579,-0.173157167488002,-0.281124515165785,0.370351074137909,-0.288109996436856,-0.0375047765662918,-0.787369810485749,0.343312640129668,-0.0655727374592969,0.0164440704947811,-0.246812133582976,-0.0198877895775307,-0.180720339364701,0.062457622573659,0.0743713105818886,0.0407708509395337,0.0549181081110502,-0.112961992334722,0.0434216278367667,-0.0900779272708358,0.0186417637845625,0.0329667312494799,-0.0385745005949524,-0.192816100026809,0.0723566664799221,0.101561544432383,0.0987779653243465,-0.145202612847006,-0.0797709894104691,-0.238478014191452,0.000797195713329141,0.00507275820491449,0.0164499007554332,-0.0249991822238845,-0.115016687013294,-0.0940094556814072,-0.0309566688151288,0.0776348490583671,-0.0471086281883537,-0.0692325118907299,-0.130420085139767,0.0506215635235527,0.0510781337448122,0.0888889702950806,0.00963349857833018,0.0499378905306418,-0.0940875098269661,-0.0173041839129182,0.00893696022347627,0.0716490565249915,0.0285952194403677,-0.0397037811667567,0.0314981938559452,-0.199995147129014,-0.0894199114375688,-0.0440738897204219,-0.109437175776563,0.157781262548389,-0.250564963852076,-0.0482614330633635,0.0386889208666668,0.148407768209171,0.00441319765746238,0.0307433209412928,0.0288595939847659,-0.0906270470966942,-0.0305687769794428,0.0134864513901419,-0.168952563899646,-0.0434184657604414,-0.0338252390613376,-0.0315485804464651,-0.0433409470434357,-0.00556569217507257,-0.106820773105129,-0.0344008724525845,-0.0192403734302181,-0.0361097580310069,0.00916140517509371,0.00494452731602663,-0.0972579541814085,-0.00471184970287756,-0.0132013063839658,0.0685520720609718,-0.0175169779225384,-0.0259477073737332,-0.0395089005132863,-0.00890502426610577,-0.075006824374418,-0.0183735732586049,0.0300041356695258,-0.0760225658790351,-0.0016508800446907,-0.046703708130162,-0.00716443745017011,0.0175256714861171,0.10376984037434,-0.100752987190834,-0.021285100788505,0.0543193420999695,0.0316655330850261,0.0542194066875489,-0.0478633896895906,0.0430868396813814,-0.0578988263308701,-0.0127723976901581,0.0151680002728878,-0.0402498776042635,0.0588888398812028,0.0234239572394566,-0.0502031656875493,0.00710131919573615,-0.0280535263112905,0.0537019082820148,-0.05031528022759,-0.0674057380146552,0.0202579345636027,0.00286728927126481,0.00307765860390938,-0.0105796042134166,0.0450782669688814,0.036448539785587,0.0134333164786916,0.0461379152974476,0.0191275589292301,0.0179554946896379,-0.0399906866921285,0.36738397718434
-0.340875015863182,0.211496054839348,0.32186997328403,-0.0764178254497136,-0.453604060842269,-0.0592262732539027,0.333223465511077,-0.087590151895196,0.0936886896938884,-0.107108058857208,0.173399597991689,-0.0930244590399342,-0.241446531993155,-0.0482440260436097,0.0754625186793265,0.110131711576267,0.178009769828727,-0.246971062190401,-0.0444865562791686,-0.219995731760208,-0.0615937248276741,-0.099731712517677,-0.014455611994622,0.111726312590705,0.0852313309565728,-0.15214988911439,-0.131212179031826,0.0926508345003784,-0.145130123921806,0.0131447613926576,-0.129205124856573,-0.100150365261459,-0.0994859646822714,0.02429500202022,0.00990439411433171,0.119222216579355,0.0455042236381842,0.114115479546895,-0.202212679605452,0.184280778700055,0.0823513812391258,0.107835405248326,0.102039510824316,-0.118468467144858,0.0512254662989443,-0.124093459111991,-0.141802197983088,-0.00321863326290557,-0.0240386642612976,-0.0950071696325308,0.130970318492781,-0.0479487929751446,-0.0717427459623295,-0.052109368931896,-0.0631737763176211,-0.128742946848334,0.0992715864914637,0.0945345354616447,0.033615969923987,0.072193742756387,-0.0840104063177642,-0.145986942859566,-0.381844152007535,0.13541752070648,-0.0518890672489656,-0.0397452819763197,0.313766339041879,0.0573053289190726,0.0941891771679875,0.149694399315172,0.32820180297509,-0.0276739932769174,-0.250191792362591,-0.109365104492371,0.228664868747128,-0.0992627391583782,0.00755651935552811,-0.163029736826054,0.282893539847094,-0.00419503042072586,-0.0701053812430721,-0.22090649587579,0.390490103198229,-0.0176860402907365,-0.126720860291448,-0.0773506501277517,0.12041974985507,-0.0253193179434941,-0.280626618515381,-0.200718711691068,-0.043855904351575,-0.0315002245601567,0.107856594586541,0.121497424870039,0.0151337453094522,-0.160373071165859,-0.0292751730826219,-0.0885844748559841,0.126102931895161,0.00969198663408729,0.0172236783457211,0.0101912919310527,-0.0179204866028246,0.0411666206457088,0.0224578314448668,-0.012745842650487,-0.0349686427293721,-0.0110343618503641,-0.0200661480415933,-0.0213948774925609,-0.0501703241767842,-0.0180165310725096,-0.0381592982031854,-0.0112978412647837,-0.0107141196205017,0.0136234732768545,-0.0158007194046794,0.00420913291075082,-0.00294586563230642,-0.0175288524687443,-0.0211749811736271,0.00435779652133729,-0.00233981701120941,0.00889985421531031,0.00343615055502106,-0.00694250635723833,-0.00233946505562788,0.310344827586207
-0.037199026064351,-0.164527622545192,0.88124099654147,-0.119375729003505,-0.399087799311263,0.156301616520825,0.30849968169728,0.00630584133468687,0.525726541204747,-0.213380726671411,-0.0874334500189494,0.172049820766887,0.005118713481118,0.0550491280282118,0.0109662183529533,-0.327072984831564,-0.268070208636892,0.132648040828407,0.154556139159191,-0.17397939521702,0.029963098802007,0.311815170634491,-0.110144605477794,0.141128381185436,0.242433964409927,-0.136420867668367,-0.0417733019541834,-0.00777193512041986,0.201562577480586,-0.344113759141453,-0.559010283175045,-0.145993061843156,0.35043490056098,-0.0291903792704344,0.259139503060519,-0.131625116739039,0.308388791616857,-0.0353241528984513,0.695646646239625,-0.445781726617334,0.301035105359183,0.0145807273332833,-0.0467061665021098,-0.455550101948897,-0.130690107770389,-0.79641248876012,-0.0822370491180401,0.436738805075669,0.242064632734004,0.0773141684318548,-0.140980930797922,0.029661271507882,0.369263079325444,-0.0965984907473544,0.415749201598944,-0.117703940842801,-0.0298840489612198,0.237010543908577,-0.156871061150704,0.0651613127333584,-0.0222958097658301,0.230971694825618,-0.103668022664949,0.10915447116218,0.0669541136227294,0.200024814448728,0.0519186509327763,-0.201729148817665,0.0805747403313665,-0.0640381818739695,0.0513860720692884,0.0751128244988132,0.0273586541539204,0.0709672425879739,0.0342837745587943,-0.105885951728558,0.0470770508621351,0.034592163317903,-0.0270979169124892,-0.0512846664250334,0.0464881491324769,0.143745517205938,0.03720494688745,-0.0519907463931972,-0.0956164262136981,-0.109591568852175,-0.0823828841266733,0.0852880593226848,0.0761481621013148,0.0242060864823988,0.011938908811441,0.0253767877600813,-0.0554243591138608,0.0217992638783125,0.0114220349654673,-0.0377150688726753,0.104689929702648,-0.0365583067008356,0.0830803399693856,-0.0578929072442855,-0.00852529811536823,-0.0585866147866517,0.0388243873978001,-0.0385794596744873,-0.0566318087052323,0.0314851303446762,-0.0409498491155276,0.0366538492347619,-0.0206916834591861,0.0168568134014883,-0.0331284930583459,-0.0308790858097248,0.00078572022402856,-0.0145186568906852,-0.0362689558492138,-0.00658226407663628,-0.00241087137054996,0.00339325813324099,0.00545907739192062,0.00401433131764706,0.0123136839734131,0.00602073001560531,0.00255949078379625,0.00277821203095639,-0.000874080917897281,0.00145415126044083,0.00323808605264672,0.450350012963443
-0.595634158350877,0.0531457538363688,-0.204654259221484,-0.380823760045093,-0.361616126782768,0.151690856254023,-0.397765209321713,0.166727404423733,-0.076958870137687,-0.0533376053952163,-0.102111149095941,-0.119700671345644,-0.000511718318360367,0.00898096784228791,0.0813673938579727,-0.11645513140701,-0.127764034415191,0.0203352689557127,0.0747235314519743,0.0116396487411328,-0.0830952482526703,-0.0393580902236992,0.0335363044574179,-0.121977538887113,-0.0494264514817988,-0.0523083298006813,0.176544524877065,-0.0480256835630027,0.0210910206172395,0.0311854947192174,-0.059230656844414,-0.0450751202057325,-0.0758456943953378,-0.10130695004835,-0.0333087932683474,-0.0710749292951391,0.0393334050613122,-0.0928957444877707,-0.0293383076676143,-0.0333479165806105,0.035895871031243,-0.0908782465081414,0.0701508448918171,-0.0259692333244154,0.100381037465805,0.0678236724500928,0.101147012334108,0.0391676005065351,-0.0493000761368849,-0.0514248961733361,-0.021367172735348,0.0125787322341552,0.0505569918213601,0.008530003199745,0.0570683033430917,0.0715509356439923,0.0401498159246028,0.0365759466377417,0.0712290132994974,-0.0471246428474976,-0.0118447624558932,0.0209930537122587,0.0272867170296305,0.0433295669571737,0.0309888098512473,0.0223089705573029,-0.0966802203523595,0.0187016168919871,-0.012072971079282,-0.0171876233752908,0.0166090992000102,-0.0931751148906085,-0.0613314582239756,-0.0932649670288455,0.0219852707855578,-0.00793512142120931,-0.0693156864224174,0.0550026368052466,-0.0128631916989705,0.0634702404378028,-0.0653311117534047,0.0577530594157425,-0.0254133874376998,-0.0202663160755492,-0.00673840714862712,0.0279651389176372,0.0185365644621243,-0.000799887299323006,0.0371810088992539,-0.000697757356258703,2.32844348381743e-05,-0.0157410944866675,0.0111985019599794,0.0264763974076784,-0.05019552407307,-0.0455000644698571,-0.025913134827985,0.0110898098831141,-0.00808434598307261,-0.0442589626209845,-0.0408799930479705,0.00688755364598822,-0.0783267909208052,0.0200069120104083,0.0052596297537059,-0.0247818138210311,0.053377908821536,0.0533813244538795,0.0383054318017794,0.0593518239510118,-0.104078986179,0.06336250264306,-0.000515660491924801,0.0448158351459536,-0.0848235021247642,-0.0512011439268423,0.10895401705554,0.0583215738911503,0.058894010376436,-0.0409335357786549,-0.0891114088040337,-0.0448569895825045,-0.00960967328100808,0.0129402300098999,0.0622556738440886,0.0116992339636268,0.0591514053259936,0.382940108892922
0.135486740911518,0.191477490223619,-0.0176948098659965,-0.31187156776458,-0.331604359780663,-0.21791530849951,0.460983836981746,0.155340931838958,-0.262947416303019,-0.213292587834937,0.0154892313227787,-0.180365347698972,0.105531991848112,-0.146926034569574,-0.0102828544951626,-0.0746873754589471,-0.182221657333417,-0.0323791809410768,0.230158183911067,-0.306094709339984,-0.0607539498128448,-0.14857036681672,0.322251964790757,0.167114653474599,-0.0364056722897425,0.219326489695287,-0.220724604813951,-0.184810849537042,-0.275938109256557,-0.0467816272534286,0.129467199114631,0.144659044118388,0.0245396947818287,-0.102455216831073,-0.321604533392139,0.181093075804064,0.108273118470793,0.0783387064638329,0.194394562825339,0.13567529689158,0.370644711997191,0.163134531175361,-0.0856646042736139,0.205965720435867,0.154468937520642,0.0542451190470513,-0.0236541090389981,0.0637090732390648,-0.176446886007076,-0.0446917560095527,0.10386786021045,-0.0235283102128647,-0.169847822787983,0.146080534631717,0.275538676535209,-0.0660208899922576,-3.98141118596054e-05,-0.0362428575296197,0.00683937043006058,0.10968858770697,0.169963836614257,-0.000257616962398323,-0.0306680745705834,-0.200572389142217,0.0464965447759216,-0.0932042349662345,-0.424553501971991,-0.182224906403923,0.0843274626851319,-0.0731484349360574,0.078398754022278,0.0290824157109745,-0.153050644804966,-0.213090681197228,0.0566261030091626,0.112171807001181,-0.0786638693766883,0.0410190940958829,-0.0833677815548066,0.127049916749554,0.0308121203474178,-0.00627803589185978,-0.0524562644156535,0.064315751151703,0.0787721052892602,-0.0491535468471853,-0.0198975008169082,0.112990278978682,0.0165466889410152,-0.0039449114309721,-0.00673020199488926,-0.0895431431199517,-0.0309535110037814,0.0780892721856491,0.00674719353473791,-0.0668804016263534,0.0785100923364985,0.0147170586467306,0.0536693630245079,-0.097759846190479,-0.0270762008838727,-0.0830437286440263,-0.0404126567020643,0.0131502575675102,0.0212668932649523,-0.0863211845621939,-0.0658302486899897,-0.0257206254216653,-0.0158465301147171,0.0758350611094143,0.00497039711176717,0.022434124862315,-0.033766654901091,0.119720479598253,-0.0349863026180331,0.033725888855543,0.0149025002101881,-0.0152245025597591,-0.00199245625115836,-0.086784416124496,0.011944158925891,-0.0164737001140336,-0.0182880782458158,0.00107998240757149,-0.0311032307541715,-0.0018175993679716,-0.034323361821429,0.39331086336531
-0.367223317404405,0.624031178249704,0.0222012489166506,-0.332218396880691,0.627977882989855,0.0277721088892985,-0.374115845601427,-0.550618064853626,0.0995594498619137,-0.258883438384179,0.126416269688604,0.241496504404484,0.241893826460115,0.295743438018221,0.200352432832104,0.328123898550492,-0.074900541621749,-0.211986689099007,0.0434105459003662,-0.211640687771537,0.00458934825103339,0.0453950644493065,0.0238166366789013,0.0383486989236343,-0.0342211750019127,-0.164706724937252,0.019308050547865,0.0671823471707783,-0.0455643241336059,0.128314774499348,0.294736220288667,-0.131047725489219,-0.110422879829905,-0.0370309369224722,-0.172913274264818,0.00393064506154749,0.0339045598974746,-0.104687761799311,0.0355722436885775,0.13689738585694,-0.055727644926601,0.0928207690390129,-0.11862921281928,0.146291081229835,-0.0640737752583827,-0.0121737562861288,0.00290776504404107,0.0759171306330109,0.00595927470319358,0.0361872252135143,-0.15428811992434,0.252861628242604,-0.0632063712638312,-0.130954927466199,0.0248520402637528,-0.120372693185879,0.293281203721863,0.0220931178951296,-0.203474517480678,0.0356367874666136,-0.348010492666879,0.0648177548252303,0.0685292145342454,0.0417369488241545,-0.103437440731898,0.114815343127998,-0.129930385870068,0.0535827287446642,0.0272496339043134,-0.136502151922358,0.229529821263774,-0.00267764068431141,0.0866226521483403,0.346403122846347,-0.196083435019164,0.135922239901001,-0.180713015322459,0.0839707397296231,-0.0481972201844561,-0.0581326998594929,-0.0103902709960193,0.0921273837223863,0.0614216806883857,0.0205060475415189,-0.0959928044576121,0.0334194302617947,-0.0897711599801533,-0.0346322782804309,0.0511820212123585,-0.0518385890875514,0.0873812409935656,0.00979091936259233,0.0492259621759945,0.0500880365441574,-0.13863260965177,-0.0816496434879284,-0.091856323933868,-0.0667325936409779,0.00189700259981275,-0.0269349682866043,-0.0562531343861629,0.136576330572285,0.03054061533151,0.019403890759001,0.052098469439485,-0.117655909060303,-0.104064029206013,-0.140693056366951,0.11250499722033,0.0773201960237547,-0.0142724418441016,-0.0377121101728459,0.000443583849426281,-0.0273617903564323,-0.0737851365716013,0.0937496813986359,-0.00183550358746206,0.0205304029915941,0.0208427375951551,0.0248691165116295,0.00765785232870543,-0.0273453983752249,0.00735639479733425,-0.00730384750067066,-0.0211004630495318,-0.00700713218715143,0.00430069690552923,0.569613689395904
