data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41
-1.41587448095431,0.89246619256887,0.30052993378018,-0.0021500799630834,-0.00392638441501091,0.166422236328405,0.0553102954751063,0.0804331830250285,0.0167704195827486,-0.0237074623553376,0.224553507579061,-0.213739105413962,-0.0505638433856787,-0.0243369844083834,-0.00987072112146368,-0.0731029156315286,-0.00114937960128363,-0.101437229689119,0.00876710435646945,0.0333322817497302,0.0183872641548052,-0.0229188014590772,-0.00135521020491214,-0.0194222433888614,-0.00670184881043585,0.00808378993336127,0.0231491210325695,-0.0325457344706719,-0.0543752726648523,0.032985736652094,0.00547174397030325,0.00879348201701871,0.0185226632062754,-0.0139891177556343,0.00416071097959115,-0.0276345282592251,0.00877715649624358,0.00600029827036144,0.0229167530403701,-0.00136413610672654,0.507389162561576
-0.829574211499926,-0.0813928537711965,-0.0707996164204609,0.0800745668731011,0.104178235266827,-0.0106582570504219,0.0119656875669383,0.0184431190676257,-0.0278157928240784,-0.0670590974869662,0.0173220470729169,0.0155232840589447,0.0480327199221324,-0.0895068693611451,0.0316296005724678,0.0180541917762782,-0.00171470337333625,0.0203206349686193,0.00436604689212121,0.0594247198601245,0.0514636793279639,0.0656088822694423,-0.0450797732348318,-0.00714004728845686,-0.0325081809132858,-0.00830181073372544,0.00122804680363147,-0.0210670899564952,-0.0191762742815905,0.0276777813620941,-0.00661916467932548,-0.005261865545725,-0.00364966606877979,-0.00632243470049637,-0.000727736380653319,-0.0120614816088455,0.00188591020206664,0.0135888402047199,-0.00343152267500151,0.00695563109711724,0
-0.764277820437864,-0.133974716663317,-0.00606045342015355,0.1207995766307,0.0516787980522182,-0.00748998463068841,0.0209831471072903,-0.0495603419728843,-0.0051987544555199,-0.101086467515749,0.066250483490839,0.0968400458279791,0.0132331671934671,-0.070178350937322,0.0156222625184474,-0.0140897810254074,4.36650035676846e-06,0.0540832540730587,-0.00341954169826403,0.065586553843617,0.0121763995738098,0.0682179566669322,-0.0437413350735442,-0.00999965405949532,-0.0332204869129934,0.0163558052257223,-0.0042948069125628,-0.0128854060351804,-0.0159415574455686,0.0222435681657843,-0.000461627609934445,-0.00102477422016065,-0.00896009191086178,-0.00424599523646602,-0.00467888231953529,-0.0184110922411607,-0.00243908899464409,0.00371433808556894,0.009968244828735,0.00507984698642188,0.616282084521649
-0.64813585263003,-0.168615027647154,0.105609748135154,0.0948032614874044,-0.0980418685549507,-0.0815436009643621,-0.0438685978546156,-0.0314493093187141,0.00574490328055764,-0.0594124984685892,0.0189743407095587,0.160374060624601,-0.087989926632701,-0.042053682326223,-0.018612848618418,-0.0939494401262352,0.026417407055066,-0.00662226058329825,0.0144633167967228,0.0862264955602445,-0.032759134227876,0.0594812535221295,-0.0481446610964408,0.00358768009700213,-0.0119379923445675,0.0186637920523694,0.0155063024362574,-0.0144122012246099,-0.00659082326149912,0.0196836941012173,0.000764483287178359,0.0253649837905927,-0.0144042815989346,-0.00636327779216391,0.00298778312076492,-0.01756927891067,0.0054552754236437,0.00362096108138454,-0.00342899030489012,0.00399034414455965,0.14519056261343
-0.884393288733566,-0.0134654104119625,-0.138525633472711,0.0461986956614335,0.0957644401943063,0.00431041256586831,-0.00775538229785404,-0.0550858424779392,-0.0205284261830198,-0.0536865297498489,0.00489623331511458,-0.00247436564991151,0.0171810057110186,-0.0564528870423137,0.103965284838826,0.0246743079961379,0.0380416667801133,-0.0635631455182101,0.00967314987314602,0.04874413845895,0.0508177664440017,0.0555328873085144,-0.0339959197846049,0.0153359721252448,-0.0180073757279771,-0.0314965963769944,-0.00399000407012582,-0.0296594319135275,-0.00387638482188545,0.0269361301403695,-0.00634336408620011,-0.00430846055070893,-0.0129168560603402,-0.00442071346312888,0.00261596256789217,-0.00962022459754908,0.00226753044334055,0.0112548972651688,-0.00383784723475907,0.00752244813063499,0.36738397718434
-0.331099552750337,-0.349835700904402,-0.160923380268257,-0.0659883112195831,0.0158618286744642,0.0443230139667438,-0.0539427325909757,-0.100879059160267,0.0712290241007695,0.089957017108309,0.0175900848041987,0.0192643428060082,0.00207461852938392,0.116329010037578,-0.0358320676665615,0.110676877119966,-0.111518696822195,0.0357046972289073,-0.00829507347388556,-0.0278715799953978,-0.0132784269054257,-0.0088730254135436,0.0259076851980905,0.0062176903213439,-0.00855402637725124,0.00883390189351334,-0.00655617916524848,0.0377021454576602,-0.0580208691553871,0.00256141039296186,0.0123570168790436,0.0267004821253141,-0.019978059657416,-0.00919575640848262,0.0196367550162791,0.00595144522737505,0.00525568622740076,-0.0137836104914016,0.00733009163242173,-2.97382010837698e-05,0.310344827586207
-0.14394267684694,-0.487293084653108,-0.17075091956726,-0.0720460055767275,-0.0898054044332056,-0.0853103908790307,-0.0727962858553077,0.00124905635369313,0.0726075175904428,0.0145467643710367,0.00629120144807599,-0.042226175311827,0.101573531531044,0.0409975869476702,-0.000992607025187388,-0.0337404177453296,0.12316818423736,-0.00880492847221397,0.0466403965454285,-0.0156033163230597,0.0368668159498072,0.00357403947756765,-0.0039217379702234,0.0273583416203585,0.0257858791528679,0.0500185165407694,-0.0338175502482693,0.044519917014557,-0.0340755106956315,0.0087753282991219,0.00550925631606096,-0.00496690288441637,-0.0169119139643853,-0.0156138129268106,0.00443029697146797,-0.0127918525580514,0.0216179043889674,-0.0151646574463332,-0.00860224397073098,0.00709839168764087,0.450350012963443
-1.11458813799992,0.143939065587845,0.169007049487008,-0.00227858768005499,0.0985335494404689,0.0781276393940038,0.0394561423013176,0.0380399860815661,0.0803154019812139,-0.0193013152681181,0.033686822065991,-0.116193805276345,0.0446506325087777,-0.0921064267720788,-0.0705368296002235,0.0436797093893988,0.0347000281631634,0.045024378077822,0.0206823742571878,0.0286900854973092,-0.0190294366251236,0.000623724385953084,-0.026590670784527,-0.00453086435577813,-0.00371461826132099,0.0439945861185171,-0.0112312209282248,-0.0135927575279284,0.00973842532232856,-0.0226412793753646,-0.017176351085142,-0.0157091654002189,-0.00276960518849102,0.00791793369898962,0.00491888810542675,-0.0146518287706563,0.000128909563931002,0.00988974533032004,-0.0095023658570422,-0.0132494747740316,0.382940108892922
0.293246216501369,-0.577156171581581,-0.0507844941392237,-0.00834521232099262,0.315509910418842,0.244164270934442,0.00426426440490622,-0.0763989218814306,0.0263863004045022,0.100805846052512,-0.0580406506392732,0.000620330029536444,0.0742585640449879,-0.0869494354931957,0.0521228841742959,0.0611532598620412,-0.0127809823518146,-0.000874342374903889,-0.0833631502091688,0.0141201875352647,-0.0178158322668071,-0.00396209303303438,0.0290670573724381,0.0279744034545229,-0.00161719166105379,0.0282840786159708,0.0294801640507186,-0.0456775671700323,-0.0211637637497649,0.00376318198810149,0.0247971278476829,0.00774702104023024,0.00577786712278555,0.0211186982928163,0.0160175021556422,-0.00834001803917237,-0.0113394653577012,-0.00349344285618265,-0.00261401996506125,-0.00170464034151695,0.39331086336531
-0.592715940205933,-0.859305077210492,0.182554618749389,0.0421411444846495,-0.239554559452629,-0.157229799415326,-0.0309347974263733,0.116108330889229,0.00179125865418185,0.0767391479095469,-0.0391347188742059,-0.0954254179965879,0.0462259885614506,0.0117964650823395,0.0459047799318578,-0.0089363461597947,-0.0149411188254682,-0.0137307678522172,0.0509700640640009,0.0573523520369587,-0.0543278989628008,-0.0237165585905188,0.00234465006471075,0.00165889043123119,0.00405647972612878,-0.0380064183286418,-0.0191054935112063,-0.0186810208218442,0.0133469387734564,0.00231570221049303,-0.00193483231707548,-0.019515395653125,-0.0167733320825116,0.00727093057571113,0.0116161905684849,-0.00981959048175979,-0.0166794664684473,0.0096532321420924,-0.00994427112758879,-0.00533692069151034,0.569613689395904
