data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17
-0.189651855169985,0.26946888803359,0.0825568406604671,-0.062963033248394,-0.116253419003657,-0.00865301314592437,-0.0214541446915433,0.000240583384691704,-0.00451164676732628,-8.10033050662371e-06,-0.00248027229636044,-0.0291991252346794,0.0186085231002157,0.00874957436307088,0.0171869762752002,0.00897751886957382,2
0.661145527908527,0.00433921533095262,-0.0428179321858912,-0.0570463296174824,0.0864559320317475,-0.0250631329500476,-0.0070577091859615,-0.0096362199652774,-0.0597404433201835,0.0357023110203562,-0.547189588127066,0.435141622805959,0.656585195508952,0.0545574325887505,0.0159696527683003,0.00252953142872112,2
-0.323720639110618,0.208075499270735,0.033459150217165,-0.0446692764475106,-0.0861333287572499,-0.0310923635928962,-0.0641585409045955,0.0203313056612598,-0.013976480640646,-7.19815465471406e-06,-0.00689508099386956,-0.0233124357928349,0.0178133057932451,0.00732136150519405,0.0122262142335407,0.00803918265020463,2
-0.0788827380436568,-0.486950320132374,0.343609924319017,0.0702473965785015,-0.137351842647712,-0.161653507038171,-0.0579881955577631,-0.282712876525974,-0.0302263055905556,0.000523845026525506,-0.00117786215490982,0.103787319489404,-0.146055835086957,0.878678152475452,-0.0280300777743755,0.00141744852697781,2
0.120008289658872,0.20867637911366,0.0642762643654398,-0.0642424415422192,-0.0699613143471879,-0.00320966494425582,0.000508621297585302,-0.00923969000005204,-0.00601303710191276,-5.83429073678069e-06,0.00100405809182899,-0.0284333617662572,0.00122236061805054,0.00480378000938955,0.0114399991395829,0.00564057828440623,2
-0.271543096717927,-0.041719768254095,-0.125790392489258,0.00357505099745903,0.0589450883429853,-0.0850484989959309,-0.151281938115287,0.0625845777705508,-0.0419056743637483,-1.66791076781848e-06,-0.0142620458531349,-0.00618441786556588,-0.00788901645666881,-0.00185860766573027,-0.00912471536875574,0.000962150172964132,2
-0.412415635190675,0.655302060498347,0.318895271951951,-0.131251508486256,-0.345699741725236,0.0658042732542159,0.0925092620360161,-0.0556298096957796,0.0361107788850076,-1.70846588382267e-05,0.00637824822083294,-0.0540318800799245,0.0636525239070967,0.0237303073463078,0.0504431114501021,0.0206839556952202,2
0.219357647867452,-0.0164317105985764,-0.076031472329322,-0.0230506155467163,0.0629596849800814,-0.0485832658209102,-0.0705417578397262,0.025521788228918,-0.0302939960447669,-6.84020148389787e-07,-0.00471964797928145,-0.0135832272464055,-0.0239387901392671,-0.0037261145571955,-0.00793188274101454,-0.00102713927772854,2
0.155057808145801,-0.311535870779061,0.211304715044177,0.0276683807446216,-0.0633029767690113,-0.092677488096663,-0.0198779410193394,-0.115460573343442,-0.0115192783979828,1.53691280684913e-07,0.00195406152657002,-0.00920506118151821,-0.00467768920815425,-0.0669860759795562,0.00773022933102028,-0.00201760226613535,2
-0.373625985097705,-0.117037632376506,0.249958387078435,0.0176293494569681,0.635853604356169,0.458777784275779,0.155543245872522,0.415738012686231,-0.0137164087753858,-0.000903064768312032,-0.00604301994790058,0.00124235722606133,-0.000703862972316402,0.0580064721271403,-0.22433863834585,0.00271528627778535,2
