data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34
-0.0615587543009511,0.0763263645555917,0.0420622757949174,-0.351284980293797,-0.153689805017259,-0.0672945330235175,0.178085101349958,-0.1345157124066,-0.123808281776388,0.0530102477989917,0.0763448776726774,0.0147897587036201,0.078606154704046,-0.0789135086054126,0.0403107626862607,0.130515110793219,0.0205750060185206,-0.0519134920981846,0.0825963762585276,-0.128348859169232,-0.0351083048480847,-0.0192491004876536,0.0745034539654562,0.0390696732351223,-0.020948606196469,0.00463057679465538,-0.0300592677792411,-0.0572580200164909,-0.0340432003283514,0.0308121569339187,-0.00415694023076901,0.00539155717765482,-0.0248014793883715,2
0.552439291782448,0.114323752460145,-0.570245257087173,0.0284074065770102,-0.136875780110081,-0.00759936535457945,0.302416646770394,-0.136454227662943,-0.177550352156076,-0.0622201837038045,0.212126950450959,0.10506767722458,0.0838285364996929,0.0374270617095964,-0.024130251362758,-0.162880731733362,-0.0230767624866436,0.0205420307956095,-0.131762302952209,0.0352341583273067,-0.097841114455133,0.668706790851095,0.11250478223595,0.325850281415566,0.169222657381668,-0.0765800854942359,0.433433879537665,-0.0711574587131833,0.0297349883788111,-0.048624969062441,0.00579455122784946,-0.0194277552421579,0.00573208865352714,2
-0.234488879372943,-0.141051642561188,0.25836769362371,-0.143210023346125,-0.305573012528175,0.0448182218285478,-0.135712654314903,0.118572123354053,-0.217201923688077,-0.141326533770154,-0.00427505692833656,0.162232240047214,0.0438080665102239,-0.115974854804945,0.0573905910380056,0.0546699796976667,0.00886864836497285,-0.0645813567846938,0.0323156504067,-0.122639651853262,-0.0104223387331917,0.00529714437909513,0.0189606118528523,0.0152268980969619,0.0226259352265274,-0.00640752453592452,-0.00118380513998215,0.000226360856951195,-0.00740165310452205,0.0572424734985238,0.0289165909462663,-0.0315550651355119,0.0424833392059494,2
0.0724575584339977,0.111947781248336,-0.24564579419513,-0.186526599448936,0.326141257969386,0.309888873734024,0.209900736583517,0.118344518740992,-0.236541058339667,-0.242979042572914,0.0820220097512359,-0.122011906061126,0.0459444217498415,0.188134036817037,-0.269039680989569,-0.107005267361199,0.0356115761383464,-0.234779117891722,0.0733013566518179,0.00815023701488937,0.0849641825735656,-0.295917665570027,0.535826123355852,-0.205748725791766,0.46189939788996,0.102315603893404,0.195526068237316,0.228117220443908,0.0063696581868441,-0.0849063143948439,0.00826317861405787,0.0247209872794,0.00211280077387541,2
0.17611764875549,0.055890354316594,0.162072286516864,-0.0918487021223428,-0.16013786963886,-0.131371397088431,-0.05865979959654,-0.075061041462164,0.0321808728708866,0.113447026001647,-0.0435702412445242,-0.0187689068982162,0.140110163186163,0.188786785749504,0.284023898536165,0.189284652779228,0.0728980961637179,-0.190346266825596,0.211291403379925,-0.0216134683617672,-0.00905746939712821,0.00447375889074202,0.109042001836909,-0.0104953472538462,-0.0373215632746918,-0.0290310037349173,0.0162247196010944,-0.0894589296678709,-0.0488867969183537,0.0127242042396154,0.0565464823825663,-0.073964345834203,-0.0197427693285302,2
-0.529194429673061,-0.157454380167895,-0.138484265630192,0.0493999877607002,-0.336373804586038,0.127282557353729,-0.122534266980198,0.109362238369742,-0.150213751175482,-0.227985909054657,0.0183499976335821,0.163770020810501,0.0336029464289188,-0.0454114872750747,-0.00731023289542708,0.060145568332196,-0.0418728288342258,0.0708306507580106,-0.0689433123709676,0.0185745388218471,-0.00731396854929316,-0.0186456671277891,-0.0448734663131941,-0.0220678849725566,0.00333474452293146,0.0273978730063456,0.01959408920499,0.0153490308012479,0.0682536923186592,-0.0495648113827179,-0.0139977306422741,0.0145554943780452,-0.0217959982708278,2
0.211931876535705,0.321805688365474,1.01202395154294,-0.245778429893598,-0.28984458859836,0.0465031590759385,0.374527790155448,0.426876537521555,0.0226052443818726,0.439815931214225,0.100023247536275,-0.0572126733431628,-0.180362252630132,-0.045683608866326,0.000832157028169288,0.0249006109768688,0.189648914672869,0.0346742959991994,-0.0439490439982086,0.0503136794418123,-0.166636626473537,0.063334434920392,0.0569861331619332,0.0325304542567466,0.0430712639745329,0.0736575164056851,-0.0670306944011449,0.0606139808744479,0.0834223705013964,0.0590135650983254,-0.0464949038451344,0.0534410502706548,0.0101921715424895,2
-0.136944951781522,-0.124327687759146,-0.319542836479826,-0.182217596916346,-0.101745594905985,-0.153221522779173,-0.204174623013553,-0.0844691497032474,0.106713297040089,0.0906737637738119,0.0741064871883942,-0.0132478357102489,0.304554264922692,0.237965590648218,0.096324587397417,-0.130596412745789,0.065609529052067,0.0804374468448601,0.0107603344447827,0.309217003037387,-0.131449737763351,-0.437156508290164,-0.10576164220652,0.678162208250513,0.1415817140284,-0.105399027047303,-0.00755445198442237,0.164877857704846,0.00933876497870917,0.118525681773265,0.0219200470841877,-0.0216780150286229,0.00396682407509196,2
0.21895080241582,-0.0943032650612328,-0.11103869385136,-0.079221242639404,0.165888886093177,0.209591474510813,0.0641987354082665,0.0623894542083626,-0.121384646219012,-0.161748517781799,-0.0471765495916972,-0.0882018511181839,-0.0846768609758008,0.110431177206287,0.00244006289481619,0.0057046235072905,-0.101541270109255,0.0517855505139936,-0.0593352615719231,0.162412189390014,0.0662552146948101,-0.0473510401795619,-0.0420498719691133,-0.0182396233639819,-0.0976881499741784,0.0188968398890757,0.0666424824551522,-0.0380319880633363,-0.0240531866182921,-0.0220969314456132,0.00336051408591733,-0.00276899187301107,-0.00694805398132082,2
-0.648975505055915,0.0123368353504466,0.175677294528911,0.36945551121274,0.844814900627011,-0.584458462276922,-0.412488309034753,-0.422063673342838,-0.0848562274088315,0.0403168041376357,0.651655187509608,-0.248353596268058,0.243466770687129,-0.499708878882343,0.213492427834861,-0.0714549004566493,0.05639159820996,0.0789597810963468,0.0649011015860485,0.114809480443899,-0.108055136569446,0.0175040030628582,0.00542700559123437,-0.0666750285532641,-0.0131367382083758,0.0384976412330006,0.0381424422060228,0.0763724718072644,-0.0310377171972252,-0.12389582511748,0.0551102212365874,-0.0654128120538715,-0.0233720738931488,2
