data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70,data_pca71,data_pca72,data_pca73,data_pca74,data_pca75,data_pca76,data_pca77,data_pca78,data_pca79,data_pca80,data_pca81,data_pca82,data_pca83,data_pca84,data_pca85,data_pca86,data_pca87,data_pca88,data_pca89,data_pca90,data_pca91,data_pca92,data_pca93,data_pca94,data_pca95,data_pca96,data_pca97,data_pca98,data_pca99,data_pca100,data_pca101,data_pca102,data_pca103,data_pca104,data_pca105,data_pca106,data_pca107,data_pca108,data_pca109,data_pca110,data_pca111,data_pca112,data_pca113,data_pca114,data_pca115,data_pca116,data_pca117,data_pca118,data_pca119,data_pca120,data_pca121,data_pca122,data_pca123,data_pca124
-0.0106907673790132,0.125121363102613,-0.041374265419416,-0.196231641681122,-0.137638306858123,0.358000227977455,-0.0649750710969652,0.1574106114721,-0.0582117946151289,0.000948506820260724,0.170568476467609,-0.238230492738077,-0.0914339173829917,-0.0967415475864319,-0.151756741713346,-0.061785506394753,0.00757848120649408,0.0800367177936445,0.188289654031302,-0.126691476598271,-0.057035351682178,-0.0232568365412489,-0.223623072210801,-0.253445550884231,0.081111966864098,-0.170857547785133,-0.407825452987876,-0.212202271206614,-0.175535968636904,-0.252765815581365,0.183048490070517,-0.0561193206686331,-0.0398582620042931,-0.112579403505361,0.0649272675178519,-0.24239738560876,-0.0258472386793859,-0.227751430358344,-0.0460008589275012,0.0092231837875783,0.0928925199822828,-0.077286161547856,-0.0540950431382314,0.184321012898336,-0.0333459914685346,0.328519142362387,-0.0184214977747763,0.0982073452471555,0.18096776362225,-0.226383273214857,-0.259811437466737,0.0247546682519207,-0.0478362968813923,0.386823096491337,0.260663544907551,0.113649010260792,-0.0576001026288108,0.410747075293708,-0.045834997033103,-0.277490138984801,-0.0571096691444943,0.059089528743786,-0.0230775341858467,-0.165795833155503,0.0411797039581466,-0.251715920660223,-0.265868299594276,-0.0280187003939783,-0.068398426638329,0.0695295407548296,0.0271398127410784,0.0613066878027061,0.0772388865008226,0.145478236765777,-0.226368107287746,0.0509800596765689,0.046723318370743,-0.163281590024011,-0.00212064332067467,0.111298453732823,0.0278553472684541,-0.0778729993405864,-0.04374241255917,0.0463238301312484,0.0732901334495585,0.0204192538785867,-0.084635541117145,0.0177660963842815,0.124578760406251,-0.0231920578673295,0.0363055239074387,0.0775138000994637,0.0135113740834116,-0.0443592597857083,-0.041384323321003,-0.0162349737549106,-0.00854567322535023,-0.0180211385647723,0.0217298917547325,-0.00997016499557596,-0.0252967457402777,0.0138045380952575,-0.0145624877954222,0.00272160822864668,0.00871382152152499,-0.0144057282819897,-0.00488931366016681,0.00317968348113544,0.00066125893759095,-0.000415212545870036,0.00283372119042908,-0.0021795857971978,0.0027250025243317,-0.000481911063893051,0.000951156902716349,-0.000976942743343116,0.000128647611947504,-1.42193588381743e-05,3.01560774981812e-05,2.60894104519713e-05,-1.77696466326503e-05,2.08904301448092e-07,2.85471816221129e-09,2
-0.338096601511791,-0.0542566217097607,0.07721547293034,0.601756065239712,-0.24327123193634,-0.186335221702571,0.134699924352233,-0.281540161319942,-0.481629759855215,0.525318878608384,0.397012405844761,0.254963719920184,-0.773568251360382,0.858550677645918,-0.423711909322647,-0.0971670890240136,-0.19727920347878,0.193855190204341,0.153899799301475,0.0461892926464737,-0.556762260333541,0.116211025822444,0.242063406859765,-0.260382257944319,0.0631255290027984,0.738435247995858,-0.224928232724659,0.474008766180702,-0.372365676747681,0.375177794660001,0.144491813245872,-0.442051753759508,-0.383098704429709,0.49439725151978,-0.0402976326221301,0.19326447923803,0.0672362003179361,-0.0573957205205252,0.146807858130926,0.0823355673706486,0.130020644960443,0.0858292857306081,0.148784984629128,0.0183416517834245,-0.0610239450344067,0.255954758459191,0.0307419742106488,0.095496265249312,-0.0859046982244745,0.0970080582635281,-0.149408582262113,0.0850888747293454,-0.111050730514297,0.0756582231087601,-0.138090252858253,-0.053895639356104,-0.0017968973276915,-0.0463912801521416,-0.112872479665685,-0.0379095829531826,-0.00912166537238723,0.00481180318010142,0.0491359490594318,0.0436114657255013,0.0472178054961838,-0.00446391678882011,-0.0401915582777147,-0.0199716294853009,-0.0125647689749291,0.0263848007158729,-0.0503352142157837,-0.0155730661636275,0.000658767757395874,0.0140840279900055,0.00820852307253853,-0.0200156284718011,-0.0326021223382435,0.0325049503882349,0.0415879894050146,0.00835861244043704,-0.00147782320244934,-0.0395321073210233,-0.0355974279190684,-0.0333808584148311,-0.0934461185154525,0.0280648525578856,-0.0581765581502892,-0.0359433579010264,-0.00419962059134431,-0.0182240139432927,0.0252388499573081,-0.00637941958537564,-0.0151543593641757,0.0248629717945235,-0.00359303691282163,0.0129855281169188,-0.000108572921726249,0.00252964537349787,0.00260884256423391,-0.0115367056891358,0.00569267773071494,-0.0061809624633198,-0.0102864693528241,0.0155258064532151,-0.00152760906832115,-0.000873397758921797,0.00138398363271518,0.00515589554250767,0.00218056467699369,-0.000628056578366772,0.00159106578264063,0.00300146001218498,0.000690132192347861,-0.00239943091535267,-0.000959419950222292,0.000234837663071647,0.000116079541979379,-6.49215733262624e-06,-2.62032454305157e-06,-7.96240935708028e-07,-9.55305520108112e-08,1.10313686338253e-08,-2.71676568817034e-10,2
-0.0668168371700801,-0.0540225687771682,-0.133833759956042,-0.154625109205059,0.325781752683134,0.133567937563399,-0.0586932131966467,0.084784567912892,-0.0682511911295892,-0.124406591463222,0.126422537562533,-0.197020531846919,-0.244200465663658,-0.142814153786005,0.0901501510963279,0.0194010528444731,0.210678781418992,-0.0796462360026613,0.031927578730092,-0.0531190922816378,0.120011686902945,0.0508116085045427,0.0378479687177925,0.0577885078560852,-0.074398157092736,0.0570312935708183,-0.0382570911084815,0.0978936559366974,-0.164388677279351,-0.17491092347412,-0.00163318346441786,0.0147398198955028,0.157834610487791,0.032654946243062,0.203383207142652,-0.122387888606704,0.00886860563929041,0.104140162712784,0.0492642907705784,0.147974497256059,0.156647871953147,0.186292799963294,0.143200426235439,0.0630919655340356,0.0589366831706922,0.11922977837847,0.0177337711972029,0.0912862549785399,-0.0942885081913517,-0.124937461124721,-0.206461775387601,-0.0439652324157695,-0.0477867903261836,-0.0109253381580594,0.0876925769977278,-0.150615901330645,0.170588849666163,-0.0774090264486554,-0.0888464006215217,0.197929206775231,-0.00824046481045509,-0.0380878270573741,-0.00286909277787587,0.0189472634362334,-0.0820071798467566,-0.00594454220150537,0.017511008295142,-0.0760038127229514,-0.0329871525752449,-0.167141676639791,-0.134913307238805,-0.267656587766789,-0.188349301880496,-0.0477029126855013,0.308741867766227,-0.247655872399944,0.126924151199,0.107245022198621,-0.224216441213832,-0.00179689418091717,0.0866391930266647,-0.147071756270252,0.0347983067102747,0.0319030460376786,0.149509732220078,0.122886463084489,0.00806378430697126,-0.0539906922779028,0.109312257814208,-0.0838569724483871,-0.0347695722877746,0.123483546910652,0.046375208594816,-0.0394682049087891,-0.0539208401424654,-0.0157546173665025,-0.00559931295463218,0.026350600356573,0.0661705219370062,-0.053306911858729,-0.0176678794793378,0.00164105419746171,-0.0282722066825787,-0.0363238807045499,0.0103623466366023,-0.0290505157205425,-0.00512750422921752,0.00820960408692131,0.000108594595707658,-0.00657347570328547,0.0016236347933031,-0.00359270962533373,0.00489498168088261,-0.000196552909559707,0.000600155709206528,-0.0011264816281986,-4.77852373500797e-05,-3.88158667311378e-05,1.14651720247877e-05,9.86970062857948e-06,-1.12039993857345e-05,1.47652629434799e-07,2.39682014853453e-09,2
-0.0664960878734756,-0.130221532233406,-0.0189529879154531,0.0810961180414997,0.202459226165039,0.137833931922658,0.0975534216618567,0.12130850580143,0.124654356707781,-0.0519426260412702,-0.110370104745186,-0.110806478756064,0.0518879327916222,-0.0345704002305622,-0.0166431965408462,0.00643195716356361,0.180170334398854,-0.00698529513527018,-0.152844087636054,-0.184553818072385,-0.164320960501564,0.0908793774489552,0.0505509713841097,-0.216303182168146,-0.279570155497832,0.156441046462029,0.00703500597360642,-0.249511002851449,-0.271826051012704,-0.198288424197664,-0.0443878119433404,-0.0817412822640023,-0.248378203837396,-0.22864381172489,-0.256094514158939,0.100051993288554,0.179782322044092,-0.20760681519535,-0.150060601085871,-0.0296993047252947,-0.12544781336,0.278877410408742,-0.232619247490545,-0.11654385049249,0.118002901813135,-0.0578128462639443,-0.0812183060607682,0.419444989076287,0.0273853265863401,0.243164877171978,0.0854022207454709,-0.0618679860056894,-0.109793679310091,-0.172175356681182,0.0393318719751871,-0.161224766721108,0.174041644883963,-0.095572691590857,0.0179937548443554,-0.232675374560355,-0.0273766121173168,-0.0849025133679911,-0.0271218219529019,-0.109672115662936,-0.0123915077679655,-0.105226009079742,0.0221296067064626,-0.0411371394497112,0.0171841274529056,0.0621824366726097,0.0110409440038103,-0.0325721430738324,0.0152690373521617,0.0532361156408998,0.0318299671579203,-0.12994793119237,0.0321616572102884,-0.0418980681452668,0.117969415950969,-0.116414323505782,-0.0299546585253278,0.0222321853831002,0.126945869159166,-0.0435371823951522,-0.0368352915830318,0.0678158931472307,-0.00532220851052034,0.0723840173272306,0.0276714572368027,0.0380951537868103,-0.156928863969243,0.0460674376347238,0.136982157301774,-0.073877018071977,-0.0203595410514179,0.0698198632584974,-0.0402542442083604,-0.0235951239433035,0.0463995494330388,0.0861471688390737,0.0312793073935733,0.0474361857207979,0.0429866908696175,0.0835593209743543,-0.0182991901598213,-0.00373296262406151,0.0158283290014814,0.00552611389911002,-0.018757770244665,-0.0146451028467023,-0.00503097036896551,0.0149486341785204,-0.00346465754960362,-0.00265948665517198,-0.00172043611353237,0.0011851003210605,-0.00100446089212261,0.00043248296946623,-0.000473633630887539,-0.000262979078066779,-0.000258058481784825,-6.28135311263906e-05,-7.72729516522592e-07,2
-0.0018193062898464,-0.0782900574892927,0.418826687945523,0.634878067514755,0.264735370043105,0.0896917724810986,0.549502309889242,-0.555191192422514,-0.139335905313661,0.655764678708881,0.0273871553827601,-0.273305713589005,0.273837317480917,0.230790955529028,0.357046865908029,0.138624083316562,0.192456409558636,-0.0792797177053944,0.0276999535200583,0.108609004904857,0.0100634221822456,0.131250153447234,0.0352344904792381,-0.0279764512975696,0.0941582912316855,0.104402172759537,0.00358788980362259,-0.0717412141838557,-0.0592374262163583,0.0366070820834915,-0.0705020329218146,0.032800605350684,-0.0296822330290144,0.00730868195704897,0.0519830757069076,-0.31439667948087,-0.223213086490792,-0.158779685697542,0.0478679682032307,-0.145470059815969,0.096409276098368,-0.376806433703236,-0.292593256828952,0.151178914740486,0.194411664486032,-0.114344943698864,-0.0245558413987428,-0.391334682534569,-0.0314302930556012,-0.0258228241387196,-0.207549591693396,-0.0444791675432075,0.0158879946593195,-0.21355734433403,-0.0257991378115505,0.197259427847666,-0.255541623739534,0.111351930590869,-0.00873025250237335,0.0610256744863356,-0.0256798235269406,0.0932240565902948,-0.0506450668843669,0.344511304901004,-0.0458241975376277,-0.0769785394488892,-0.0518379708275582,0.210546895996431,-0.14503458199558,0.0438688566670771,0.0622079345223152,-0.0547663899515124,0.0551407573028901,-0.0643582664893484,0.0809863490527478,-0.0845117781481002,0.214490382483494,-0.0543810053307844,0.0143441084223611,-0.0246878413805968,-0.014940999991938,0.0318176218901505,-0.000780213502449514,-0.0676287098849148,-0.0420453632372875,0.0672125906210757,0.0999658507038914,0.0635380970888617,0.0603078607947829,0.0251353972388632,0.0577950240912241,-0.00688191401357344,0.158100245627441,-0.0544034106100477,0.00244669431194573,0.0246372375083398,-0.0346724207260021,0.000396840316625054,-0.00286356504076747,0.0250397562799116,-0.00927380637718184,-0.0177564394924866,-0.0108298288525936,0.0225797609717473,-0.000158668896397303,-0.00233586621638815,-0.00397643206770787,-0.00470869894412658,-0.00227210088405645,-0.00994881029120499,-0.00137778331191842,-0.000323688342036351,-0.00401466238583035,-0.00210935072052027,0.000217375871275856,-0.000877467363720187,0.000449008540024824,0.000526652146769672,-4.44275368248342e-05,-3.90017894435678e-05,-7.12381886085428e-06,-1.20352980811923e-07,-4.67029194593868e-09,2
0.592868661249761,-0.154779509069839,-0.136572359301813,0.292548434426066,0.0436281542259557,-0.298113744205964,0.00841358956177701,-0.111949811755456,0.336815694904174,-0.0340993989939662,0.17284142741653,0.0405432500313791,-0.162324678629639,-0.202375623653308,-0.344377106147575,0.0344467521265252,-0.233491765827515,-0.0588735251423878,0.706643787806233,0.00149463116493685,0.287270271443754,0.869601763827708,-0.00916963112792842,0.0310745586747111,-0.043727253241876,-0.316336990500083,0.316099271461264,0.293836374280213,0.256604899189039,-0.306995237730493,-0.247793155368804,0.301924458608053,-0.00514371642930909,0.0263875404064597,0.228694130909961,0.229967569021368,0.367089956811723,-0.21338654683754,-0.126894508245002,0.0888731121778627,-0.0552221513844557,0.0771539341640828,0.103972038679469,-0.230693953200675,-0.266230750994701,0.102641270181212,-0.0104930010626553,0.102121895006227,0.0678958859725939,0.12132868593884,-0.0508896020244152,0.223531551352705,-0.0909131795732197,-0.0386525963895477,-0.0583198412763995,0.0864704176302783,0.110168216121776,0.16603209355498,0.0535067137013944,-0.0103545217574393,-0.0965575934114867,0.0284299813819573,0.0481830417311815,0.0465252907202145,0.112501578810762,-0.117369097917931,-0.0232702141614921,0.0196488540016327,0.0359596840329022,0.106659633699547,0.00290783200801589,0.0375614502798348,0.00837488153538727,-0.164362831391391,0.0110030517923801,-0.0392098948689733,0.0448723447103359,0.0947593145829244,0.011366427295517,0.0711424486503459,-0.0489270608983955,0.0828882628023289,-0.0246547433795086,-0.0454670877469797,-0.00840054179029469,0.197331494781859,-0.0486267796218912,0.0410449659468859,-0.0390121957576993,-0.0305274195026649,0.155775775131114,-0.026583959392631,0.0736371008012857,0.0469567850224818,0.0280257144302728,-0.0134242148610629,-0.0388861844581697,0.0147516282818845,0.0349430961640195,0.00631762319777209,0.00707047159019975,0.0164110167321069,0.0327814029292731,-0.0134398004045943,0.000558002886181384,0.0117643301260828,-0.0115290454884796,-0.00227744750400666,-0.00112700428729943,0.00255718513872768,-0.00243021683451073,-0.00017209378069063,0.00252855841557225,-0.00021124245183112,0.000493581213776754,0.000671426048585173,6.67736490312237e-05,1.12401476298377e-05,-2.55385939357488e-06,-6.82477214784462e-08,4.05762489265345e-07,-1.09526534777829e-08,7.7618311926611e-10,2
-0.391980899729407,0.210927589176357,0.190663229957679,0.262728909016789,-0.107211827124894,-0.0948878921540623,-0.19890226410893,0.168695987569473,-0.0679516022722843,-0.154952800916737,-0.131125323287803,0.145126455420936,-0.010230750194199,0.131883952688803,0.172179307868803,0.181114553553986,-0.092486358702332,-0.0499356267571419,-0.154556212285096,-0.0746170506926076,0.206991180246336,-0.00197411182929333,0.373553589373693,-0.0525018413674663,0.0221107551999898,-0.0319124412050071,0.0135867149606888,-0.0828891722559942,0.00070102015810437,-0.174533034194726,-0.0520724745986602,0.0470214073109801,0.0232254121309228,0.116874248480049,0.0879728552576618,0.214643994110566,0.137140923327395,-0.0935017956739736,0.221335815266197,0.0522553496065631,0.327970192688884,-0.252568221909798,0.13483878428925,0.472896780367442,0.0764074197079328,-0.0190635816353952,-0.255117841809399,0.0114143611554715,0.21803641401944,0.146690041312114,0.134270238350422,-0.0288722528946236,-0.0536554004356025,0.0337791147695011,0.0734824503406359,0.0961229720395802,0.123534621033278,-0.104102936526483,-0.0107653861987629,-0.0209425247170844,0.120965369374313,-0.095756873531052,0.0115140061181414,-0.045840155317731,0.1303360338632,-0.0173052809175932,0.0338604309748978,-0.102072316224704,-0.109539435165325,0.0367438249721829,0.138358260446585,0.0741995571920694,-0.0807403389469278,0.118772941145362,-0.0177363760632927,-0.0863352419141853,-0.0339917036682333,-0.168570771374633,-0.289790168823339,-0.000849447611389991,-0.00345279872846462,0.0801144976366323,0.180686947900631,-0.092817205809542,-0.0102623420656137,-0.0113326063384361,-0.0331499907614991,0.187421309741871,-0.123113456441423,-0.115277247707504,0.00614774741543059,-0.098138743339039,0.0389284324366677,0.100753475152593,-0.0869123197754327,0.0200856825702022,0.00729076200829715,0.0244847925856104,0.0272459310473156,-0.00821729038823647,-0.0397355378532725,-0.0538925777516364,-0.0217645023345364,0.0110175150256193,0.021212053798849,0.0138698185754449,9.47250547478929e-05,-0.00367962800698193,-0.000363040403964753,0.00124848897544744,0.00201796564395331,0.000541698973530836,0.00175108664810783,0.00118251235958768,0.000705098318394535,-0.00060288838712463,-9.60711042658054e-05,-8.47111059807235e-06,3.0776414070943e-06,4.60613947571948e-06,2.34135301811905e-06,8.90124198364904e-09,-3.03470750605899e-10,2
-0.151756383042572,-0.0325640862821448,-0.0938128699365237,0.0448236921284179,0.00356002283057013,-0.0502834396980478,-0.0284426810745962,-0.0371810992516724,0.0173000701837818,-0.100235096120039,0.00978975241163195,0.0392404469161532,-0.0462520715396307,-0.0328338686606177,0.00350064421407398,0.0230844943411811,0.00419348078791045,0.048025584879744,-0.0215547495044555,-0.0265955795222637,0.0098722004720926,-0.00292079970081584,0.00670388955787028,-0.0711313923667192,-0.00870432728938064,-0.0776780467601189,0.0273507536139591,-0.0342103752056234,-0.0183866877546878,0.0306995243059357,-0.0775353556742507,0.00717558192639174,-0.0245142466681116,-0.00553143791078396,-0.0210558726606623,0.0418221776946031,0.00427019732755534,0.0236314835459627,0.0144522278950273,-0.0395932427196818,-0.0448045739263501,-0.000529815883889965,0.0237112754069681,0.0175215871000065,-0.0538195734656338,0.0129523244920589,-0.0220617855731649,-0.0131374810372738,-0.0337463491676972,-0.0311707968346038,-0.0673025932198352,0.00301642042008387,-0.00370072968521424,0.0160930380504047,-0.0134460925974347,-0.006477033407498,-0.0496034909904076,-0.0295551859427633,0.0645269787096711,0.0112448385733914,-0.0317347157522045,0.0148728774166295,-0.00839297691107569,-0.0246578231667381,-0.037450029019237,-0.0317567892809597,0.000400214305318303,0.0203833863767372,-0.0080239197142831,-0.0497637817156269,-0.0101685679038786,0.00242504241474572,-0.0029585179942398,-0.00404682379539466,-0.0278599100221121,-0.0191219977650726,0.0531036807769928,-0.010688210055178,-3.00237391442719e-05,-0.0234670386263474,-0.0111070157604401,-0.00616800131927781,-0.0133159482996525,-0.018902528468202,-0.0252217398646853,-0.0059420233352427,0.0115448170707027,0.00254496322253599,-0.0081264262850711,-0.00209279503409197,-0.0292232260515808,-0.031093902094655,-0.0132409692599043,-0.00278700848799404,-0.000731480225476679,0.00180384187175895,0.0121398193701975,-0.00784484003782287,-0.0195660760107912,-0.0476153071821241,-0.00770964408938324,0.0158816404512714,0.0336678064974363,-0.0055953152828996,0.00902207755319835,0.000349259035908641,-0.0056902114713447,-0.0324015446244266,-0.0158229291585582,0.00582274252689007,0.014504064529551,-0.00487304113958226,0.00566650020645624,-0.00376242680810673,-0.017070523260416,-0.0102631701703906,-0.00184468849665372,-1.3486308933988e-05,-0.0033698170268945,-0.000673768011927474,-0.000655650000385815,2.68168311461253e-05,8.34634895289785e-05,2
-0.15095722019841,0.0508320811696164,0.178867382885818,0.190852187497637,-0.0882933029682167,-0.0397316320185594,0.0102930244266233,0.129276218955415,0.168952347992457,-0.21350278007223,-0.105197037156397,0.032595441429806,-0.0325346488169806,0.0106182298525437,-0.198090968089416,-0.11731296922278,0.0261764277641733,0.117294917332485,-0.0895444860765722,-0.0654822959951129,0.0661630265569909,-0.0621429163464166,-0.0123610159860209,-0.189361522920823,-0.244669278491485,-0.120502521591298,0.043637651325906,0.0411775877111166,-0.0404085187084386,0.0841182915954863,-0.202205753445538,-0.131531622113343,0.164772874815256,0.108090601942003,0.0343835026741419,0.0869502624005812,-0.241743970256125,0.02631136071571,0.0230334772931705,0.171897074221701,0.114941024815206,-0.00102283565977512,-0.191117280248445,0.119337844061016,0.114078744790835,0.0197849254815753,0.0155016621383802,-0.168607973197509,-0.058169748028633,-0.11976458800122,-0.106563503070496,0.142007750516461,0.113282882862833,-0.187844433323225,-0.0634269319686543,0.022137225897339,-0.0765597387625618,-0.223178463435601,0.202370313551865,-0.259583487975459,-0.272791631026995,0.191834247325383,0.136694547761233,-0.228876488246695,0.00485073979223083,0.034596104881863,-0.176838905220043,0.239044163353539,0.27203580812629,0.128275318659751,-0.159053869214742,0.12452233467807,0.0301813076009307,-0.183404080303757,0.267158977806669,0.209411620249531,-0.128556766605042,-0.0498205932626015,-0.188520012787856,0.238006731448474,0.0689677300094819,-0.0727216038839437,0.0388496705444584,-0.00550407694961281,-0.0218173748283496,-0.049973806375408,-0.0343988374983188,0.0302431270164811,-0.0153048723014108,0.00780561080210411,-0.0522021755678127,0.0296465285289261,0.0741723277360789,-0.00318049895122878,0.000461867025200677,0.00474000969079789,-0.00477260359703457,0.00464258069396411,0.0197046739911131,0.0156965275170584,0.00804632983559983,0.0108281179478926,0.00806129237738069,0.015711994382253,-0.00625779111769793,7.33669521396009e-05,0.00900928073446747,0.00312690505125682,-0.00127015573528698,-0.00156340759783012,-0.000259410468614896,0.000742683332826331,2.02298806277624e-05,-0.000456341110069698,0.000452203777920223,8.06995687541361e-05,-0.000253428553075637,1.32530091781771e-06,2.91132380979697e-06,1.2880369932661e-07,7.71915292280592e-08,5.24458192730883e-11,-5.60449448949536e-13,2
0.280930106056298,0.214559502414082,0.0192668221665422,-1.48962129867522,-1.10206170795046,-0.502766042334231,1.72702769299925,0.274134430100763,-0.26501811689376,-0.243631233864013,0.0222234416357887,-0.109175837604567,-0.0432438512499112,0.0566935951340699,0.0915130122807853,0.698641903351097,0.351856169473323,-0.192157476907917,0.165814811528958,0.11887705234927,-0.331070740921823,0.174052086426136,-0.012548746248513,0.23995033729621,0.0436537613250896,-0.0712321424160847,0.499341370363694,-0.0115161335348335,-0.159961124562973,0.325835769549459,-0.0491641531522248,-0.189767811460735,-0.0062904632922819,0.0373421091241624,0.228132156947251,0.0930718592146328,0.134894553084505,0.029503121725485,-0.104841595005167,-0.150703989608456,0.228782640838977,-0.0280812452778955,0.0621907189184729,0.0256405044520353,0.128970850586769,-0.0459230624847458,-0.0759413500047354,0.0148759315996712,-0.00519586656920657,-0.0842331605459514,-0.00766055419040302,-0.00906555680661825,-0.0914484147950038,-0.120155178175106,0.0947893019181371,-0.0198630573022843,0.0330183397115499,-0.00721802269232863,0.00952984688390161,-0.0713530257077709,0.0536643501599361,-0.0385676883556965,0.0146846540840655,-0.0361957476792181,0.00172364510052509,0.00592227753670307,-0.0707095410460474,0.0157279661851236,0.0317153254720464,0.0194877194090609,-0.00223087253679503,-0.0357188432689534,-0.000852002442005802,0.0169073703528509,-0.0722561576614626,0.034427710583034,0.00606166254684654,0.00994523592120548,0.00381209077584039,-0.00677698272594248,0.0378988423518744,-0.024545287378785,0.024836353712549,-0.0258907342057359,0.00105223162337566,0.00299898693411317,0.00931521469729283,-0.00603408360003642,-0.0251591672140647,-0.0095342416660925,0.0123208685512313,0.014839727984625,0.012392834719666,-0.0169111756093997,0.00617957540836266,-0.00643732287472423,0.0055708795293874,-0.0130072654466006,0.00584450108898934,-0.0110771136930533,-0.00293505756652809,-0.00178022095361366,0.00404770038348108,-0.00282049592139306,-0.00610061842280347,0.00264260032993026,-3.5649296646581e-05,-0.00383311963943768,-0.000985187842686213,-0.000241023364967,-0.00106865137118758,-0.000171924062839846,0.00101924490675233,0.000163174679174625,2.28498973732939e-05,-0.0002267187358832,9.64003262021862e-05,-1.41191728031182e-05,2.87237263293335e-06,1.58633699050946e-06,-7.45726069128377e-08,9.57406788048126e-09,1.05760408856547e-10,2
