data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70,data_pca71,data_pca72,data_pca73,data_pca74,data_pca75,data_pca76,data_pca77,data_pca78,data_pca79
1.77914283655759,-0.211419292599791,-0.234052875735205,0.298285117069432,-0.0115883647291602,0.0903221408931918,-0.120440240586643,-0.109893998794835,-0.138779362287937,-0.0342639654671128,-0.269294498200437,-0.0557135803293613,0.146005140694883,-0.112037724120432,0.0239442875256783,-0.0672158553059802,0.10001964259573,0.0298008229342537,-0.0138022319592292,-0.0263652833634784,-0.120847708677182,-0.0104596978686827,-0.0598084791556332,0.0320755461354078,0.0258706480050477,0.0018869193320778,-0.012369851083546,0.0192467512801252,0.0565377445709097,0.0112881746964976,-0.0167226151284577,-0.034065611854505,0.0112553042288393,0.0264509752894045,-0.0382465720600666,0.0233392258510957,0.0308763482430742,-0.00518029820549424,-0.00107926475391928,-0.00153330289492806,-0.015147279701787,0.00934499867567993,0.00126604955529192,-0.0396562100100781,-0.0219565091611122,0.0386856336820947,0.0141240632898546,0.0383473698836436,0.0169896626564375,0.0263875424805788,0.0225573037135773,-0.0178402040297076,-0.00596684693074286,0.0134381430944199,0.0136798094178873,0.01686126097862,0.000752685756856626,0.00643650586675343,0.00426612207037398,-0.000211905963077765,0.0166638130301272,0.0326557062308431,-0.00428756026815246,0.0123031443496659,0.000297065044638072,-0.00144688388691152,0.0134780504345348,-0.0339983891875004,0.00510460296182721,-0.000822375517871371,-0.0138776308486673,-0.00986328199905016,0.0194357067919073,-0.00510689243989782,0.00053701698807941,-0.001636201909962,-0.00343466185271444,-0.00400266302101522,0.507389162561576
0.841251362912511,0.42430200564673,-0.217602912060692,0.150724307256455,-0.265589261408158,-0.32114456223325,-0.0828611506992716,-0.216404837756617,0.153079632481221,0.312364124733416,0.432664978738427,0.484689850451587,-0.274275780216984,0.0170270770088266,0.0135064417849102,-0.176270142515914,0.208104853227024,0.0269147430104697,0.0417945208176025,-0.00410350426468687,0.0824596093665556,0.0453051175004412,-0.0229671297478415,-0.0120190146739502,0.0529626852783949,0.0191567946917811,-0.0496605550326785,-0.0840058970150989,-0.0981076720578767,-0.0962635796581197,-0.0353225724992022,-0.00257173612292779,0.0528038640146964,0.0179137877863759,0.024806614622764,0.0575074135528256,-0.00716839106013785,0.0225039918112404,-0.062326000914976,0.014466546417861,0.0109207598282536,-0.0300509877029922,-0.00969415326635951,-0.0265215080239264,-0.0190859900199131,-0.0228487259868171,-0.00263631686932265,0.0144979584502746,0.0162767534011528,-0.00869730500970359,-0.0063485141921545,0.00201535490823408,0.0333658374653023,-0.0152155729800212,0.00574073258546225,0.000616195833523246,0.0163368998532682,-0.00575530874380608,-0.0008094060912694,-0.0332830270890276,0.0139665902898464,0.00808458497964184,0.0110821977493566,0.00920150205490762,-0.0189005566395358,-0.00800680329396693,0.00871936689715668,-0.000351914759410275,0.0063882371855866,-0.00675454140039063,-0.00906970271932927,-0.00129277985343405,-0.000723935280925264,-0.00879511149314324,0.00530837892443927,0.00221189735332968,-0.00769654486685669,0.00344691062111811,0
0.737006915464184,0.339136067949311,-0.200422392088028,0.256967712171882,-0.137062052267695,-0.301970917769219,-0.431653461630604,-0.146622995343505,-0.140098445187741,0.0998014483761635,0.159987071157204,0.152184285272096,-0.0934109166642852,0.292191427487915,-0.0850635579628782,-0.142260548424072,0.0620906178101557,0.0704033881393991,0.0252621007731983,0.00876288443335357,0.0064165729685418,0.0118529467630807,0.0414046254398504,-0.0040558295343651,0.0313138535515737,0.0325055056506882,-0.0216503922738182,-0.0762080438867754,-0.0217633598998242,-0.0470126297329665,-0.0422068351684328,-0.0309264546816552,0.0117352833642302,-0.0100460861770184,-0.00987109212294719,0.0208193932402683,0.0140048715636302,0.0148868743197664,-0.0266416375878984,0.00670043640628292,0.0135131684267757,0.0180703277015014,0.010521547551492,-0.0293753562135593,-0.0518598406626579,-0.0212956434662653,-0.00233983365631987,0.0641195719588993,-0.0137004285776552,0.0011354621399763,-0.0235678847678969,-0.00766797626211554,0.0161752211981119,0.0060211880145386,-0.0229051403783235,-0.00973825827694377,0.00467958217758472,-0.0103293740638724,0.0135766719120022,-0.0187558371644422,0.00453013042774496,0.00483527918765501,-0.00314437704208423,0.0164257196036774,-0.0188167148777974,-0.00384281848492699,-0.00397264123773141,-0.00454426219392088,-0.0102221812839027,-0.0392172906814965,-0.01145697680115,0.00713448644135652,-8.15713574465699e-05,-0.00886775837490407,0.00758104570077894,-0.0103370397727583,-0.00434884218092539,0.004995540028594,0.616282084521649
0.856962318908575,0.581392611075497,-0.239223965690995,0.210383660117524,0.120462489902624,-0.0661090409413836,-0.122482771427669,0.356391735151903,-0.26948185618627,0.259094421010471,-0.429365913814576,0.140789675527744,0.049847380551128,-0.0224085546158468,-0.131381092710135,-0.17901900964658,-0.0231760562445553,0.105459753171384,0.0945996358511373,-0.125444967690111,0.0457617426602101,-0.00580072107310888,-0.0149776185716772,-0.0127232710992202,0.0319320751303197,0.0382689474635193,0.0146277368354576,-0.00279002277473926,-0.0551430380361983,-0.0675759161169403,0.060932072647194,-0.000977529505278014,0.0369446002562663,0.043447665298296,0.056877891088956,-0.0167430228100852,-0.0358109030334944,0.0451120510038278,0.0199055897163268,-0.0226634244453048,0.0422041047988978,-0.0334730736855601,0.0141088215928875,-0.0202528232802012,0.0183130279091343,0.0736306823462566,0.00133613825753662,-0.00329657192556119,0.043565999530331,-0.0111161904064689,0.0149718074704509,-0.00139943710036847,0.0349623189442058,0.0236602757250602,-0.0420752146937475,0.019434691482538,0.0331119173875814,-0.0256249297330391,-0.00444546489003814,-0.011520938710646,-0.00979028257415809,0.00349226114520906,0.00623535959449752,0.0262467027880957,-0.00306758719109415,-0.0159152904706608,-0.00814970168990673,2.21187061115428e-05,-0.0103970410696783,0.0125216826645606,-0.0210949626691302,0.0300617299889696,-0.00929233715386271,-0.00981172651266485,-0.00349272570271049,-0.00509171149984483,-0.000250598498729278,-0.0132925061251181,0.14519056261343
0.908143557830042,0.354863170472842,-0.312893517364395,0.225879490405825,-0.191999248427374,-0.348100389136397,-0.403915283001926,-0.113103430505872,-0.282062340012147,0.209320801876678,0.107777731474874,0.0869063359639272,-0.0549621679293014,0.311457310845636,-0.10003972596338,-0.0720394080655325,-0.086512469490304,0.0115994224762911,0.11990256340145,-0.0287755288242626,0.0579997362254997,0.0511885810279773,0.0562237591548305,-0.0239150403561621,-0.0161521367949147,0.00566087555846594,-0.0283033787423036,-0.100792691272834,-0.0430711868500375,-0.0935157784665805,0.0218709136363672,-0.00333761259482891,0.0514773888827248,0.0116135022194058,0.0126348646668802,-0.000536373366246147,-0.024362523747529,-0.000379901022957674,0.00693963166124541,0.0134762768484107,0.0461443016833211,-0.0162786413049368,0.0441465066372296,-0.0600371535593334,-0.0416406271895661,0.0305032356759519,0.0179621639540452,0.0124819664389487,-0.0093286458228851,0.0128172863405395,-0.0213850674076549,-0.00245770460522727,0.0340323896449787,6.39166760601071e-05,-0.0169013694364579,0.00567772679612801,-0.0200736181904104,0.0309281404220601,0.00351171795737435,0.0185149789380987,0.000934178116566595,0.0113864406568036,-0.00607680602217788,-0.00185042707156919,0.0102365000642157,0.00734167384688502,0.000217237461182706,-0.0269155411180573,-0.00518138477007916,-0.0031929656999236,0.0235841931058457,0.000704564733850422,-0.00840451341197062,0.0188102384849198,0.0103018299277144,0.00943196716542346,-0.00739414183108059,0.00616463447734795,0.36738397718434
0.00416494261559288,0.215422135262456,-0.14933471437918,-0.785569491784653,0.248319027809444,0.272362081927574,-0.237983084797151,-0.312481848775157,-0.0152199474333657,-0.147454205802824,-0.300573388076476,-0.265458034344792,-0.0803361695402728,-0.0724479874583454,0.0249444104302292,0.0276190352973646,-0.0830483954942618,0.0476889440461696,0.0483586947732176,-0.00283059843064394,0.110450325379413,-0.0249626139577782,0.00095452519326153,-0.0475875802520038,-0.00956135850998513,0.0552734003918196,0.0567735981524498,0.0808128627797493,0.0477886983417474,0.0617608395278602,-0.0228921884814419,0.0183247208348271,0.0266832757923663,0.00103214138548912,-0.0222346505941607,0.0133623561045337,-0.00353256892027849,0.0309184046206901,-0.0111176778465361,0.070604706001361,-0.0118576110051765,-0.0396150013653581,-0.0478970213087275,0.0130880140795854,0.0592516779859776,0.112751770075253,-0.0316656433120835,0.0227339251450864,-0.0480234860484681,-0.0347432689434959,0.00189497218656206,-0.0048697711313815,-0.0782504441112052,-0.0325499253190593,0.0329413977615368,0.00618402665088945,0.0124649316992968,-0.0131063752651326,-0.027505836922264,-0.00115806695199151,0.0473368923063404,-0.0260832618564649,-0.0120753589148762,0.0258767285913871,0.00578981034394432,-0.0167967450335277,0.00263684408900012,-0.00796474772351153,0.00709388558562342,-0.0456021158268587,0.0260926653007695,-0.0122943691849222,0.00968612857144524,0.0331614328295305,-0.0119908200609989,0.0156712226326034,0.00135483217762151,0.00612061829521965,0.310344827586207
-0.952286710297009,0.572853022637753,0.0840176564150421,-0.821284240263523,-0.146738106864478,-0.128959347451659,-0.236843275722069,0.0897593290097785,-0.0533356351654744,-0.213911873235194,-0.16081232141856,0.0810005668704838,0.159975663496332,-0.0515321507804732,-0.0200088621376316,0.23574966970049,0.211519761583768,0.232076449109855,-0.104954310752972,0.182719177273587,-0.0443082411393441,0.0539782815287441,0.0478081621140007,0.0120385393192766,0.047768086303352,0.0645705764842889,0.0814333642555788,0.0841917297096068,0.0453345716484382,0.0621363587612929,0.0579065118127579,-0.0388471958021853,0.00534433136071868,0.0290644879140695,-0.0589637949679665,0.00375269316328354,-0.0058983050681674,0.00637535813164758,0.0646776911953011,0.0307868300342808,-0.0198152978829377,0.107424465775095,0.00176289102585085,0.0725509377900966,0.0702185322364546,0.0493873562943958,-0.0119475448154407,0.0472494245989529,-0.0341373651287049,0.0354419693704296,-0.0475363507808613,0.0520379110879058,-0.0483514228822062,0.0294074741752375,0.0411249422266021,-0.0158365717098371,0.0670269670377488,0.0379641687522322,0.00846938541795329,0.0120653088726699,0.0271639811839213,0.0603044659910706,0.00705386175103769,0.00790625730106186,-0.0149782031027594,0.00319049735586753,0.000140702960000472,0.0355781054968534,0.0173839777767068,0.0213634230132557,-0.00811761070696078,0.00738175416500262,-0.0374772362069326,-0.00807348758981002,-0.0107875014892744,-0.000415759634110563,-0.00096650816092842,0.00431095167706074,0.450350012963443
1.66340974563845,-0.214579877646732,-0.137720849396527,0.280701429955707,-0.058849665474071,-0.0601460872390035,-0.137879236566193,0.16040882548385,-0.21887078465809,0.25751801659907,-0.189459755450618,0.0593912569049625,0.0135661654771679,-0.0604627283470794,0.0262746641584064,0.0673776135843358,0.0390821444061076,0.0366401351199693,0.0252234282006186,-0.0465993593433493,-0.0215522702957325,-0.0131359875556637,-0.0248979366346964,0.0181329888438772,-0.00519331072400542,-0.01588082063996,0.0106260170944819,-0.0101062794217234,-0.00569137203881678,-0.0100139571166583,0.0263228310433396,-0.0169004413511669,0.0248846089125836,0.0443465313315538,0.00777463058909619,0.00233323324026559,-0.0146150320963312,-0.00839969106638856,0.0135752706446152,0.00441601715878871,0.00653202062709702,-0.0284380209020878,0.012584757329133,-0.0322204913175794,0.0144352478164507,0.0524485989152511,-0.00313353734164411,0.00325881857690265,0.0111702132905221,0.0126687159114606,0.00260778370919094,-0.0139726773797775,0.0159180934510613,-0.0199899392250149,0.019510922626885,0.0255635572579226,-0.0191243332119659,0.0145693891211709,0.0146660109342523,0.0037829911593493,0.00861131223218681,0.0159308257362683,-0.00558590715015939,0.0194796029402436,-0.00297631923013525,-0.00931629184012874,0.00324717550711361,-0.00139239770365089,-0.00719743780247707,-0.00429673341702122,-0.0107535764906484,-0.00726267285635339,-0.00487141047461643,-0.00292815840152603,0.000666039456316114,-0.00523073059371605,-0.00271030010275471,0.0013691524358466,0.382940108892922
-0.315970934170547,-0.473947987047536,-0.170024310057109,-0.340316147155259,0.216794096847384,0.608046256896978,-0.282878827716292,0.0373527000414012,0.550989012699099,0.544851399166796,-0.289790845656716,0.170277428004906,0.0714406580243969,0.0781459851326331,0.173750317673722,0.212321714016231,-0.319090760205383,-0.0376794355276246,0.0107824448957517,-0.196088219747264,0.0547741244826088,0.340882590804127,0.0166921960372459,-0.0772283577205748,0.0741725498592966,0.0262194263065284,0.0799827937060441,-0.00806853144127571,0.0173769550681098,-0.0905837394888545,-0.0807710576986875,-0.0238460892172415,0.104784586989266,-0.0309412412889991,0.0530238847375913,0.018224201786644,0.0729987881156689,-0.020888315095332,-0.000173029627453451,0.028282824808183,-0.0260893632138427,-0.0175724944319503,0.123341335074649,-0.062196009612855,-0.0283611205808821,-0.0827435388264926,-0.0368606183715349,-0.00106600658371431,-0.0185323016805851,0.0589822418062634,0.0509436349817721,-0.0114185402999686,0.0113635607825296,-0.0261844388573144,-0.0236482825185288,-0.0512453796313952,0.0758677874598267,0.00783527237736965,-0.00158676067373411,-0.0223978514437424,0.0100614177030253,-0.00550108854509072,-0.0235592523130581,0.0247101262213105,0.0171458841603623,-0.00435275912063499,0.0173564888395539,-0.00144754824531774,0.00570876810443906,0.0257075292492348,0.0118104277128309,0.00948573150660357,-0.0114305802976548,-0.0216700083031009,-8.0303337977121e-05,-0.00877276487828844,0.00557013295314704,-0.00483782475243445,0.39331086336531
0.947055393121485,0.0798654080224607,0.433166655790841,-0.124293790987134,0.312890145410507,-0.457909469036325,0.422545316372574,0.371290011978948,0.0587002154414928,0.298508463571758,0.00837142340979812,0.170028912077291,-0.0543728205700318,0.43143273890211,0.301760178645837,0.167846116633134,-0.0575561454569466,-0.165348584741238,0.0213368027868675,0.0496107287930445,-0.202449450132,0.100470545040301,-0.122186172245309,0.0299735606080539,-0.124064798270998,-0.15232731858147,0.041719808560803,0.0519818198876913,-0.0625954546176581,-0.0552157865281224,-0.0288081538583242,0.125973194003226,0.00195977815893668,0.0602109022791563,0.0211444368642051,-0.04933371242698,-0.00525043019984703,-0.0380088082782508,0.00507215833302542,-0.0425361433147707,0.0124201022778235,-0.056385964058145,-0.0289614794373564,0.0362622769423448,0.00846070380396099,0.00580715538903556,0.0103750691116162,0.0200576814472395,-0.0037308258728531,0.0171831729956645,-0.0273303574079963,-0.056766058929154,-0.013629496554453,-0.0638381146922303,0.0205837345910059,0.0363164867477987,0.0349703002871564,0.0086883120434327,-0.0312405551535289,-0.0136695464723819,0.0330129010164823,0.00568684057496513,-0.0019099437895934,-0.0250262797558777,-0.0129401170649847,-0.00752306596691468,-0.0115747776643257,0.0166065649105737,0.00704397720647861,-0.0198589580065908,-0.0039336557127032,-0.0119783113967275,-0.0123656734641647,-0.00526904855934713,-0.00915135179377793,0.00232614899449366,-0.00898393882869065,-0.0136523641646367,0.569613689395904
