data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47
1.25075640710691,-0.207035651157124,0.112093990254871,-0.253669307016917,0.01787759336706,0.286998158800551,-0.160788561313235,-0.112602129633227,-0.0319918209000561,0.0342046788951098,-0.040809345036402,0.0199702080445365,0.0174608289449383,0.0265919647901347,0.0539870215686055,0.0138496698617609,0.0629970631441004,-0.0513834916274088,0.0274547769389407,0.0530232969883988,-0.0436962789505072,-0.00608192529838342,-0.00826693291605551,-0.0152922567175577,-0.00235266133351646,-0.00539997160612396,-0.00422979817473738,-0.00220543342084409,-0.00717045325995354,-0.0189383359943071,0.0213695992475052,0.0383926495724863,0.0466558565947626,0.047784969399213,-0.00902608392098339,0.0185748755575314,-0.0332285056892199,0.0124265539955515,-0.0204617794089059,-0.011326916719789,-0.00309259523551244,-0.00124541169983715,0.0104391219102684,0.00274754418874911,0.00273825531848101,-0.00217846284809837,0.507389162561576
0.729053351280016,0.449931388757016,-0.0468407850687213,-0.147591436238914,0.16342850803846,-0.267537227149118,0.358909021461419,0.183151871426597,0.142947434462196,0.275025425826819,0.285620006078709,-0.196436443348765,0.139091793657837,0.0570711623791597,0.119541563730665,-0.0261322881541299,0.0367884826617483,0.0146099389076805,-0.0253025539685728,-0.00578297269955409,0.0167386662044087,0.0570085241469818,0.0449526924207003,0.0224004033900412,0.039523074695215,0.103100793548342,0.0229704136208267,0.0169208677011731,-0.00506150497112074,-0.0305636350096781,-0.00420485911826619,0.00756041826144896,-0.00825371460328238,0.0241616716987714,-0.0230853794923996,0.0191343170202765,-0.00831946889128673,0.0201054475918355,0.00623145653996182,0.00578203430243337,-0.00200994900702687,-0.0197327073574341,-0.00534805467259594,-0.00227426044410966,0.0153693933178171,0.00215389131055829,0
0.666920806859381,0.363306035943537,0.0921296597747133,-0.179510611929742,-0.16915227049137,-0.0158014716854509,-0.125714363794725,0.0262989649827275,0.0446375011907837,-0.0842193744674558,0.231287961548451,-0.0981224781087805,0.136852903051133,-0.0299024317391415,0.0667938254796293,-0.000238958421718553,0.0687357799853088,0.0337796574798773,-0.0248723537483241,-0.0362430589492224,-0.0176550283768454,0.00630418475470847,0.0322597444779308,0.024177819519063,0.0219802691725719,0.0277497098802956,-0.00314198789640758,0.00503590943729264,0.0110227942067235,-0.0116844809139402,-0.0252164574523675,-0.00840157816302696,0.0173370024032074,0.0206691929216974,-0.00630582986005595,-0.015934878625373,0.0179188138916534,0.000484266351211646,0.00163578514469257,0.00419565200195832,0.00426095305373657,-0.0142187399005811,-0.00841923575323416,0.00155541860737221,-0.00334534471762053,-0.00180286282827363,0.616282084521649
0.71714135141748,0.343100646445137,0.0413441540577885,-0.217443322416582,-0.169351377005031,-0.120158432565474,-0.283907159366755,-0.0274250321479677,0.0802076987651758,-0.0759827890115085,0.15611563205977,-0.0620789623836311,0.117908005180303,-0.101901738756612,0.0226583761515968,-0.00436209453936299,-0.0133112501175555,0.0524955130945094,0.00270247036038697,0.00386649016293978,0.00525564413891729,0.0181448007351171,-0.0151485443436672,-0.000368438903415403,0.0170567968865895,0.0296364974098283,0.0174396881214675,0.044101478892203,0.0312792436070344,0.0019107928167943,0.0253319069973677,-0.0180453991923657,-0.0225031498667552,0.0551865103520052,-0.0204510287045927,-0.0125468528208838,-0.00544776790118592,0.0059900820465425,-0.00595368807360411,0.00858576444237127,-0.00536734701661232,-0.0083853170882988,0.00201148596731998,-0.0036459651857495,-0.00166928863369975,-0.00358501805196836,0.14519056261343
0.784364924205509,0.337678039407729,0.0149284855080446,-0.245634894069506,-0.164923770917116,-0.136380584408061,-0.296783578851225,-0.0440540672927294,0.0941218455090423,-0.0990093835590534,0.210811996076801,-0.041490972452847,0.149835268940398,-0.0937606024351606,0.0245340034405577,-0.00110828928148009,0.00824257536156746,0.0620179448832853,-0.00599676765083257,-0.0324924479121331,-0.0170829907269279,0.00922966095493362,-0.00828761931437636,0.00538202902866208,0.0155736121324797,0.0528711519844399,0.0175548365510267,0.0212864211514992,0.00817218756713891,0.0136302890176882,0.0191465454611212,-0.0109346913795914,-0.0124665312410582,0.0361282866358279,-0.0211186346942469,-0.0064933226360886,-0.00435238259083687,0.000259495969060481,-0.00725261056474912,0.00785855989031693,0.00389796502989087,-0.00172831310066682,-0.00383362329498903,-0.00309102920604796,-0.00272879899609656,-0.00104947994939982,0.36738397718434
-0.180677611786086,0.0809046175342028,-0.727553496016557,0.228640274993704,-0.124026035342989,0.4540850152294,-0.102922929645433,-0.176566143380382,-0.0334094120349928,-0.117660441241138,-0.127211933653381,-0.0399491577829029,-0.0354832146118749,0.0550149137466772,-0.0176346777931156,0.00641403885740534,-0.00625382768181484,0.0482175750053643,0.0426568375960164,-0.0221775725541452,0.120575734671346,0.0536052375795235,-0.000383241681054257,-0.0304843969093879,0.0606703944004926,-0.0552589329142057,-0.0111176913149435,-0.109137191534822,0.0223773407750837,0.0349860131096525,0.0412069910850182,-0.0339182659713084,0.0503808139157906,0.00139003206301153,0.0114869282585118,0.000180043060525657,0.00847488279804521,0.0302772635013124,-0.0124809721742312,-0.0322231181723388,-0.0146618938069451,0.0148722965374428,-0.0245696522666612,-0.00883757834730646,0.0104827952642613,0.00429110098521076,0.310344827586207
-0.777453073643752,0.307963567519056,-0.623911499859908,0.209630138893132,-0.0843509511833462,0.105317563032335,-0.213091070770309,-0.0660713310724156,-0.159329566782298,0.13413732344911,-0.0129427953530546,0.093397534853567,-0.195484661794721,0.0124233269470072,0.0187561723025132,-0.118599442423369,0.106664715163663,0.0777289715727138,0.0734962626048552,-0.0494009072730185,0.0674505091748708,-0.16708090455582,0.0582340986191173,0.0380910807444454,-0.0239388434434484,-0.0381207129587878,-0.0454132045380162,-0.0210145686232186,-0.000131650620431674,-0.00941547822287936,-0.0185499093861911,-0.0731743883666207,0.0805513176180195,-0.00055905366920659,0.0129304165037642,-0.0203088272226011,-0.0129307532418637,-0.0450453731922986,0.00327538169891394,-0.0160077181125368,-0.000911257282592214,-0.0245685853594702,0.00428101967380122,0.0177838547578741,0.010397443221168,0.00373887058382909,0.450350012963443
1.21182552221628,-0.170768022130778,0.108253996318319,-0.191650049997429,-0.0474595139914948,-0.07688934210132,-0.281974082169148,-0.00412702838947691,0.191150423425571,0.0930539375914379,0.0416510789707336,0.0127710781965666,-0.00950896983237117,0.00571748471187719,0.0514257494481165,-0.0206308880674748,0.01981618556412,-0.0231213921805486,0.0172050343784614,0.00991560117427932,-0.0143648327843352,-0.00637421680526565,-0.0155449395803205,-0.00544837085366482,0.00269932950470076,0.00206072567240732,-0.000186716815895374,-0.0154147316136647,-0.0253443225303211,0.00568183211015481,0.0380743482098073,0.00949023612248025,0.0410829451355133,0.015509574833443,-0.027671036155904,0.00599678100267341,-0.0145956173736351,0.0178513261612561,0.0089974926705447,-0.00801143153590022,0.0147339831283247,-0.0045947842445115,-0.00391808587900671,-0.00278969195948835,-0.00198557680461563,0.00397267043422856,0.382940108892922
-0.433319700345022,-0.260179645755187,-0.378759094371356,0.170815233215161,-0.162284202170344,0.417516771851728,0.0689520096260917,0.301059477128299,0.477356808827494,0.19954587383542,-0.0755478318893817,0.15113579716113,0.036787273161567,-0.17330600487097,-0.233637246963729,-0.0163961066586229,-0.083934387275896,0.0484235979688196,-0.124224688091091,0.0488974531250064,0.0209773544171235,0.0307367250174999,-0.0501654542094544,-0.0835472834282296,-0.069844236407064,0.0542034898143856,0.0134513737412092,0.000838413786696443,-0.0263054859987914,0.0180654993516954,-0.0316470248309271,-0.0145086886419829,-0.0143519767667571,-0.0138317654680871,-0.00585928653676703,0.010559869184374,0.0107639359405286,0.00489700638577455,-0.0111149118997978,-0.0101002589664604,0.00147595853659686,-0.011120697285168,-0.00256580419382108,0.0144125720742482,-0.00549389263524552,0.00298343509479286,0.39331086336531
0.736148240786552,0.128396812487987,0.0845917832871404,0.347235629362121,-0.240176623864959,-0.576410014558348,0.164888136372949,0.174173741804756,0.31572667620893,-0.115150134223769,0.155841922197793,0.335324850486731,-0.164349652689851,-0.0270068257550053,-0.0712042202562855,-0.0145397183190026,0.0368590661608614,-0.0686312705277977,0.074593261626329,0.0635114711137345,-0.0884218032438921,-0.0297868015106349,-0.110052745562081,-0.0453913625698655,0.0222118159642133,-0.0489557852898808,0.0587526540175982,0.0767807116145082,-0.0375396674266786,-0.0159316159389457,0.0146783117420544,-0.0406652480237853,-0.0260709526845133,0.00892210495022402,0.0318174677268005,-0.00408455349079713,-0.0213573716291349,0.0062721709547414,0.0268843487950346,-0.0235650742487627,0.00195724453435489,-0.00636111833485828,-0.0214312350036096,0.00819837413050587,0.00454921237720173,0.00541897285432417,0.569613689395904
