data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62
1.45019704336077,-0.147883272421272,-0.078500950340586,0.296842139186395,0.0587064410019299,0.322826634535915,-0.0838163693332784,-0.177983264163965,0.0257746808067735,0.00810796280908906,0.115045398621498,0.0351345211702407,0.0117680341230923,0.00465834153866545,0.0247766402638198,0.0613396371013317,0.017434649248374,0.0307531806604161,0.00605407969597562,-0.0229487343169456,-0.0441661660999606,0.0437455991205439,-0.0696253786608181,0.0162270783293494,0.0188023262927903,-0.0195984774433286,-0.00662507462629684,-0.0297856023750096,-0.0148838208586698,0.024178407545418,-0.00579134349085505,-0.0161416680095258,0.0163495971517739,-0.0237444975663625,-0.0157699736381904,0.0333039417216988,0.00336474147876927,-0.0120415913055762,0.04349231513042,-0.00849940417733894,0.00920896084829298,-0.0101525895708735,0.0294969478728473,-0.00901979163800606,-0.0480316516097334,-0.0432993549218607,-0.0134051152107453,0.00363145211876641,-0.00479453773708452,0.00352000485841671,0.0100130689017105,0.0054673831111508,0.0129662850888868,0.000403933914888311,0.00100990664643203,-0.00757957760164714,0.00452922754625431,0.000480241151826034,-0.00622187402422156,-0.000822304259228676,-0.000864625229336667,0.507389162561576
0.756859300043763,0.385699125074363,-0.175819293094477,0.155387960596827,0.205903582845414,-0.359304804003604,0.230415240186464,0.271895595942721,0.131673330988013,0.463691340864946,-0.316277391177141,0.0183673826691711,0.0877006204279396,-0.0254353645604245,0.193745901313261,0.177467457023546,0.0153512270726299,0.145472514520565,-0.0697209293225119,0.084282922183713,-0.0329479073218414,0.024428627924747,-0.00761914371460639,-0.0427079028610869,0.0386379333444054,-0.00340664790084482,0.0300773310917601,0.0132878779013061,0.0360004941568455,-0.0336294929080034,0.0599291559213593,0.0297458884088821,0.0132369013013777,-0.000257574851331254,0.0118548241796519,0.017928613188455,0.0372712037972536,-0.0129823020048774,0.0231570025112863,0.00349565930520336,-0.0222347750081425,-0.0044207665321393,-0.00965029359686005,-0.0332771704733004,-0.00755018827017012,0.00146475865350941,0.0166322480478364,0.00399747944031493,0.00641851804718972,0.0120429061798843,-0.0264321760891115,-0.00191597314716705,-0.0111042616627313,-0.00152114839175903,-0.00217441550699863,0.00230151047902022,-0.00194158210259399,0.000595793535835216,-0.00331526885753576,0.00128966737063616,-0.00374488996793091,0
0.659794190183775,0.168479447125026,-0.10522306529486,0.31225061049564,0.0279760174960745,-0.0726129499850234,-0.252347311546126,-0.0591837809617034,-0.0495474569414137,0.227434117626994,-0.284177263579486,-0.0503979952594186,-0.265401968912321,-0.0520261781983183,0.14864644526518,0.107028976084599,0.17491514242741,-0.101268024475442,-0.178737925025382,0.0554373100851213,0.0337373546659585,0.0464413389361295,0.0796640970223738,-0.0591510058479746,0.102602110383647,-0.00768725773991908,0.013939688411633,0.0347437795586508,0.0395243508595833,0.033656150181898,0.0578556697486657,-0.0696331797353906,0.025103808952514,-0.00405421677861001,0.0136275310017002,0.0323055209382658,0.0112162764728344,-0.0340108613991335,0.0319292700369416,0.0205825345940949,0.0146978965205489,0.00817593206881754,-0.00677805687322866,0.00575253929455477,-0.00624086933102531,0.0113965564276209,0.0224515928340082,-0.00881547222040892,0.0138051740480774,-0.00117073803461037,0.0118711160539161,0.0245546101933792,-0.00279399239626016,-0.0097646144342065,-0.018096229223747,0.00422496951301183,-0.00306142902514505,0.00894685804889474,0.00103688336542376,5.65433751149064e-05,0.00230674789553162,0.616282084521649
0.75268253958642,0.296235189722467,-0.139644219816339,0.257301331553383,0.0549294130362762,-0.208733474529491,-0.330946472311282,-0.0816008438363106,0.0937958997198435,0.137875398137625,-0.200587749275251,0.111091017823325,-0.20255138367451,-0.162991598124115,0.0343491266660384,-0.0120231690102557,-0.0470535095691571,0.145606391232133,0.0406469544526337,0.0472388579298421,0.0611879563566233,0.0755980648601718,-0.0283587716610143,-0.0249606125430447,-0.015871230874545,-0.0360504660670783,-0.0272056607334,0.0062736785221429,0.0151353575679465,-0.0339165145097551,0.0671840117424193,0.00668607144067184,0.00532206792588574,0.00772090633675864,0.00615744378041027,-0.0465567057962138,-0.00544793339893209,-0.0128205997325637,0.0106973355323006,-0.0327953023691202,-0.0192573171473454,0.0110348671565999,0.0408629484741725,0.0338167039990333,0.0244195705038151,-0.0400821823783355,-0.00815832398918363,-0.0034092753613859,-0.0106377808675173,-0.0138578867674077,0.00535359279736255,-0.0152643927230871,-0.0138361677314082,0.0127482942170443,0.001586217698151,0.0051998173312815,0.00534520793575912,-0.00290615725490839,0.00765595473180393,-0.000673462885540646,-0.00174807035083145,0.14519056261343
0.804091758672678,0.293012440654451,-0.194783113334807,0.283224777599824,0.0662163022444289,-0.22476136186021,-0.336279588357069,-0.136818137717144,0.124929102589183,0.140523883468744,-0.249880800776019,0.152326726791727,-0.21152718823398,-0.171946262237386,0.078498908123084,0.0318325418818788,-0.0328385448460638,0.134303315713698,-0.00796550500680974,0.0328370891428132,0.051965419764582,0.0407609295273996,-0.0164457052832098,-0.0523699920183721,-0.0160772452881584,-0.00386994933374356,-0.0184314564122166,-0.00400671404028494,0.0219476262073539,-0.0134208474944155,0.0429097037221898,-0.00212173408551023,0.00920273292391377,-0.00872522270282057,-0.00349199935976884,-0.0116827128449845,-0.0180441400887906,-0.0356853418740651,0.0216542997969052,0.00068332684371729,-0.0183251583426614,-0.00469041073278339,0.0140251140107107,-0.0296024886764619,-0.0226546980662999,0.0108851194504808,0.00546363376263045,0.0171745553748193,-0.00789913548072251,-0.0040049572834027,0.0084542026475471,0.00847351802618381,-0.0123126502561858,0.00294400531975325,-0.00662517838103278,0.00702479458132487,-0.0114528862672404,-0.00227142753081941,0.00522754613366302,-0.000661877147175945,0.000286008036706498,0.36738397718434
-0.104658506804244,0.00255488358819852,-0.401173697668973,-0.627252826351718,-0.290153342050777,0.414804047297278,0.000412646465636907,-0.262589760224771,-0.105822179510609,-0.0710784984794783,0.00721339267935155,-0.143432881695988,-0.0764689170512692,0.0441116342389469,-0.0505635075747604,-0.101805970230414,-0.105279749004272,0.049827639550142,0.00177290400027528,0.067574879052266,-0.0177863000130686,-0.0498922466428585,0.0616191892444817,0.0443083728740503,0.0286847186108731,-0.0754647440506204,-0.0214554567576059,0.0097007859605742,-0.062701045760091,-0.0123304113035925,-0.0279234471538699,0.05604095972587,-0.0247968063412939,-0.0626458765742805,0.0777617920738951,-0.0428163996466823,-0.0375264671849897,0.00622174243801396,-0.0211034152685837,0.090056638997454,0.0372840240569756,-0.0368041742411012,0.0135713710268262,-0.0180138270869633,-0.0259480217014984,-0.0336769215616398,-0.0256856670275819,0.0136424977157489,0.0115082100773062,0.03190263492948,-0.00224432596629544,0.0260115716791059,-0.0196055346180883,-0.0287810200998152,-0.0281589785071953,-0.0122399644666154,0.00912677926636862,0.00245666954759263,-0.00523002819468912,-4.6458588808929e-05,0.00546984254658331,0.310344827586207
-0.837861127624308,0.364814086061399,-0.183313334424694,-0.701676585209394,-0.113430661400627,0.105336897575787,-0.238468540636494,-0.199714379992466,-0.162635765183324,0.0223657445916605,0.249664127377035,0.142627519624611,0.200283594932631,0.112316703139008,-0.20193294952006,0.0137181319571055,0.135028322747389,-0.068268492960801,-0.19200411025787,-0.107010109147974,-0.125952586263068,-0.0533755040877677,0.0658261904220261,-0.0408669726077561,0.0306770770924807,-0.0222586023485282,0.0910121428114104,0.0141494920133451,-0.0771668390132863,0.0969211565729926,0.0203012917463907,0.000540699837848273,-0.0292289867809055,-0.0807833231564174,-0.0609406696568996,0.0166757502191719,-0.00132957987349927,0.040626824594531,-0.0336402532517412,0.0742085376391288,0.00439426757397476,-0.0393750337256764,-0.0105256345883321,0.0457127914030209,0.00682564143447293,-0.0606032187061329,-0.0101486415319871,-0.00229377596933813,-0.0183105735902904,-0.0102900887712938,-0.00511376733601712,0.0216390048968208,0.00825687267336809,0.00513148779148874,0.0113764918771735,0.012776008070154,-0.0058352743617689,0.00832548501959545,0.00210417929433788,0.000908887916371559,-0.00055153439768486,0.450350012963443
1.3807657641313,-0.121568949314456,-0.0250144852148173,0.254548024093325,0.0730000094830238,-0.000555426549144365,-0.271949354932595,-0.0810745845522136,0.267752138058967,0.0533087165021003,0.0128149480171038,0.0527062102620253,0.0732766165358685,0.0330615724449705,-0.0486410719253751,-0.0066870993246861,0.0673402549175975,-0.0265221372504222,-0.0354504002843846,0.0109200319525736,0.00383031377306908,0.0334107218585402,-0.0102254353148634,-0.0153344069111183,-0.00647273564303607,0.0109193545971426,0.0219902011054403,-0.00891158371798912,0.0111947805456333,0.0171834938077179,0.0204724221170671,0.0346636181147841,-0.0173727385661078,0.0207987841686264,-0.0166320028890872,-0.00227057143512594,-0.0126947834866771,0.00519836952287372,0.0187814461295962,-0.00846167797037259,0.0103079667954339,-0.0358944149350993,0.030369781957039,-0.0246518226850692,-0.0359324247133821,-0.00226961955249854,0.00201835636272034,0.0116878265156377,0.00555390348476172,0.0019689037603867,0.0139206104113336,-0.00100776917930668,-0.00147009302311168,0.00135368410586641,-0.00969657322903828,0.004279139815337,-0.0120287284067615,0.00924799968991934,0.000351459384890299,0.000536052441749299,-0.00240657439953425,0.382940108892922
-0.467164431064988,-0.306493952061944,-0.280002674065293,-0.278029724256663,-0.334970724474746,0.47586624859011,0.050992580866153,0.458214337150756,0.569255820142827,0.164706314560093,0.0231464926940538,0.128120804069585,-0.159419676037965,0.0838276874776746,0.0302609811773438,-0.309873476823181,0.109124569568877,0.0481374395235369,0.218867470442377,-0.105790456520592,0.140031535146122,0.0756172179234766,0.0644759418110462,-0.0355848106076576,-0.0313694062421929,0.0189556620751294,-0.018846528244244,-0.0353929661637914,0.0620656922028228,0.0246809008826944,0.0929464790932445,-0.0408008537325592,0.0273958243037863,0.0264931851530663,-0.0923779193684357,0.0203848379912278,-0.0577588542390183,0.0672486855704438,-0.00847594705303933,-0.0420682460837092,0.0339339771253479,0.00948759482550476,-0.0120425150230477,-0.00722328532920891,0.0161344514128615,-0.000509658999616874,-0.0262098016370255,0.000332757754639792,-0.00846919936131707,0.0241867659839038,-0.0103853926569879,0.0134860095519348,-0.00842977451071341,0.0051642585016665,-0.0023381525425484,0.00107290643800757,0.00358318132722235,0.000611135098564514,0.000911459085314312,0.000738824472989512,-0.00350812914023286,0.39331086336531
0.781614051160923,0.0649120898621428,0.343193705719406,-0.11793706682056,-0.245902822756827,-0.757828283465725,0.0965883697255864,0.152324629318037,0.2595567986154,-0.0491328685115102,-0.184879951441174,0.298983658138882,-0.269525318183003,0.274446729255131,-0.0757664650643471,-0.0510905161813005,-0.115384493448449,-0.0990059537330987,0.0214317114766357,-0.102908013568706,-0.0109333068563424,0.257373227754893,-0.116574130716125,-0.0032390085494198,0.0075563551776955,-0.0622132033774088,0.083432641485852,-0.0497074914659625,-0.0783596352413211,-0.00255771106101769,-0.0355555488755631,0.00267911672037066,0.00768806901764761,0.0432664082360274,0.0222565379594183,-0.00562049523985336,-0.0144536882644846,0.0159642625128911,0.0232533305054609,0.0249369963455882,-0.0164109681153683,-0.0276251980027251,0.0169252628027224,0.0158030405100224,0.0137311183150267,0.00250761303701554,-0.0100009714309263,-0.00733292722648255,0.0352047954574385,0.00748955550212454,-0.0158239788910692,-0.00166363792697251,-0.00340807660138816,0.00838176632427416,0.0105581737521052,0.00159879129049143,-0.00283399340092586,0.00552692653094385,-0.00260029119817745,0.00411964800469782,-0.000334734219511138,0.569613689395904
