data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30
1.04124987519193,-0.0714666735867039,-0.161382484819361,-0.111563360724929,-0.34900927444402,-0.132882510547902,-0.112817128787399,-0.0146426712239528,0.0731789548439516,-0.0111696658872564,0.019870931863741,0.00564915376940705,0.0102045809978953,0.0501493322123723,0.0101909093197703,-0.0210972260025276,0.0426169403454885,0.0537624290249911,-0.029793308864957,0.0030235453006241,-0.0182909735602964,-0.00209253134102421,-0.00933830446888959,-0.00420687559797325,-0.0666931745035554,-0.00607938395062918,0.00782186656684348,0.0107692547363453,0.00990679139375802,0.507389162561576
0.62240482849397,0.350364471630636,0.23687134276279,0.231343645043021,0.0045121900285766,0.239100062589095,0.454333199626819,0.305320752693771,0.0443426230625644,0.0117734064372325,0.07081524521719,0.150818081008011,0.188063294192543,-0.0364718662790769,0.0775727202004862,-0.0378360821894239,0.0290641806852699,0.0514914128872274,0.0326029801741816,0.00645222452834907,-0.0595850085600393,-0.0452493111642929,0.0179422548824811,-0.0289182409229424,-0.0333412051671411,-0.0239151273987373,-0.0142348343645604,0.0148438918063406,-0.00082617910646115,0
0.578515128244331,0.284278075318973,-0.00840569474953862,-0.20489525126257,-0.0767760832330058,0.102349988195565,-0.0374268457084043,0.0441481101609692,-0.120640507852985,0.072302616097842,0.114846288571001,0.149037890763273,0.111062444674932,-0.0385943397164945,0.101280174281672,-0.0825381137768312,0.0372202322374174,0.033854351301131,-0.00501499674024327,0.0142217126170441,-0.0180787672134531,-0.0613727780355949,-0.0105700205647934,-0.00151415140986444,-0.0144813693384485,0.00157869207615357,-0.00376565518913136,0.00405267599400354,-0.00888557483744453,0.616282084521649
0.650814764335737,0.23274501890834,0.0670321672487104,-0.213118470100874,-0.060971562049907,0.223063872174977,-0.213566604409582,-0.0261319867702644,-0.0846481151634719,0.0652276601479139,0.0618898851372682,0.0647944671801845,0.0826999277133067,0.0241053222510696,0.0634622365589838,0.0178081905268158,-0.009785389322532,0.0224963422881132,-0.0022639681602364,-0.0376943600135175,-0.0150237751587598,0.019626487892017,-0.0234637167006784,-0.0260510534725493,-0.0344955990482949,0.0038813259189516,-0.00939781105809995,0.00502780064518846,-0.0042191232401697,0.14519056261343
0.707646987757142,0.21485151162899,0.0880560941035236,-0.213407843176617,-0.0747183376654226,0.242685933043291,-0.225548832436573,-0.0299388914212471,-0.106803031889349,0.0957930944470311,0.0578586787099381,0.111129415209205,0.0942922845989387,0.0165040256332622,0.0766809617530883,-0.0278800774323396,-0.0285528887168412,0.0146257812106363,0.00727456441821095,-0.0309188809933163,-0.0163165504867978,0.0135882224441361,-0.0112312567899055,-0.0258781445852053,-0.0289080665048253,0.0116704817363863,-0.00899739088695536,0.00578994054979893,-0.00975677561164776,0.36738397718434
-0.382554568541383,-0.313759974855844,0.498715496107077,-0.179130419261934,-0.183587170157085,-0.422907270465543,-0.123359372163902,-0.113590177063008,-0.0531937649098816,0.121197999406137,-0.0104162422295691,-0.0900065742878802,-0.0762538304785363,-0.0623335654989815,-0.0601240035975326,0.0951844925119555,-0.0491055222605666,-0.0451602367394613,0.034027886622031,0.0669092895297047,-0.0407607694611285,0.0271548606840078,-0.0342946421827624,0.0411811368113973,-0.0115288102975625,-0.00214462650435672,-0.00650518989724238,-0.020630633352476,-0.0158126214166816,0.310344827586207
-0.795250621231952,-0.037362128405049,0.576295809287834,-0.111452223250342,-0.0392444789897593,-0.166613521614585,-0.163363927771633,-0.150535317422967,0.144944739394512,-0.119853507815522,-0.122028576048478,-0.00051839982203384,-0.130939387318662,-0.118271241871563,0.054078268746272,-0.100171526228147,0.0811074968290477,-0.0245987425271114,0.0287937233216449,0.141851927688369,-0.0470242508966567,0.00892186236799975,-0.0127773194067744,0.0515579102269569,-0.00697202080821746,-0.00119919704130815,0.000210060074792854,0.014182606174346,0.000299115311357061,0.450350012963443
1.04465039815075,-0.0367272080540265,-0.0520959989014667,-0.108246827253117,-0.11317964903612,0.157671872036497,-0.236233842115815,0.177343185658178,0.0614693334120587,-0.00500013139592534,-0.0258234242278326,0.0308849680927377,0.0184700091704597,0.0319543841451908,0.0178520547948011,-0.0150434431728398,0.0176863275259657,-0.0025806212526245,0.0103665524028792,0.0185332822163686,-0.0195761691381348,0.00857658309539074,0.00168438104988671,-0.00625665799169729,-0.0516087569232034,-0.00613419222141991,0.0118123173900873,0.0160018276626725,-0.00753768429134461,0.382940108892922
-0.491631562601527,-0.244094668062084,0.248932875862166,-0.219358992893288,0.000672227737479797,-0.397507021208667,-0.00730698463183555,0.549983373585383,-0.0322686947352192,-0.0549454436794777,0.0375615132886953,-0.030269102141649,-0.118339973534198,0.0492329440170756,0.0549715998480971,0.04645181056385,-0.0517397395966451,-0.00321868111657046,-0.00519643521853638,-0.00586349102698273,-0.00822458885660627,0.118773596131347,0.0283259721760879,-0.0280820450035967,0.0476055083883291,0.0113345859689445,0.0119901333212919,-0.000660518681508791,-0.0102348756992788,0.39331086336531
0.673564223876887,0.144948576919085,0.187438959943608,0.0128625967157889,0.712253910195922,0.237404307362694,-0.0626845373575371,0.187004051987755,-0.180267242153149,0.0093815680923279,-0.262482127373706,0.106215665330019,-0.129384211902266,0.095696709162242,0.0274651626822034,-0.0202640815382318,0.0993936719709816,-0.0120821303245652,0.00801222342476797,-0.0375628643006825,0.0105669656300922,0.0230061880795618,-0.0383427617652304,-0.000167148131447781,-0.014813305762212,0.00129611778887887,0.0187955642669419,-0.00160905034658336,-0.0182333925931785,0.569613689395904
