data_pca1,data_pca2,data_pca3,data_pca4,data_pca5,data_pca6,data_pca7,data_pca8,data_pca9,data_pca10,data_pca11,data_pca12,data_pca13,data_pca14,data_pca15,data_pca16,data_pca17,data_pca18,data_pca19,data_pca20,data_pca21,data_pca22,data_pca23,data_pca24,data_pca25,data_pca26,data_pca27,data_pca28,data_pca29,data_pca30,data_pca31,data_pca32,data_pca33,data_pca34,data_pca35,data_pca36,data_pca37,data_pca38,data_pca39,data_pca40,data_pca41,data_pca42,data_pca43,data_pca44,data_pca45,data_pca46,data_pca47,data_pca48,data_pca49,data_pca50,data_pca51,data_pca52,data_pca53,data_pca54,data_pca55,data_pca56,data_pca57,data_pca58,data_pca59,data_pca60,data_pca61,data_pca62,data_pca63,data_pca64,data_pca65,data_pca66,data_pca67,data_pca68,data_pca69,data_pca70,data_pca71
-0.475335335997407,-0.34960188303313,-0.245041078109508,0.0764281574183602,-0.00194608540600844,-0.0259726464228284,0.0069732218373956,-0.0018311076992549,-0.0087566218714036,-0.146234973165766,0.0533421324034877,0.0884542290583501,-0.114422553589873,-0.103993020649513,-0.00639412472645979,0.00211592874493737,-0.0230729942045848,0.045545973349877,0.0671442597821658,0.00401171901880644,0.07461610579111,-0.0160996564340859,-0.0501314321996415,0.00794217482491032,-0.0950953894486167,-0.0171233267580681,0.0232151825576373,-0.0297600549078962,0.021633796351335,0.0312292836674565,0.0135528836233284,-0.0231526653919737,0.0174316791160874,0.0402431671554577,-0.0192997057031092,0.0537328075034071,-0.0198855285824472,-0.00576809877110131,-0.0039189892578256,0.0541862378564683,0.0366536539222841,-0.0111691772244716,-0.0108193420986298,-0.0325040991868293,-0.00277235141577516,0.00362373277927625,-0.00381308746864132,0.0107442038465874,-0.0182781121864774,-0.00940274682055536,-0.000960810972392448,0.0154939117792136,-0.0105753788409973,-0.0139976594271507,0.00213927776543417,0.0456279624112651,-0.00212177385140453,-0.0291732063067265,0.0120991428144996,0.0134175512492277,0.00234993495629023,-0.0159833063619408,-0.000510079455099817,0.00790366055661917,0.00601549795272254,-0.00439702244955973,0.00314331590100214,-0.013547661021509,-0.00147869480797441,-0.00371743504449439,2
-0.282239031867992,-0.474047408556869,-0.2296824632291,0.0632350343014104,-0.0278750888625098,-0.119994648426477,-0.141348637835608,0.120315263151194,-0.115182624186663,-0.0906213071678614,0.051890811557595,0.0370710959552791,0.0531110941039206,0.0419916836107256,-0.0347048304895715,0.115074779600087,-0.0579854620099127,-0.107631191497286,0.0202300500868365,0.00998014209398422,-0.0656853638163959,-0.0916291845350005,0.0315309870136767,-0.0268277698920245,0.0182941922714752,-0.0325917123874713,0.03271163829547,-0.0342764343252164,0.0128801919927938,0.00752795302583097,-0.0243189658775319,-0.000221095370493498,-0.0133001501104878,-0.0266684268481119,0.0249198619651409,-0.0292927992406134,-0.0225158621013623,0.0402873967484569,-0.00234651892016105,0.0162407210778903,0.0102542152930864,0.00662089507433772,-0.00493175505538182,0.0189800320550751,-0.00545827460296506,0.0118266176099608,-0.006480263672528,0.04897715930711,0.00101042236561763,0.0113248677126726,-0.0176060854258292,-0.0172795980980054,0.00516869445436317,-0.0193197691429348,-0.026762491631663,-0.0197078342882863,-0.0127584650926114,-0.0221107822392284,-0.00168013150395563,0.00206018611769877,0.0150505657964363,0.00431868029583251,-0.00596069145467229,0.00544641566990494,-0.00470162552367869,0.0077562531197058,0.00533800483911655,0.00686254321727799,-0.00327800279809383,-0.0036551571983675,2
-1.00150960713389,-0.873482075966654,0.210055914888314,-0.282482622153466,-0.03676857031449,0.103117658131051,-0.0755441853899708,0.215325158669441,-0.0282736162656477,0.0354617171691836,-0.00713946866208014,-0.0650934867136134,0.0562960107867679,0.0960668808291575,-0.162952163603064,-0.00507118685984156,-0.132537572498373,-0.103621890627673,-0.123627046221348,0.116656085954042,0.102608361467105,-0.114191247761489,0.0696170435598847,0.0331650814972828,0.0166725373047799,0.0571778994579604,0.0389635532460406,0.0244539806808831,0.0386934743347261,-0.0294861160631532,0.0133903164653562,-0.00378848581024895,-0.0398870461509882,-0.0446817568940935,0.0186189209031018,0.0163099227039952,-0.0113987725218438,-0.0299528911938677,-0.000363523060165141,-0.05504101713261,0.0211432810042285,0.040652367853074,-0.0184541610377993,0.0468022212284864,0.0194791862553042,0.000358644062070589,-0.0153919262843935,0.0187903236865119,-0.0244675610155748,-0.0153157425495997,0.0197749635022615,0.00216480712532996,-0.0234577548962566,-0.00802158801438728,0.00632236597009473,-0.00553995716080419,0.00346796108606587,-0.000925799932574873,-0.013974987999327,-0.00814826071484103,0.00439691410753751,-0.00753676144214632,-0.0110416544258478,0.00144584459917688,0.00769539894423537,0.00168554967621481,-0.000772391917538509,-0.011240330913115,-0.00193940580913159,-0.00342365495512498,2
0.394445580303027,-0.575973770624806,0.407627322001441,0.224099882301143,-0.0227245994113754,-0.0897123267105459,0.12612410784031,-0.0956592548865769,0.128440170518219,0.142860798586341,-0.199675767049802,0.107897645549232,-0.102811861226816,-0.0558138850513315,0.106045449883778,0.0633940312168341,0.067425449183063,0.0227642266851436,0.0543686039502924,-0.195237750319426,-0.0964158327265985,0.0656841592574813,0.136197228941812,0.00422989582191048,-0.0070734650465059,-0.0676146292341683,0.0557401945267533,0.0165294508225989,-0.000672398753962182,0.0575592606956165,0.127528386711585,0.0778793789278724,-0.0213625781239759,-0.00288595073489936,0.0442018694870922,0.0401301348278265,0.0512514216987489,0.0617057192569189,0.0271648068590118,-0.0224916783548976,-0.00946392302206108,0.00794823795760182,0.0416521276861879,0.0261995687118976,-0.0289104322507166,0.00180558584733721,-0.00782063826895001,0.0373935981685318,0.00159898082357079,0.0102860954820557,0.0147825234497284,-0.0153619910369386,-0.016733150896946,-0.00494327891749721,-0.0080064304261523,0.0200759018058527,0.0054130709053462,-0.00672993961077065,-0.0131185975741014,0.0152286509584937,0.0194160728291141,0.0123181179228352,-0.00545492776761926,-0.0129821262692626,0.00510619571049494,0.00796105455635531,0.00955939336770921,-0.00705403221872317,0.00434564782754763,-0.0112983409892665,2
0.146634023461314,-0.539755156148435,0.171633451760177,-0.193014967340401,0.244620180829894,-0.490490181353074,-0.208122625885335,-0.328926629380515,-0.212012234626267,0.178144748319375,-0.176055017533447,0.0809882715881293,-0.0573405626195723,-0.200089875206249,0.170057297356156,-0.326553361029988,-0.295020879603908,-0.0195359888836154,0.207293200011861,0.134853102563831,-0.00309405873837814,-0.118413721856623,0.00202700449206199,0.0034755043453155,0.128051866753155,0.017923382670764,0.0793959625369205,0.109705554009993,0.0834544888444103,0.0619417659406252,-0.0135723154300697,-0.0189625895903863,0.048103604866992,0.00685657700895971,0.0247639279887693,-0.0462347225239954,-0.0346911259806793,-0.0552528329937875,-0.00244678403149843,0.0143654742920945,-0.00926402583614267,0.00770144451467047,-0.00287417917518969,-0.0243641113811497,-0.0165450165564608,0.0294802636585941,0.0292751616321924,0.00803905912037395,-0.00610837613388375,-0.0268747253777261,-0.00884605470758561,-0.0185103931615001,0.00673738590485692,-0.00137695094951304,-0.0294191453942278,0.00163172644240491,-0.00890489019086288,-0.00247453734352397,0.000945495523867937,0.00417298670164366,0.0126937092395027,-0.00587739893888332,0.00379451598688559,0.00523453812942314,0.00582773978838946,0.000563883272130497,0.00945996863601789,-0.00713332811456313,0.00369392752056951,-0.000195436764772007,2
0.3863157047694,0.962069337967675,0.0922033325496339,0.210816822936807,-0.00344240475546676,0.0122322518791414,0.037811587162603,-0.0827598374257264,-0.0629534257787227,-0.124576267382241,0.074574372829918,0.0531886170847071,0.0707395274740553,0.044253375963708,0.186212369177317,-0.0756750112461551,-0.0519372115423345,0.115356552315482,-0.0701366265163863,-0.131692484069661,0.0810264043838667,0.0512948203144922,-0.122955527002235,0.085454858393893,0.124611207615318,-0.0469943348340304,-0.0523112308064649,0.0529796944465826,0.0297802472974145,-0.0255705453656008,-0.0197888785897603,0.00364075739343261,0.00415842667983591,-0.0581007181590907,0.0175801700226609,0.0447516285220588,0.0270364838533894,-0.0177632057276339,0.0149911020031979,0.0838333199698714,-0.0354526034859761,0.0927560174653266,-0.00310279255950972,0.00407231501131991,-0.0109949359373872,-0.0148655337275066,0.00040562974382223,-0.0717700219879625,0.01014456525065,0.0119251665232131,-0.0247559073532462,0.00564589968973716,-0.000987160310388798,-0.0303555541201221,-0.0272415879468758,-0.0234038025979845,0.000540267966947144,0.000165997806981225,0.0158989380016922,0.0204948726783253,0.00777095561521462,-0.0184099321521719,-0.00453636391955553,-0.0054437072616639,0.000960737510341203,0.00315872413360838,-0.00923579539673332,0.0126276445780285,-0.00136511143676795,-0.00154410140601077,2
0.439699125365248,0.489592283235348,-0.781843472584367,0.236235701004924,0.436982912681973,0.145540302753692,0.225313393177355,0.0798858380489288,0.229393638477392,0.0406712334355273,0.181333623205532,-0.0225613613441409,-0.0760378698290352,0.115898048329526,-0.230647497046002,-0.192230901121358,-0.156482046994711,-0.00479756342605685,-0.124010123413015,0.0132146838918014,-0.0704323441949958,0.0720554436293458,0.00527758254059613,0.0239225819828018,0.030471878763661,-0.160865833445708,0.164796443217312,0.0905131591793733,-0.0194309276385916,-0.00578508743130738,-0.0267360339392187,0.0240818464656498,0.121931796747793,0.022121030602781,-0.0103407462788269,-0.0402144143083323,0.00754233906471894,0.0751435150349714,0.0388887369780056,0.0135685584525295,-0.0324187074570793,-0.0637449696160536,-0.00294097083966759,0.0445567373946408,0.0112170279751175,-0.0419884409445967,0.00749094991491387,-0.0327554123051085,-0.0260471794163601,0.0131962259742169,0.00447125519904012,0.0136307625003902,0.0043680637784352,-0.000961322716479719,-0.0172056735145301,0.00233565396948949,-0.00196889897349365,0.0233652245329864,0.00714011264080612,-0.00202651454792812,-0.0152425237168469,0.00404707420383702,0.000652682163765616,-0.00301345521150761,0.00783960053459673,0.00093557341119173,0.0120725020999285,-0.00451116935233865,-0.0110477853280823,-0.0026069628739169,2
-1.1913934704753,-0.482029877182718,-0.102460368181555,-0.0351605855164307,-0.00464388911055175,-0.0294714134724677,-0.0791886924106576,0.0417547408234892,-0.0050214646249595,-0.0607233538001652,0.0450985996644714,0.0427116064946323,0.0993366138968016,-0.0464783715836224,-0.0390169699389454,0.138427500241612,0.0333347404221199,-0.0233771219967937,-0.0581201280187243,0.121710030046561,0.0463105153040417,0.00749151120050382,0.0717525979699945,0.0399562746866867,0.0218497849355824,-0.0133230262400781,-0.0100508440405725,0.0776305478981355,0.0408644054580205,-0.023582321757039,0.0220368600598999,0.0479032377644459,-0.084368594606934,0.0369022970770862,0.0287303211516877,-0.00400068491416296,-0.0271920123947645,0.0169499022047235,0.0156779828447659,0.0716185306483383,0.0212520269445535,-0.0173893582386353,0.021221811842896,-0.0139944336145607,0.0275301574904627,-0.00242346518887812,-0.00792032238964865,-0.00408622357229476,0.0224087260711038,-0.00615014023931592,-0.0174967060543645,0.0267582271771826,-0.0413409964511494,0.00879800761023079,0.000347360219226808,0.0055971440416045,-0.00542022787073121,0.0140051153660797,0.0170229126526294,0.00949473241690409,-0.00323683530047193,-0.000835582468171339,0.00362532015631117,-0.00275855300494761,-0.00143556752168891,-0.0161514225748308,0.00962060854548039,-0.0123846001997815,-0.00599769952585298,-0.00862486546425108,2
-0.198029764382929,-0.0289890647055867,-0.409067868917624,-0.00819514053055805,0.110614786126312,-0.120461986706308,-0.0367806557175862,-0.134572667359603,-0.0608249937326172,-0.0380564698578913,-0.118830917331987,0.179903393474392,0.0930421047776265,-0.0879118589466199,0.0836693969309346,0.00920855148605474,0.0977330734995457,-0.0531200692533032,0.00191136993841205,0.0644119034453872,0.0958292144605597,0.0896507101728017,0.0972749737195876,0.0921046897388779,0.132107247365438,0.0659555820812503,-0.0212145079609675,0.0532725825611807,-0.0251566986618833,0.00827909171274519,-0.0791566913872582,0.0488395993790447,-0.026744499023989,-0.0780889642872531,-0.0651600804433939,-0.0325226641438299,0.0210018589533606,-0.0335084831842443,-0.0784189079687245,0.00811823059244285,-0.0315614522480262,0.0207133813943242,-0.0282377842649936,-0.0519037820944385,0.0107295888145594,-0.0405893663561375,0.00159572012939972,0.00998668076947459,0.00319949746939018,0.0259628029369776,-0.00402394703909197,0.00743813344130141,-0.00173852038340143,-0.0109569041931227,0.0031474160858847,0.0245036227760706,-0.0282475168175741,0.0309357913011513,-0.0172835712455345,-0.00441091040877074,-0.0104853990700411,0.00355724313910787,0.000707347252228512,-0.0100541591533157,-0.0011768467314251,0.00424008658403345,0.000608508130028683,-0.00931803116588199,0.0012059838242178,0.00124966539551158,2
1.33314500093549,0.614857855515617,-0.224748391626981,-0.0369372303874718,0.0296626130861962,0.0270488849055532,0.0537986483822233,-0.061042901219817,-0.0556223441809483,-0.0425906260020261,-0.0462169828707045,-0.00568678624239166,-0.0167409815030352,-0.0100023081410855,-0.0576262537465356,-0.0125720699965154,-0.00683083939867039,-0.0557898504454058,0.0312510182814083,-0.0934623392874817,0.0929308386162927,0.0629546581988999,-0.12917258044433,0.151321305059459,-0.118483114306527,-0.0542201228454961,-0.0166339062895291,0.114940699875225,0.0333732976340042,0.0117802918328352,-0.108227522029767,0.00159049453061808,-0.0307962994762278,-0.0108041774416384,-0.0384123140166634,0.0758526599748208,-0.0437412854402139,-0.034928755972838,-0.00268160579992274,-0.00283101673487086,-0.0098026573730476,0.0122721654773859,-0.0467330243713174,0.0600966893478993,0.00169977031378533,0.00615491613999497,0.0211299587289102,0.043382873277703,0.0188342004356551,-0.0215388519927217,0.0122489027265241,0.00753257022144382,-0.00375477057206586,0.0162914680532263,0.00737473522107076,-0.0171622179510428,0.00191852238816829,-0.0206476987045619,-0.00362577327560725,-0.016681129522434,0.00208403549559447,0.0302354698082421,-0.0122683416799651,-0.00294488927334438,0.00748540448540103,-0.0185441583380189,0.0110465377253211,0.00644329241418203,-0.000574589763617405,0.00442305746755811,2
